,client_id,data_de_desembolso,limite,juros_am,retencao,default_60d,default_mar,limite_binado
2044,434ab44,2019-10-10,7900.0,4.99,9.8,0,0,3
2045,434ffb3,2019-09-20,41400.0,1.89,12.9,0,0,6
2046,436b818,2019-09-20,69000.0,1.89,16.2,0,0,7
2047,436ecac,2019-10-31,5300.0,6.39,22.0,0,1,3
2048,43786df,2019-10-17,6600.0,5.69,18.6,0,0,3
2049,437f74a,2019-09-12,27600.0,2.89,25.8,0,0,5
2050,4383172,2019-10-02,36000.0,2.89,21.5,0,0,6
2051,43a365d,2019-10-28,12400.0,4.99,25.4,0,0,4
2052,43b2cf7,2019-10-28,6200.0,6.39,19.9,0,0,3
2053,43b3ed8,2019-10-07,4100.0,6.39,12.6,0,1,3
2054,43c66fb,2019-10-11,6200.0,4.99,12.0,1,1,3
2055,43d2ca1,2019-09-25,2100.0,6.39,15.5,0,0,2
2056,43e4775,2019-09-25,2200.0,6.39,15.6,1,1,2
2057,43e6317,2019-10-07,3300.0,6.39,14.3,0,0,2
2058,43e8696,2019-10-08,27600.0,1.89,4.3,0,0,5
2059,43fa4df,2019-10-31,8000.0,6.39,36.7,1,1,4
2060,440d866,2019-10-07,4100.0,6.39,10.6,0,0,3
2061,442d631,2019-10-31,7600.0,4.99,25.3,1,0,3
2062,442ef18,2019-10-11,24300.0,2.89,22.9,0,0,5
2063,4458466,2019-10-21,27300.0,2.89,19.2,0,0,5
2064,445865d,2019-09-05,6600.0,4.99,30.8,0,0,3
2065,4459c64,2019-09-18,20700.0,2.89,21.4,0,0,5
2066,4463c2c,2019-10-23,7300.0,6.39,22.6,0,1,3
2067,4464594,2019-10-24,1800.0,6.39,17.9,0,0,1
2068,4481d12,2019-09-23,31700.0,2.89,15.6,0,0,5
2069,448a8cd,2019-09-02,3400.0,6.39,24.4,1,0,2
2070,448abad,2019-09-23,69000.0,1.89,17.8,0,0,7
2071,449f0e8,2019-09-12,54200.0,1.89,15.7,0,0,6
2072,44a45a8,2019-09-23,69000.0,1.89,20.3,0,0,7
2073,44adfa0,2019-09-25,55800.0,1.89,20.8,0,0,6
2074,44b2cd4,2019-09-23,38400.0,2.89,18.8,0,0,6
2075,44be4c1,2019-10-09,6800.0,6.39,6.7,0,0,3
2076,44bef00,2019-10-16,27600.0,1.89,8.5,0,0,5
2077,44c7798,2019-09-26,16000.0,4.99,37.3,0,0,5
2078,44d0515,2019-09-11,1400.0,4.99,5.8,0,0,1
2079,44d32d1,2019-10-09,69000.0,2.49,12.3,0,0,7
2080,44d4969,2019-09-05,4100.0,6.39,19.9,0,0,3
2081,44df832,2019-10-30,6100.0,6.39,20.6,0,0,3
2082,44e01f0,2019-10-16,29900.0,3.59,26.3,1,1,5
2083,44f8db8,2019-09-12,69000.0,1.89,7.6,0,0,7
2084,44fd0a4,2019-10-02,22400.0,3.59,15.8,0,0,5
2085,4507b01,2019-10-15,15200.0,4.99,18.6,0,0,4
2086,450e20a,2019-10-21,16600.0,2.89,17.4,0,0,5
2087,45176cd,2019-10-24,2900.0,6.39,11.6,1,0,2
2088,451ecaa,2019-10-25,3900.0,6.39,26.7,1,0,2
2089,45225bf,2019-10-24,69000.0,1.89,13.5,0,0,7
2090,45272d3,2019-10-24,9500.0,5.69,19.5,0,0,4
2091,45467d4,2019-10-25,7500.0,6.39,20.3,0,0,3
2092,454fd83,2019-10-01,11300.0,4.99,16.8,0,0,4
2093,456ee91,2019-10-24,17900.0,4.29,15.2,0,0,5
2094,4576c87,2019-09-06,10400.0,4.99,23.2,0,0,4
2095,4577673,2019-10-28,2200.0,6.39,14.5,0,0,2
2096,458155f,2019-10-24,3400.0,4.29,2.5,1,0,2
2097,4582440,2019-10-11,9500.0,4.99,25.7,1,0,4
2098,458604a,2019-10-16,43600.0,2.89,18.8,0,0,6
2099,458bd88,2019-10-15,9400.0,6.39,21.7,1,1,4
2100,458f356,2019-10-07,16600.0,2.89,9.8,0,0,5
2101,459212b,2019-10-31,4000.0,6.39,16.4,0,0,3
2102,4593c6c,2019-10-21,27600.0,3.59,11.0,0,0,5
2103,45a0002,2019-10-30,12400.0,4.99,15.9,0,0,4
2104,45a05be,2019-09-23,7000.0,4.99,20.4,0,0,3
2105,45b2d1b,2019-09-06,69000.0,1.89,21.0,0,1,7
2106,45bac60,2019-10-28,7200.0,6.39,18.8,0,1,3
2107,45cf779,2019-10-28,3400.0,6.39,32.4,0,0,2
2108,45de393,2019-09-25,17900.0,3.59,24.9,0,1,5
2109,45e806b,2019-10-24,2800.0,6.39,3.5,0,0,2
2110,45ed723,2019-10-07,200.0,6.39,1.3,0,0,1
2111,45fa29f,2019-10-16,1300.0,6.39,18.7,0,0,1
2112,45ff97e,2019-10-28,13800.0,4.99,19.8,0,0,4
2113,46095ab,2019-10-07,12600.0,4.99,22.4,0,0,4
2114,461c4c6,2019-10-28,4300.0,6.39,14.3,0,1,3
2115,46367fb,2019-10-07,8300.0,4.99,24.2,0,0,4
2116,4647d20,2019-10-31,10700.0,6.39,23.2,1,1,4
2117,464a3e9,2019-10-25,38600.0,3.59,18.8,0,0,6
2118,465fce0,2019-09-26,13800.0,4.99,18.0,0,0,4
2119,4660789,2019-10-15,800.0,6.39,1.3,0,0,1
2120,466a4e0,2019-10-07,9300.0,6.39,16.4,0,1,4
2121,466db61,2019-10-21,10100.0,6.39,16.8,1,0,4
2122,46a00b4,2019-10-01,9500.0,4.99,22.6,0,0,4
2123,46a1f1c,2019-10-11,6900.0,4.99,16.5,0,0,3
2124,46b050b,2019-10-10,12500.0,4.99,28.7,0,0,4
2125,46bd39d,2019-10-07,4300.0,6.39,15.9,0,0,3
2126,46c0be3,2019-10-16,12300.0,4.99,22.0,1,0,4
2127,46c200e,2019-09-13,27600.0,1.89,8.7,1,0,5
2128,46cd722,2019-10-28,5600.0,6.39,15.5,0,0,3
2129,46ce609,2019-10-03,27600.0,3.59,19.9,1,1,5
2130,46d91c9,2019-09-18,2800.0,6.39,13.9,0,0,2
2131,46db6a1,2019-10-28,12400.0,4.99,19.5,1,0,4
2132,46e033b,2019-09-13,17700.0,3.59,20.6,1,0,5
2133,46f0707,2019-10-28,5700.0,6.39,21.8,0,1,3
2134,46f7b10,2019-10-29,5500.0,2.89,4.2,1,1,3
2135,46f90f4,2019-10-31,29200.0,3.59,26.3,1,1,5
2136,46fff7d,2019-10-28,21100.0,4.99,23.3,0,0,5
2137,46fffbe,2019-10-21,2600.0,6.39,14.5,0,0,2
2138,470de37,2019-09-04,7600.0,4.99,22.4,0,0,3
2139,471872a,2019-10-08,13800.0,6.39,16.2,0,0,4
2140,4718851,2019-09-25,11600.0,4.99,14.0,0,0,4
2141,472a623,2019-09-25,42000.0,2.89,26.1,0,0,6
2142,4735b41,2019-09-10,33800.0,2.89,22.9,0,0,6
2143,4738ea6,2019-09-30,12800.0,4.99,26.2,0,0,4
2144,473a1b4,2019-10-31,8100.0,6.39,22.1,0,0,4
2145,473c839,2019-10-16,8300.0,4.99,16.3,0,0,4
2146,4740581,2019-10-21,5400.0,6.39,18.3,0,0,3
2147,474134f,2019-10-07,23900.0,2.89,14.4,0,0,5
2148,4742d0f,2019-10-28,1200.0,6.39,14.1,0,0,1
2149,4747040,2019-10-30,3900.0,6.39,33.6,0,0,2
2150,4755362,2019-10-15,26200.0,2.89,21.1,0,0,5
2151,475c5fa,2019-09-23,58400.0,1.89,20.7,0,0,6
2152,476e72c,2019-10-28,11500.0,4.99,26.2,0,1,4
2153,478dd46,2019-10-17,69000.0,1.89,2.0,0,0,7
2154,47907cf,2019-09-20,24800.0,2.89,20.2,0,0,5
2155,479ce96,2019-09-04,13800.0,3.59,17.8,1,1,4
2156,479fa4d,2019-10-21,8800.0,5.69,23.6,1,0,4
2157,47b306c,2019-10-28,2700.0,6.39,11.7,0,0,2
2158,47b7b63,2019-10-28,400.0,6.39,10.6,0,0,1
2159,47ba54c,2019-10-21,19300.0,3.59,14.9,0,0,5
2160,47c3df1,2019-10-24,5400.0,6.39,22.6,0,0,3
2161,47c4a21,2019-10-07,13600.0,4.99,10.2,0,0,4
2162,47d0126,2019-10-01,33400.0,2.89,16.4,1,1,6
2163,47d91a6,2019-10-21,6500.0,5.69,19.3,1,1,3
2164,47db52a,2019-10-28,37300.0,4.29,19.6,1,0,6
2165,47db6f0,2019-10-28,41400.0,2.89,14.4,0,0,6
2166,47de702,2019-09-16,13800.0,4.29,27.9,1,1,4
2167,47e02f5,2019-10-16,3700.0,6.39,21.5,0,0,2
2168,47e369d,2019-09-02,11700.0,4.29,21.1,0,0,4
2169,47e3d59,2019-10-11,22000.0,3.59,18.2,0,0,5
2170,47fc084,2019-10-21,10600.0,5.69,15.0,0,0,4
2171,47fca07,2019-10-16,6900.0,6.39,13.0,0,1,3
2172,4802643,2019-10-28,9700.0,6.39,28.1,0,0,4
2173,48032da,2019-10-16,27600.0,2.89,23.4,0,0,5
2174,4803427,2019-10-11,5400.0,6.39,20.5,1,1,3
2175,4804f5e,2019-10-28,7200.0,6.39,21.5,0,0,3
2176,480bc94,2019-10-07,69000.0,1.89,14.6,0,0,7
2177,481477b,2019-10-25,2200.0,6.39,20.6,0,1,2
2178,4817b28,2019-09-18,4000.0,6.39,16.3,0,0,3
2179,481fd87,2019-09-30,69000.0,1.89,15.5,0,0,7
2180,48211d4,2019-10-24,5300.0,6.39,13.2,0,0,3
2181,4829106,2019-10-07,69000.0,1.89,8.1,1,1,7
2182,48502c9,2019-10-07,10200.0,6.39,15.6,0,0,4
2183,4871a9a,2019-10-07,1400.0,6.39,11.7,0,0,1
2184,487dcea,2019-10-28,34200.0,3.59,29.0,0,0,6
2185,4881cfa,2019-10-07,37700.0,2.89,20.8,0,0,6
2186,488799e,2019-09-30,7300.0,4.99,36.3,0,0,3
2187,488cf94,2019-10-17,63500.0,1.89,19.7,1,1,6
2188,488fb3b,2019-09-25,35900.0,2.89,17.5,0,0,6
2189,48959cf,2019-09-25,44200.0,2.89,13.2,1,0,6
2190,4898892,2019-10-28,16600.0,2.89,12.2,0,0,5
2191,489a966,2019-10-07,21000.0,4.29,14.0,0,0,5
2192,48a34ce,2019-09-18,7600.0,4.99,19.9,0,0,3
2193,48a869a,2019-10-15,3100.0,6.39,20.5,0,0,2
2194,48abf6c,2019-09-25,41400.0,2.89,25.5,0,0,6
2195,48be64e,2019-10-28,1600.0,6.39,18.3,1,1,1
2196,48c5d92,2019-09-16,11000.0,4.99,16.1,0,0,4
2197,48c9e5a,2019-10-17,41400.0,2.49,5.6,0,0,6
2198,48cd2fb,2019-09-26,30400.0,3.59,15.4,1,0,5
2199,48d2a15,2019-10-07,23600.0,2.89,18.2,0,0,5
2200,48d749d,2019-10-28,15600.0,4.99,34.3,1,1,4
2201,48ea0f6,2019-09-20,13800.0,2.89,11.0,0,0,4
2202,48f054c,2019-10-01,45300.0,2.89,17.2,1,1,6
2203,48fc6ff,2019-10-16,3000.0,6.39,14.4,0,0,2
2204,4900ec7,2019-10-28,3400.0,6.39,17.5,0,0,2
2205,4904023,2019-10-25,12400.0,4.99,27.3,0,0,4
2206,4906f24,2019-10-21,3400.0,6.39,16.0,0,0,2
2207,49076b8,2019-10-07,14200.0,4.99,23.7,0,0,4
2208,490bcac,2019-09-30,1200.0,6.39,5.8,0,0,1
2209,491ba30,2019-10-28,10600.0,6.39,17.2,0,0,4
2210,4923a22,2019-10-11,69000.0,1.89,18.2,0,0,7
2211,4928bbc,2019-10-23,8100.0,6.39,20.7,0,1,4
2212,492ce80,2019-10-07,20700.0,2.89,18.0,0,0,5
2213,4934811,2019-10-21,4800.0,6.39,20.4,0,0,3
2214,49416ee,2019-09-25,40000.0,2.89,21.8,0,0,6
2215,4951c6d,2019-10-09,9700.0,4.99,26.7,0,0,4
2216,49561de,2019-10-25,1500.0,5.69,17.7,0,0,1
2217,4969330,2019-09-26,42100.0,3.59,20.5,0,0,6
2218,496e630,2019-10-30,700.0,6.39,26.2,0,0,1
2219,496f623,2019-09-02,4100.0,4.29,9.7,0,0,3
2220,497238b,2019-09-13,27200.0,2.89,23.4,0,0,5
2221,497559d,2019-10-17,10600.0,5.69,18.6,0,0,4
2222,4975918,2019-10-28,6000.0,6.39,22.2,0,0,3
2223,497a8cd,2019-10-16,41400.0,3.59,9.7,0,0,6
2224,497fd7a,2019-10-30,15000.0,4.99,23.2,0,0,4
2225,49825c1,2019-10-30,5000.0,6.39,17.9,0,0,3
2226,4982725,2019-09-20,5400.0,6.39,23.8,0,0,3
2227,4986d13,2019-09-30,8200.0,4.99,15.0,1,1,4
2228,4998182,2019-10-07,69000.0,1.89,11.4,0,0,7
2229,4998951,2019-09-26,69000.0,1.89,9.3,1,1,7
2230,499b458,2019-09-20,25500.0,2.89,21.5,1,0,5
2231,49a01c3,2019-10-17,3400.0,6.39,19.7,0,0,2
2232,49acb10,2019-09-20,69000.0,1.89,15.0,0,0,7
2233,49c364f,2019-10-01,16600.0,3.59,17.2,0,0,5
2234,49de47f,2019-10-07,10500.0,4.99,19.1,1,1,4
2235,49df376,2019-09-26,69000.0,1.89,9.9,1,1,7
2236,49e8047,2019-10-21,3000.0,6.39,13.9,0,0,2
2237,49ea9a6,2019-09-30,8300.0,6.39,36.2,0,0,4
2238,49f886e,2019-10-31,9600.0,6.39,22.3,0,0,4
2239,49fdbdb,2019-10-23,48300.0,1.89,13.4,0,0,6
2240,4a059e3,2019-10-01,31700.0,2.89,13.4,0,0,5
2241,4a1bc0e,2019-10-02,16400.0,6.39,16.6,0,1,5
2242,4a262e8,2019-10-16,14100.0,6.39,16.9,0,1,4
2243,4a28cd3,2019-10-16,7600.0,5.69,16.4,0,1,3
2244,4a377dc,2019-10-11,6700.0,4.99,12.4,0,0,3
2245,4a387c7,2019-10-16,4700.0,6.39,16.6,0,0,3
2246,4a4b382,2019-09-26,2900.0,6.39,23.7,0,1,2
2247,4a4dafe,2019-09-20,12600.0,4.99,20.1,0,0,4
2248,4a53fad,2019-09-23,21900.0,3.59,17.9,0,0,5
2249,4a6a188,2019-10-16,11700.0,6.39,16.4,0,0,4
2250,4a6b697,2019-09-04,5000.0,6.39,24.9,1,0,3
2251,4a6b7a2,2019-10-02,55200.0,2.49,13.2,0,1,6
2252,4a6c041,2019-10-07,9700.0,6.39,13.6,0,0,4
2253,4a6c404,2019-10-24,13100.0,4.29,22.1,0,0,4
2254,4a6e002,2019-09-18,17100.0,3.59,18.7,0,0,5
2255,4a6eb23,2019-10-07,4100.0,6.39,24.2,0,1,3
2256,4a85c89,2019-10-25,24800.0,4.99,15.3,0,0,5
2257,4a876bc,2019-10-21,4100.0,6.39,13.4,0,0,3
2258,4a89d0a,2019-10-31,8700.0,6.39,19.2,0,0,4
2259,4a8c743,2019-10-31,1200.0,6.39,20.1,0,1,1
2260,4a95b3c,2019-10-24,3400.0,6.39,5.8,0,0,2
2261,4a990a5,2019-10-28,13800.0,4.29,24.9,0,0,4
2262,4aa132c,2019-10-07,3400.0,6.39,11.3,0,0,2
2263,4aa3334,2019-10-31,20000.0,4.99,31.4,1,1,5
2264,4aa58ae,2019-09-26,10900.0,6.39,22.5,0,0,4
2265,4aad7e3,2019-09-13,20700.0,2.89,23.6,0,0,5
2266,4ab986e,2019-10-15,14000.0,4.99,20.7,0,0,4
2267,4aba1e5,2019-10-28,6900.0,6.39,22.3,0,0,3
2268,4ac5cba,2019-09-02,11600.0,4.29,25.0,0,0,4
2269,4ad5f25,2019-10-21,12400.0,6.39,12.8,0,0,4
2270,4adeb72,2019-10-24,17900.0,3.59,14.5,0,0,5
2271,4aee8e1,2019-10-17,11000.0,6.39,18.2,0,0,4
2272,4af0d59,2019-10-28,14800.0,6.39,19.8,0,1,4
2273,4af1f10,2019-10-10,9500.0,6.39,15.9,0,0,4
2274,4af34d0,2019-10-31,5000.0,6.39,29.0,0,1,3
2275,4af505f,2019-10-28,2100.0,6.39,23.8,1,1,2
2276,4af5a8a,2019-09-13,24800.0,2.89,27.4,0,0,5
2277,4afb10e,2019-09-18,6900.0,2.89,3.4,0,0,3
2278,4afc2d2,2019-10-30,20700.0,2.89,12.6,0,0,5
2279,4afd6b3,2019-10-24,32000.0,3.59,23.0,1,1,6
2280,4b0f260,2019-10-07,11900.0,4.99,11.1,0,0,4
2281,4b120da,2019-10-30,900.0,6.39,21.7,0,1,1
2282,4b14446,2019-09-30,57200.0,1.89,17.1,0,0,6
2283,4b1d94b,2019-10-16,16900.0,4.99,18.4,0,1,5
2284,4b20270,2019-10-21,7200.0,5.69,17.9,0,0,3
2285,4b2de99,2019-10-16,21100.0,3.59,15.9,0,0,5
2286,4b36a9e,2019-10-07,6900.0,2.89,5.3,0,0,3
2287,4b384e1,2019-10-21,5500.0,6.39,16.7,0,0,3
2288,4b4ac52,2019-10-30,13100.0,4.99,24.1,0,0,4
2289,4b4ca33,2019-10-30,25200.0,3.59,23.6,0,0,5
2290,4b506e8,2019-09-04,9800.0,4.99,24.1,0,0,4
2291,4b5c4ef,2019-10-21,36000.0,2.89,26.1,0,0,6
2292,4b5ebab,2019-10-31,700.0,6.39,3.1,0,0,1
2293,4b611af,2019-10-08,13500.0,4.99,20.1,0,0,4
2294,4b62f4a,2019-10-16,11900.0,5.69,22.5,0,0,4
2295,4b6b19b,2019-10-16,11000.0,2.89,8.8,0,0,4
2296,4b7a6da,2019-10-25,5000.0,6.39,24.4,0,0,3
2297,4b7e913,2019-09-11,23700.0,2.89,29.5,0,0,5
2298,4b82e44,2019-09-30,52900.0,1.89,21.6,1,1,6
2299,4b83007,2019-10-24,15400.0,4.29,16.3,0,0,4
2300,4b84330,2019-10-30,1400.0,6.39,9.2,0,0,1
2301,4b8a1a8,2019-09-23,43900.0,2.89,22.4,0,0,6
2302,4b91f4b,2019-10-08,11700.0,6.39,13.7,0,0,4
2303,4b94f8b,2019-10-31,4100.0,6.39,16.1,0,0,3
2304,4b98095,2019-10-28,89700.0,2.49,7.9,1,0,7
2305,4bb8c65,2019-09-10,61400.0,1.89,22.2,0,0,6
2306,4bbe66f,2019-10-31,13500.0,5.69,16.0,0,0,4
2307,4bbfcba,2019-10-16,4600.0,6.39,11.4,0,0,3
2308,4bc07a4,2019-10-28,4400.0,6.39,22.4,0,0,3
2309,4bc4c88,2019-10-02,4100.0,6.39,15.5,0,0,3
2310,4bccc0d,2019-09-02,69000.0,2.19,14.0,0,0,7
2311,4bd55ef,2019-09-25,69000.0,2.19,13.4,0,0,7
2312,4bd6cf5,2019-10-21,3300.0,5.69,15.3,0,0,2
2313,4bdef8b,2019-10-07,1900.0,6.39,14.5,1,0,1
2314,4be6670,2019-09-23,2900.0,6.39,15.0,0,0,2
2315,4be9759,2019-10-01,13800.0,4.29,28.1,1,1,4
2316,4bf1403,2019-09-11,49700.0,2.89,16.0,0,0,6
2317,4c07072,2019-10-21,3900.0,6.39,18.9,0,0,2
2318,4c0dbce,2019-10-07,10400.0,4.99,16.1,1,1,4
2319,4c0eef0,2019-10-31,9700.0,6.39,28.8,0,0,4
2320,4c11c2a,2019-09-16,2800.0,2.89,2.6,0,0,2
2321,4c1d562,2019-10-07,17100.0,3.59,17.7,0,0,5
2322,4c1f0c4,2019-09-23,7400.0,4.99,20.5,0,0,3
2323,4c24850,2019-09-06,5500.0,3.59,8.5,0,0,3
2324,4c27197,2019-10-21,2500.0,6.39,11.2,0,0,2
2325,4c49621,2019-10-28,7600.0,6.39,34.0,0,0,3
2326,4c4d423,2019-10-08,26000.0,3.59,13.7,0,0,5
2327,4c63d0f,2019-09-26,4100.0,6.39,14.2,0,0,3
2328,4c7edfb,2019-10-30,7200.0,6.39,17.1,0,0,3
2329,4c7efbc,2019-10-30,15500.0,6.39,17.8,0,0,4
2330,4c7fcb2,2019-10-16,69000.0,2.19,11.2,0,0,7
2331,4c8bf0a,2019-10-11,23500.0,2.89,17.5,0,0,5
2332,4c93623,2019-09-20,5500.0,4.99,14.7,0,0,3
2333,4c9be71,2019-10-28,2900.0,6.39,15.7,1,1,2
2334,4c9f07f,2019-09-10,69000.0,1.89,12.0,0,0,7
2335,4ca1c43,2019-09-05,5500.0,4.99,25.3,1,1,3
2336,4caf984,2019-10-03,5400.0,6.39,20.2,0,0,3
2337,4cb88d9,2019-10-07,22100.0,2.89,21.8,0,0,5
2338,4ccdbf4,2019-10-11,6200.0,4.99,20.3,0,0,3
2339,4cd4236,2019-10-08,1700.0,6.39,10.9,0,0,1
2340,4cd9b90,2019-09-26,2100.0,6.39,10.5,0,0,2
2341,4ce66a7,2019-09-30,69000.0,1.89,34.3,0,0,7
2342,4cec579,2019-09-06,9700.0,4.99,27.4,0,0,4
2343,4cf2434,2019-10-02,2800.0,6.39,18.9,0,0,2
2344,4cf8da8,2019-10-28,19100.0,4.99,18.8,1,1,5
2345,4cfd505,2019-10-01,7600.0,4.99,37.1,0,1,3
2346,4d1087f,2019-09-04,2800.0,6.39,15.0,0,0,2
2347,4d10b83,2019-09-26,29000.0,2.89,22.1,1,1,5
2348,4d18fe4,2019-09-20,49700.0,2.89,11.1,0,0,6
2349,4d30f4b,2019-10-28,3400.0,6.39,22.3,0,0,2
2350,4d384f6,2019-09-18,13100.0,4.99,12.0,0,0,4
2351,4d47d72,2019-10-31,19600.0,3.59,15.3,0,0,5
2352,4d57b79,2019-10-08,35400.0,3.59,14.1,0,0,6
2353,4d58d99,2019-10-17,20000.0,4.99,21.4,0,0,5
2354,4d5d068,2019-10-07,58000.0,1.89,20.5,0,0,6
2355,4d64460,2019-09-23,9600.0,4.99,19.6,0,0,4
2356,4d68795,2019-10-07,13800.0,6.39,13.9,0,0,4
2357,4d6ee5e,2019-10-10,2800.0,4.99,4.4,0,0,2
2358,4d87109,2019-10-15,8100.0,6.39,15.0,0,0,4
2359,4d966bd,2019-10-30,4100.0,5.69,11.0,0,0,3
2360,4d96a42,2019-09-02,9700.0,4.99,23.1,1,1,4
2361,4d9717e,2019-10-21,2600.0,5.69,17.1,0,0,2
2362,4d9cc1b,2019-10-16,8800.0,6.39,22.6,0,0,4
2363,4db6bae,2019-10-08,10900.0,6.39,13.1,0,0,4
2364,4dc2084,2019-10-21,6900.0,4.99,27.7,0,0,3
2365,4dc4400,2019-10-30,5400.0,6.39,33.7,0,0,3
2366,4ddbecc,2019-10-07,1400.0,3.59,0.6,0,0,1
2367,4dfa6cf,2019-09-19,3400.0,6.39,12.6,0,0,2
2368,4e007f6,2019-10-21,2500.0,5.69,22.6,0,0,2
2369,4e00879,2019-10-07,25500.0,3.59,13.9,0,0,5
2370,4e150c7,2019-09-18,4800.0,6.39,24.5,0,0,3
2371,4e18762,2019-10-28,2100.0,6.39,15.1,0,0,2
2372,4e27479,2019-10-10,4600.0,6.39,11.8,0,0,3
2373,4e275fc,2019-09-26,27600.0,2.89,16.5,1,1,5
2374,4e42122,2019-10-16,3600.0,5.69,9.9,0,0,2
2375,4e42339,2019-10-07,20800.0,3.59,21.2,0,0,5
2376,4e4b5ea,2019-09-19,10800.0,4.99,26.3,1,1,4
2377,4e726b0,2019-10-01,42600.0,3.59,11.3,1,1,6
2378,4e7a78d,2019-10-23,4700.0,6.39,18.2,0,0,3
2379,4e92ba3,2019-10-24,22000.0,3.59,20.2,0,0,5
2380,4e97aca,2019-10-31,6400.0,6.39,21.7,0,0,3
2381,4e9d91b,2019-10-30,46300.0,3.59,13.9,0,0,6
2382,4ea3558,2019-10-09,20700.0,2.19,9.5,0,0,5
2383,4ea4913,2019-10-31,24800.0,3.59,30.8,1,0,5
2384,4ea5b60,2019-10-11,20700.0,3.59,22.9,0,0,5
2385,4eb06e6,2019-09-23,24400.0,2.89,15.4,0,0,5
2386,4eb0e35,2019-09-18,11700.0,4.29,21.4,0,0,4
2387,4eb20b0,2019-09-26,4400.0,6.39,14.8,0,0,3
2388,4eb42d4,2019-09-13,2400.0,6.39,28.4,0,0,2
2389,4eb64cb,2019-09-06,20000.0,3.59,23.1,0,0,5
2390,4eb6c03,2019-10-16,7400.0,5.69,21.7,0,0,3
2391,4ec4d39,2019-09-16,9700.0,4.99,12.3,0,0,4
2392,4ee6a8b,2019-10-30,12600.0,4.99,25.9,0,0,4
2393,4ee6d08,2019-10-31,2800.0,6.39,18.6,1,0,2
2394,4ef8270,2019-09-25,7300.0,4.99,23.1,0,0,3
2395,4eff40b,2019-09-13,19700.0,3.59,23.7,0,0,5
2396,4f01aee,2019-09-23,24100.0,2.89,17.7,0,0,5
2397,4f07e32,2019-10-28,16400.0,4.99,19.1,0,0,5
2398,4f09835,2019-09-26,20000.0,3.59,20.2,0,1,5
2399,4f10a84,2019-10-09,4100.0,6.39,15.3,0,0,3
2400,4f219a2,2019-10-07,2900.0,6.39,15.0,0,0,2
2401,4f2ced6,2019-09-09,6900.0,4.29,12.7,0,0,3
2402,4f2d444,2019-09-18,4100.0,6.39,14.6,0,0,3
2403,4f2e343,2019-10-16,9000.0,6.39,19.4,0,0,4
2404,4f31436,2019-10-08,10000.0,6.39,65.7,0,0,4
2405,4f37ff1,2019-09-25,4400.0,6.39,20.1,0,0,3
2406,4f4e55b,2019-09-06,22900.0,2.89,20.8,0,0,5
2407,4f5347a,2019-09-09,19300.0,3.59,22.4,1,1,5
2408,4f58abd,2019-10-15,13600.0,4.99,23.8,0,0,4
2409,4f5cca8,2019-10-07,700.0,6.39,38.0,1,1,1
2410,4f60571,2019-10-17,21700.0,4.29,20.2,0,1,5
2411,4f6712a,2019-09-04,10300.0,4.99,25.6,1,0,4
2412,4f69889,2019-09-25,2900.0,6.39,35.6,0,1,2
2413,4f71d70,2019-10-16,10100.0,6.39,14.0,0,0,4
2414,4f79a84,2019-10-21,6900.0,3.59,7.8,0,0,3
2415,4f7acb0,2019-09-26,15300.0,4.99,11.2,0,0,4
2416,4f7baef,2019-10-28,11300.0,6.39,9.3,0,0,4
2417,4f856d6,2019-10-30,41400.0,3.59,21.7,0,0,6
2418,4f8a939,2019-10-28,1400.0,6.39,15.7,0,0,1
2419,4f96b5a,2019-09-25,10500.0,4.99,17.0,0,0,4
2420,4f9c05b,2019-10-17,3400.0,5.69,27.8,0,0,2
2421,4fa5e37,2019-10-16,69000.0,1.89,19.6,0,0,7
2422,4fd4532,2019-09-25,1800.0,6.39,19.1,1,0,1
2423,4fe206c,2019-10-17,13800.0,4.29,10.6,0,0,4
2424,4feb40f,2019-10-25,2800.0,6.39,19.3,0,1,2
2425,4ff6df5,2019-10-25,2600.0,6.39,15.6,1,1,2
2426,4ff81df,2019-10-17,10400.0,5.69,28.1,1,1,4
2427,50137f5,2019-10-07,22000.0,4.29,11.6,0,0,5
2428,503f038,2019-09-02,7300.0,4.99,33.4,0,0,3
2429,504a17b,2019-10-09,16600.0,2.89,17.9,0,1,5
2430,504b5b0,2019-10-16,41400.0,2.49,9.6,0,0,6
2431,5050064,2019-10-15,8800.0,4.99,23.9,1,1,4
2432,5053107,2019-10-28,19900.0,3.59,29.8,1,0,5
2433,505f0b5,2019-10-07,27600.0,1.89,7.3,0,0,5
2434,5062cb4,2019-10-07,6600.0,6.39,14.6,0,0,3
2435,506570d,2019-09-20,42100.0,2.19,25.6,1,0,6
2436,50694fd,2019-10-28,3900.0,6.39,26.3,0,1,2
2437,508158f,2019-10-07,19200.0,4.29,12.1,0,0,5
2438,508471f,2019-09-20,33300.0,2.89,22.3,1,0,6
2439,508e3a7,2019-10-28,6000.0,6.39,26.8,1,1,3
2440,5095cd5,2019-10-08,55200.0,2.49,6.4,0,0,6
2441,50a1fb4,2019-10-09,8000.0,4.99,22.5,1,1,4
2442,50a38a0,2019-10-09,17700.0,3.59,26.5,0,0,5
2443,50ab826,2019-09-20,11500.0,4.99,13.0,0,0,4
2444,50b76c9,2019-10-25,3200.0,5.69,34.1,0,0,2
2445,50b84eb,2019-10-16,5900.0,5.69,17.9,0,0,3
