client_id;data_de_desembolso;data_cadastro;tpv_prometido;mcc_;segmento_;cidade_;bairro_;canal_de_vendas_;subcanal_de_vendas_;uf_;regiao_
b213509;07/10/2019;03/08/2018;25000.0;mcc_99;segmento_6;cidade_6;bairro_20;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
de62bd2;28/10/2019;11/03/2019;10000.0;mcc_4;segmento_4;cidade_539;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b9b3713;05/08/2019;16/09/2017;30000.0;mcc_11;segmento_8;cidade_28;bairro_1098;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f782d6b;26/09/2019;13/12/2018;10000.0;mcc_2;segmento_2;cidade_9;bairro_184;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
339c1c7;26/06/2019;25/07/2018;13000.0;mcc_8;segmento_10;cidade_45;bairro_666;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ce407dc;07/10/2019;06/02/2019;20000.0;mcc_4;segmento_4;cidade_747;;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
f1af14d;08/10/2019;27/07/2017;100000.0;mcc_156;segmento_6;cidade_18;bairro_31;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
1,82E+55;28/10/2019;10/02/2019;1800.0;mcc_60;segmento_6;cidade_111;bairro_1535;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
ceb0817;09/05/2019;18/12/2015;11500.0;mcc_29;segmento_6;cidade_186;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
975d9fa;22/07/2019;03/05/2018;40000.0;mcc_2;segmento_2;cidade_6;bairro_155;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
a8b8b40;26/06/2019;01/08/2018;8000.0;mcc_1;segmento_3;cidade_78;bairro_994;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
c7a7b73;29/08/2019;24/10/2018;10000.0;mcc_10;segmento_12;cidade_4;bairro_2;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
3c1efa9;25/07/2019;06/07/2017;30000.0;mcc_1;segmento_3;cidade_58;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
7660323;05/08/2019;02/10/2018;15000.0;mcc_4;segmento_4;cidade_100;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d09d94d;03/09/2019;28/03/2018;50000.0;mcc_1;segmento_3;cidade_111;bairro_346;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
a131e68;24/05/2019;24/03/2018;40000.0;mcc_2;segmento_2;cidade_160;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
cd7b5fd;29/10/2019;27/11/2018;15000.0;mcc_8;segmento_10;cidade_78;;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
fccf339;10/06/2019;24/01/2018;40000.0;mcc_2;segmento_2;cidade_1;bairro_16;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
8e5022a;28/10/2019;30/01/2018;10000.0;mcc_3;segmento_1;cidade_82;bairro_252;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1
7214c0e;02/07/2019;25/07/2018;11000.0;mcc_36;segmento_22;cidade_9;bairro_40;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
c167035;25/09/2019;21/11/2018;8000.0;mcc_4;segmento_4;cidade_115;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
ae6e788;21/10/2019;23/11/2018;8000.0;mcc_2;segmento_2;cidade_432;bairro_1063;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3
714cbe6;31/07/2019;31/07/2018;25000.0;mcc_150;segmento_8;cidade_112;bairro_1286;canal_de_vendas_1;subcanal_de_vendas_3;uf_2;regiao_1
8e37f38;30/07/2019;28/09/2017;12000.0;mcc_3;segmento_1;cidade_3;bairro_214;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
29ffcde;29/08/2019;16/07/2018;30000.0;mcc_4;segmento_4;cidade_103;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
c8c40bd;03/09/2019;23/02/2018;1800.0;mcc_55;segmento_5;cidade_52;bairro_431;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
eab293d;23/09/2019;14/09/2018;15000.0;mcc_54;segmento_14;cidade_3;bairro_38;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
93beb46;31/10/2019;23/04/2019;15000.0;mcc_10;segmento_12;cidade_59;bairro_1995;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
6111ea4;13/08/2019;26/10/2017;40000.0;mcc_3;segmento_1;cidade_19;bairro_360;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
8692b03;29/08/2019;24/02/2018;24500.0;mcc_2;segmento_2;cidade_56;bairro_455;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
3cbbd45;31/05/2019;18/10/2017;15000.0;mcc_18;segmento_21;cidade_28;bairro_136;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
bdc9884;08/08/2019;18/01/2018;55000.0;mcc_1;segmento_3;cidade_4;bairro_126;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
c52f118;11/10/2019;22/11/2018;35000.0;mcc_16;segmento_14;cidade_79;bairro_1112;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
ab275ba;04/07/2019;18/01/2017;;mcc_56;segmento_6;cidade_2;bairro_9;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
469cbb7;24/07/2019;17/09/2018;50000.0;mcc_5;segmento_9;cidade_221;bairro_2994;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
cc13dc0;18/06/2019;23/07/2018;12000.0;mcc_1;segmento_3;cidade_119;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
26cad01;11/06/2019;26/04/2018;30000.0;mcc_6;segmento_1;cidade_73;bairro_1115;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
8eda7bd;28/10/2019;25/06/2018;15000.0;mcc_5;segmento_9;cidade_7;bairro_515;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
972399a;07/10/2019;05/11/2016;;mcc_1;segmento_3;cidade_1;bairro_116;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
c469bd7;27/08/2019;23/05/2018;;mcc_31;segmento_4;cidade_226;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
828e39e;18/06/2019;04/05/2018;10000.0;mcc_2;segmento_2;cidade_14;bairro_186;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
fc82660;31/10/2019;12/05/2018;10000.0;mcc_22;segmento_15;cidade_160;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
a7a7c56;15/10/2019;03/05/2018;40000.0;mcc_8;segmento_10;cidade_54;bairro_1083;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
5fd4be8;19/08/2019;21/06/2018;;mcc_3;segmento_1;cidade_88;bairro_178;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ec30dd9;05/07/2019;20/08/2018;8000.0;mcc_6;segmento_1;cidade_21;bairro_2514;canal_de_vendas_1;subcanal_de_vendas_1;uf_5;regiao_1
a716fba;02/10/2019;28/01/2019;10000.0;mcc_7;segmento_7;cidade_1;bairro_855;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f00c4cf;21/10/2019;07/08/2018;30000.0;mcc_16;segmento_14;cidade_1;bairro_2145;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
4093303;29/08/2019;13/07/2018;;mcc_8;segmento_10;cidade_63;bairro_934;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
b258698;20/09/2019;18/04/2018;;mcc_6;segmento_1;cidade_23;bairro_59;canal_de_vendas_1;subcanal_de_vendas_1;uf_13;regiao_3
bc8e2dc;21/10/2019;23/08/2018;250000.0;mcc_5;segmento_9;cidade_429;;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
db24370;04/09/2019;26/07/2018;20000.0;mcc_23;segmento_25;cidade_10;bairro_611;canal_de_vendas_1;subcanal_de_vendas_1;uf_11;regiao_3
5787f30;17/06/2019;21/08/2017;70000.0;mcc_3;segmento_1;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
b0a0643;07/10/2019;23/10/2018;25000.0;mcc_1;segmento_3;cidade_19;bairro_383;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b641ef1;17/10/2019;02/03/2019;25000.0;mcc_36;segmento_22;cidade_31;bairro_2654;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
c0317b0;28/06/2019;18/09/2017;25000.0;mcc_1;segmento_3;cidade_1;bairro_17;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
ae7fc77;10/09/2019;13/12/2018;8000.0;mcc_1;segmento_3;cidade_112;bairro_1;canal_de_vendas_1;subcanal_de_vendas_4;uf_2;regiao_1
b7627b8;20/09/2019;02/06/2017;;mcc_2;segmento_2;cidade_198;bairro_2443;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
c451b39;30/04/2019;06/02/2018;11000.0;mcc_1;segmento_3;cidade_89;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
8342b8a;10/05/2019;25/02/2017;30000.0;mcc_4;segmento_4;cidade_1;bairro_33;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
da833e6;10/07/2019;07/03/2018;;mcc_8;segmento_10;cidade_128;bairro_72;canal_de_vendas_1;subcanal_de_vendas_1;uf_21;regiao_5
7a18971;14/03/2019;23/08/2017;10000.0;mcc_3;segmento_1;cidade_95;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
136bcb3;31/07/2019;25/06/2018;20000.0;mcc_14;segmento_2;cidade_1;bairro_618;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b16c936;31/07/2019;29/03/2018;12000.0;mcc_2;segmento_2;cidade_8;bairro_345;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
1ef041a;05/07/2019;11/06/2018;20000.0;mcc_23;segmento_25;cidade_106;bairro_827;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
993e1a2;06/08/2019;15/01/2018;45000.0;mcc_3;segmento_1;cidade_34;bairro_429;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
695c537;29/08/2019;01/10/2018;;mcc_49;segmento_8;cidade_27;bairro_541;canal_de_vendas_1;subcanal_de_vendas_2;uf_1;regiao_1
81cadbc;29/08/2019;25/05/2018;8000.0;mcc_2;segmento_2;cidade_9;bairro_30;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
37f240c;08/07/2019;31/05/2018;25000.0;mcc_2;segmento_2;cidade_352;;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3
a7fd001;30/09/2019;29/05/2018;;mcc_6;segmento_1;cidade_12;bairro_2967;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
14cd03c;08/07/2019;28/09/2018;55000.0;mcc_14;segmento_2;cidade_340;;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3
95e061d;16/10/2019;25/01/2019;10000.0;mcc_7;segmento_7;cidade_672;;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
4361c4e;28/06/2019;05/09/2018;15000.0;mcc_9;segmento_11;cidade_388;;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
a784905;31/07/2019;13/03/2018;19000.0;mcc_7;segmento_7;cidade_17;bairro_359;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
8a83bf0;14/06/2019;05/10/2017;75000.0;mcc_3;segmento_1;cidade_38;bairro_15;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
029065d;15/05/2019;05/12/2017;10000.0;mcc_57;segmento_12;cidade_1;bairro_488;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
96292bb;25/09/2019;14/09/2017;15000.0;mcc_16;segmento_14;cidade_50;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
c5c7586;01/08/2019;16/02/2018;9500.0;mcc_1;segmento_3;cidade_4;bairro_60;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
d4ca22f;28/03/2019;19/02/2018;7000.0;mcc_3;segmento_1;cidade_166;bairro_3098;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
2c4797d;30/04/2019;12/08/2017;22000.0;mcc_12;segmento_1;cidade_1;bairro_219;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d3fd395;25/09/2019;12/09/2018;15000.0;mcc_4;segmento_4;cidade_2;bairro_418;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
8972772;14/06/2019;21/06/2018;15000.0;mcc_2;segmento_2;cidade_52;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
8d42fa7;07/10/2019;26/06/2018;;mcc_6;segmento_1;cidade_1;bairro_3118;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
7458dbd;31/07/2019;09/01/2018;12000.0;mcc_3;segmento_1;cidade_1;bairro_16;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
c50b1eb;28/06/2019;29/05/2018;8000.0;mcc_2;segmento_2;cidade_83;bairro_288;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
07a8465;30/07/2019;05/10/2017;15000.0;mcc_12;segmento_1;cidade_22;bairro_732;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1
6942a81;31/07/2019;12/04/2018;10000.0;mcc_3;segmento_1;cidade_398;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
983acac;17/10/2019;29/06/2018;10000.0;mcc_10;segmento_12;cidade_3;bairro_348;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
bcb5f45;13/05/2019;31/01/2018;40000.0;mcc_9;segmento_11;cidade_11;bairro_267;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
9470e3e;05/09/2019;28/03/2018;40000.0;mcc_1;segmento_3;cidade_1;bairro_92;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
39a0886;16/07/2019;16/02/2018;;mcc_15;segmento_5;cidade_68;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
6677d99;31/07/2019;30/01/2018;;mcc_8;segmento_10;cidade_31;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
aa46f69;20/09/2019;17/10/2018;28000.0;mcc_11;segmento_8;cidade_289;bairro_1785;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
e26a4cb;30/10/2019;29/01/2019;6000.0;mcc_1;segmento_3;cidade_2;bairro_8;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
d6498bd;31/10/2019;29/04/2019;6000.0;mcc_69;segmento_6;cidade_78;bairro_2437;canal_de_vendas_1;subcanal_de_vendas_1;uf_8;regiao_3
8f012fb;26/09/2019;31/01/2018;80000.0;mcc_1;segmento_3;cidade_1;bairro_3;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
beb8b14;25/10/2019;04/10/2018;90000.0;mcc_14;segmento_2;cidade_120;bairro_221;canal_de_vendas_1;subcanal_de_vendas_1;uf_23;regiao_3
b1e9805;15/08/2019;20/06/2018;28000.0;mcc_2;segmento_2;cidade_81;bairro_536;canal_de_vendas_1;subcanal_de_vendas_1;uf_12;regiao_1
fd119c1;11/09/2019;24/04/2018;10000.0;mcc_5;segmento_9;cidade_8;bairro_140;canal_de_vendas_1;subcanal_de_vendas_1;uf_10;regiao_4
9e50796;28/10/2019;27/03/2018;20000.0;mcc_31;segmento_4;cidade_4;bairro_1015;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
6b12f62;26/06/2019;16/08/2018;16000.0;mcc_8;segmento_10;cidade_45;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b74ea9a;07/10/2019;17/01/2019;400000.0;mcc_25;segmento_18;cidade_44;bairro_2556;canal_de_vendas_1;subcanal_de_vendas_1;uf_18;regiao_3
b208669;08/07/2019;26/09/2018;16000.0;mcc_2;segmento_2;cidade_157;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
1ff8860;28/08/2019;09/04/2018;50000.0;mcc_9;segmento_11;cidade_2;bairro_9;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
81e3c22;26/06/2019;14/05/2018;20000.0;mcc_1;segmento_3;cidade_1;bairro_512;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
5a2e9b3;18/07/2019;16/05/2018;80000.0;mcc_2;segmento_2;cidade_149;bairro_904;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
278f41f;24/06/2019;26/07/2018;30000.0;mcc_6;segmento_1;cidade_2;bairro_96;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
d02add3;28/10/2019;18/04/2019;8000.0;mcc_18;segmento_21;cidade_234;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
43ac8a5;01/08/2019;17/09/2018;20000.0;mcc_28;segmento_8;cidade_74;bairro_284;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
f5c8075;08/08/2019;09/05/2018;31000.0;mcc_2;segmento_2;cidade_2;bairro_32;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
ace2be8;30/10/2019;17/01/2019;40000.0;mcc_1;segmento_3;cidade_13;bairro_129;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
1ce19c9;21/08/2019;22/10/2018;15000.0;mcc_2;segmento_2;cidade_31;bairro_143;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
e4da130;31/10/2019;19/03/2019;;mcc_18;segmento_21;cidade_4;bairro_343;canal_de_vendas_1;subcanal_de_vendas_1;uf_7;regiao_4
5a63834;07/08/2019;19/09/2018;15000.0;mcc_7;segmento_7;cidade_19;bairro_1185;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f272b14;11/07/2019;22/05/2018;15000.0;mcc_67;segmento_5;cidade_179;bairro_3;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
0c9afc8;10/06/2019;27/07/2018;35000.0;mcc_3;segmento_1;cidade_179;bairro_1912;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
dcd2cab;23/10/2019;22/03/2019;50000.0;mcc_2;segmento_2;cidade_827;;canal_de_vendas_1;subcanal_de_vendas_4;uf_3;regiao_2
835ca14;09/08/2019;19/10/2018;15000.0;mcc_23;segmento_25;cidade_308;;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
6c47af2;24/06/2019;18/08/2018;5000.0;mcc_33;segmento_5;cidade_178;;canal_de_vendas_1;subcanal_de_vendas_1;uf_14;regiao_3
9a0ecfb;16/10/2019;18/03/2019;;mcc_11;segmento_8;cidade_2;bairro_46;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
ce362b0;02/09/2019;23/08/2018;30000.0;mcc_29;segmento_6;cidade_9;bairro_141;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
dc8af2f;07/10/2019;01/11/2018;50000.0;mcc_3;segmento_1;cidade_412;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
27a8b46;01/08/2019;17/10/2018;10000.0;mcc_3;segmento_1;cidade_288;bairro_1879;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d5f5023;16/07/2019;25/07/2018;40000.0;mcc_2;segmento_2;cidade_117;bairro_237;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
cc05a26;06/08/2019;13/08/2018;80000.0;mcc_3;segmento_1;cidade_13;bairro_2667;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
382a8da;30/08/2019;03/09/2018;45000.0;mcc_55;segmento_5;cidade_117;bairro_237;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
5cc957e;17/07/2019;26/09/2018;30000.0;mcc_30;segmento_8;cidade_9;bairro_291;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
2c9f4bb;08/08/2019;06/09/2018;10000.0;mcc_52;segmento_1;cidade_27;bairro_1;canal_de_vendas_1;subcanal_de_vendas_3;uf_1;regiao_1
d3e5d76;28/10/2019;29/03/2019;18000.0;mcc_6;segmento_1;cidade_55;bairro_27;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
3c766c3;14/08/2019;24/10/2018;;mcc_43;segmento_1;cidade_3;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
e6eee85;30/10/2019;05/10/2018;8000.0;mcc_2;segmento_2;cidade_38;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
e46cce6;14/08/2019;30/10/2018;10000.0;mcc_5;segmento_9;cidade_192;;canal_de_vendas_1;subcanal_de_vendas_1;uf_9;regiao_3
e790a99;31/10/2019;01/03/2019;20000.0;mcc_28;segmento_8;cidade_151;bairro_2627;canal_de_vendas_1;subcanal_de_vendas_1;uf_24;regiao_5
8d1cc14;31/10/2019;04/02/2019;;mcc_24;segmento_16;cidade_15;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
b03ac69;30/10/2019;23/02/2019;15000.0;mcc_7;segmento_7;cidade_43;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
e4b146a;08/10/2019;02/02/2019;45000.0;mcc_2;segmento_2;cidade_303;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
e98a883;08/10/2019;25/02/2019;;mcc_38;segmento_26;cidade_5;bairro_1378;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
930b542;26/09/2019;26/02/2019;400000.0;mcc_5;segmento_9;cidade_274;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
9e7c5c2;28/10/2019;02/03/2019;9000.0;mcc_51;segmento_17;cidade_52;bairro_1441;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
1e88875;17/06/2019;11/06/2018;25000.0;mcc_1;segmento_3;cidade_41;bairro_230;canal_de_vendas_1;subcanal_de_vendas_1;uf_17;regiao_5
1,98E+36;16/07/2019;14/11/2017;40000.0;mcc_2;segmento_2;cidade_1;bairro_6;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d90c13e;13/03/2019;04/01/2018;7000.0;mcc_6;segmento_1;cidade_67;bairro_178;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
317b5fb;05/07/2019;19/06/2018;;mcc_1;segmento_3;cidade_59;bairro_400;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
6aa2ba5;27/08/2019;09/04/2018;4000.0;mcc_6;segmento_1;cidade_402;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
4465cae;07/08/2019;19/10/2018;30000.0;mcc_11;segmento_8;cidade_109;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_6;regiao_2
d726351;10/09/2019;01/08/2018;20000.0;mcc_103;segmento_13;cidade_2;bairro_950;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
95b52fe;25/09/2019;06/12/2018;30000.0;mcc_15;segmento_5;cidade_2;bairro_12;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
f53f98d;16/10/2019;18/03/2019;35000.0;mcc_7;segmento_7;cidade_1;bairro_197;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
21fc46e;13/08/2019;31/07/2017;;mcc_7;segmento_7;cidade_5;bairro_490;canal_de_vendas_1;subcanal_de_vendas_3;uf_5;regiao_1
8746753;30/08/2019;31/10/2017;5000.0;mcc_6;segmento_1;cidade_16;bairro_231;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
07f80f3;30/08/2019;03/05/2017;29000.0;mcc_20;segmento_23;cidade_3;bairro_273;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
1,42E+113;07/10/2019;07/11/2018;15000.0;mcc_17;segmento_20;cidade_5;bairro_580;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
e04f30c;16/10/2019;17/04/2018;80000.0;mcc_8;segmento_10;cidade_5;bairro_1;canal_de_vendas_1;subcanal_de_vendas_2;uf_5;regiao_1
8153848;01/08/2019;03/04/2018;;mcc_71;segmento_5;cidade_1;bairro_64;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
e7a816e;21/10/2019;28/12/2017;;mcc_17;segmento_20;cidade_2;bairro_8;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
694cb9e;15/08/2019;28/08/2018;4200.0;mcc_2;segmento_2;cidade_34;bairro_371;canal_de_vendas_1;subcanal_de_vendas_1;uf_2;regiao_1
b7ece36;20/09/2019;27/03/2017;16500.0;mcc_13;segmento_13;cidade_24;bairro_2586;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b035afa;17/06/2019;13/07/2018;30000.0;mcc_5;segmento_9;cidade_32;bairro_295;canal_de_vendas_1;subcanal_de_vendas_1;uf_16;regiao_3
453e2ec;14/05/2019;26/07/2017;40000.0;mcc_2;segmento_2;cidade_19;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
139684f;10/05/2019;02/02/2018;24000.0;mcc_1;segmento_3;cidade_64;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_4;regiao_2
e2bfe64;17/04/2019;09/04/2018;30000.0;mcc_8;segmento_10;cidade_19;bairro_1;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
263093;29/05/2019;12/03/2018;25000.0;mcc_9;segmento_11;cidade_1;bairro_1475;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
f5f6838;07/08/2019;30/08/2017;;mcc_13;segmento_13;cidade_40;bairro_946;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
716476a;02/07/2019;22/08/2018;31000.0;mcc_33;segmento_5;cidade_42;bairro_857;canal_de_vendas_1;subcanal_de_vendas_1;uf_15;regiao_3
bec0529;02/09/2019;18/07/2018;4000.0;mcc_4;segmento_4;cidade_1;bairro_1503;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
63bc379;08/08/2019;25/10/2018;60000.0;mcc_2;segmento_2;cidade_25;bairro_287;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
b1436e5;26/09/2019;25/09/2018;25000.0;mcc_4;segmento_4;cidade_339;;canal_de_vendas_1;subcanal_de_vendas_1;uf_1;regiao_1
d911986;02/07/2019;23/10/2017;190000.0;mcc_25;segmento_18;cidade_36;bairro_938;canal_de_vendas_1;subcanal_de_vendas_1;uf_3;regiao_2
