,client_id,mes,tpv,margem_tpv,data_de_desembolso
16667,355473e,2019-07-31,57219.75,713.26,2019-09-20
16666,355473e,2019-06-30,51515.62,647.63,2019-09-20
16665,355473e,2019-05-31,54427.24,681.63,2019-09-20
16663,355473e,2019-03-31,47596.55,660.89,2019-09-20
16657,355473e,2018-09-30,28673.25,381.73,2019-09-20
16661,355473e,2019-01-31,70008.77,900.45,2019-09-20
16660,355473e,2018-12-31,48507.93,642.91,2019-09-20
16659,355473e,2018-11-30,63703.57,754.73,2019-09-20
16658,355473e,2018-10-31,47199.61,621.43,2019-09-20
16662,355473e,2019-02-28,48983.62,683.6,2019-09-20
16669,355ea59,2019-04-30,690.34,9.1,2019-10-31
16670,355ea59,2019-05-31,1974.9,25.35,2019-10-31
16671,355ea59,2019-06-30,3697.5,45.66,2019-10-31
16672,355ea59,2019-07-31,1047.08,13.05,2019-10-31
16673,355ea59,2019-08-31,2392.5,29.55,2019-10-31
16674,355ea59,2019-09-30,3234.22,41.24,2019-10-31
16686,356d3bc,2019-09-30,16029.57,42.61,2019-10-21
16685,356d3bc,2019-08-31,22519.37,87.32,2019-10-21
16684,356d3bc,2019-07-31,31047.31,158.7,2019-10-21
16682,356d3bc,2019-05-31,16616.91,70.41,2019-10-21
16681,356d3bc,2019-04-30,10982.78,63.12,2019-10-21
16683,356d3bc,2019-06-30,48180.08,241.65,2019-10-21
16679,356d3bc,2019-02-28,53782.29,311.42,2019-10-21
16678,356d3bc,2019-01-31,92141.9,540.34,2019-10-21
16677,356d3bc,2018-12-31,106277.63,799.02,2019-10-21
16676,356d3bc,2018-11-30,80422.55,1076.47,2019-10-21
16675,356d3bc,2018-10-31,103516.54,1394.13,2019-10-21
16680,356d3bc,2019-03-31,20866.98,113.6,2019-10-21
16696,357f569,2019-09-30,24364.54,297.86,2019-10-16
16695,357f569,2019-08-31,21885.31,259.48,2019-10-16
16694,357f569,2019-07-31,25075.31,292.66,2019-10-16
16693,357f569,2019-06-30,28780.17,342.94,2019-10-16
16692,357f569,2019-05-31,25113.23,305.63,2019-10-16
16691,357f569,2019-04-30,30873.12,375.84,2019-10-16
16689,357f569,2019-02-28,29657.07,368.47,2019-10-16
16688,357f569,2019-01-31,31378.23,374.7,2019-10-16
16687,357f569,2018-12-31,20814.12,239.76,2019-10-16
16690,357f569,2019-03-31,35631.94,438.22,2019-10-16
16704,35829eb,2019-05-31,33671.11,641.33,2019-10-07
16708,35829eb,2019-09-30,35145.96,405.88,2019-10-07
16707,35829eb,2019-08-31,43049.27,569.48,2019-10-07
16706,35829eb,2019-07-31,16792.0,182.01,2019-10-07
16705,35829eb,2019-06-30,29543.17,361.69,2019-10-07
16703,35829eb,2019-04-30,21625.55,455.93,2019-10-07
16697,35829eb,2018-10-31,27321.11,447.2,2019-10-07
16701,35829eb,2019-02-28,30238.45,543.83,2019-10-07
16700,35829eb,2019-01-31,17292.45,280.11,2019-10-07
16699,35829eb,2018-12-31,36237.33,612.19,2019-10-07
16698,35829eb,2018-11-30,23179.67,444.73,2019-10-07
16702,35829eb,2019-03-31,29191.41,544.18,2019-10-07
16719,3583507,2019-07-31,2820.45,37.36,2019-09-18
16718,3583507,2019-06-30,3025.49,40.72,2019-09-18
16717,3583507,2019-05-31,3988.95,60.44,2019-09-18
16716,3583507,2019-04-30,4696.96,61.37,2019-09-18
16715,3583507,2019-03-31,3752.79,56.45,2019-09-18
16720,3583507,2019-08-31,2238.68,27.71,2019-09-18
16713,3583507,2019-01-31,3326.71,47.65,2019-09-18
16712,3583507,2018-12-31,3538.46,48.03,2019-09-18
16711,3583507,2018-11-30,3836.31,56.59,2019-09-18
16710,3583507,2018-10-31,2902.68,39.73,2019-09-18
16709,3583507,2018-09-30,2307.02,30.41,2019-09-18
16714,3583507,2019-02-28,4233.55,59.72,2019-09-18
16732,358dcc6,2019-08-31,16857.12,246.83,2019-09-20
16731,358dcc6,2019-07-31,9570.0,137.44,2019-09-20
16730,358dcc6,2019-06-30,3871.5,54.89,2019-09-20
16729,358dcc6,2019-05-31,6316.2,83.52,2019-09-20
16728,358dcc6,2019-04-30,3132.0,57.16,2019-09-20
16727,358dcc6,2019-03-31,8125.8,167.37,2019-09-20
16726,358dcc6,2019-02-28,9222.0,197.82,2019-09-20
16724,358dcc6,2018-12-31,7038.3,140.35,2019-09-20
16723,358dcc6,2018-11-30,11440.5,218.09,2019-09-20
16722,358dcc6,2018-10-31,8225.85,160.66,2019-09-20
16721,358dcc6,2018-09-30,4576.2,91.22,2019-09-20
16725,358dcc6,2019-01-31,10527.0,205.52,2019-09-20
16740,359c9a2,2019-04-30,7216.91,75.22,2019-09-23
16743,359c9a2,2019-07-31,7127.13,66.75,2019-09-23
16744,359c9a2,2019-08-31,5486.82,50.81,2019-09-23
16741,359c9a2,2019-05-31,11246.66,100.05,2019-09-23
16739,359c9a2,2019-03-31,5912.0,74.75,2019-09-23
16742,359c9a2,2019-06-30,9732.38,89.75,2019-09-23
16737,359c9a2,2019-01-31,6077.65,75.0,2019-09-23
16736,359c9a2,2018-12-31,8852.34,112.99,2019-09-23
16735,359c9a2,2018-11-30,9782.37,123.9,2019-09-23
16734,359c9a2,2018-10-31,8668.76,124.73,2019-09-23
16733,359c9a2,2018-09-30,8880.96,123.04,2019-09-23
16738,359c9a2,2019-02-28,4699.13,62.63,2019-09-23
16751,359dc12,2019-09-30,10446.09,186.6,2019-10-30
16750,359dc12,2019-08-31,9248.1,153.52,2019-10-30
16749,359dc12,2019-07-31,8762.64,146.66,2019-10-30
16747,359dc12,2019-05-31,7528.98,133.46,2019-10-30
16746,359dc12,2019-04-30,11132.08,196.95,2019-10-30
16745,359dc12,2019-03-31,1711.3,29.71,2019-10-30
16748,359dc12,2019-06-30,7574.22,138.81,2019-10-30
16759,35a0e1d,2019-04-30,4331.82,64.42,2019-09-17
16762,35a0e1d,2019-07-31,5731.56,86.62,2019-09-17
16761,35a0e1d,2019-06-30,5374.86,82.7,2019-09-17
16763,35a0e1d,2019-08-31,4684.95,71.69,2019-09-17
16758,35a0e1d,2019-03-31,5760.14,86.32,2019-09-17
16760,35a0e1d,2019-05-31,3917.52,57.52,2019-09-17
16756,35a0e1d,2019-01-31,7198.99,109.03,2019-09-17
16755,35a0e1d,2018-12-31,8466.41,124.28,2019-09-17
16754,35a0e1d,2018-11-30,6210.58,95.84,2019-09-17
16753,35a0e1d,2018-10-31,7785.63,120.42,2019-09-17
16752,35a0e1d,2018-09-30,7578.57,112.86,2019-09-17
16757,35a0e1d,2019-02-28,6530.66,99.9,2019-09-17
16775,35a2966,2019-09-30,4018.1,49.08,2019-10-30
16774,35a2966,2019-08-31,3189.72,44.27,2019-10-30
16773,35a2966,2019-07-31,1835.67,25.07,2019-10-30
16772,35a2966,2019-06-30,2961.04,40.17,2019-10-30
16771,35a2966,2019-05-31,2356.61,32.46,2019-10-30
16770,35a2966,2019-04-30,2335.95,31.54,2019-10-30
16769,35a2966,2019-03-31,3916.1,54.24,2019-10-30
16767,35a2966,2019-01-31,5921.66,82.42,2019-10-30
16766,35a2966,2018-12-31,5332.23,71.54,2019-10-30
16765,35a2966,2018-11-30,4122.06,59.29,2019-10-30
16764,35a2966,2018-10-31,3336.84,45.91,2019-10-30
16768,35a2966,2019-02-28,3518.72,46.87,2019-10-30
16783,35a940f,2019-05-31,31040.9,323.87,2019-10-07
16787,35a940f,2019-09-30,28347.56,281.44,2019-10-07
16786,35a940f,2019-08-31,29432.1,277.19,2019-10-07
16785,35a940f,2019-07-31,22396.41,230.65,2019-10-07
16784,35a940f,2019-06-30,20211.14,213.18,2019-10-07
16782,35a940f,2019-04-30,20318.81,216.21,2019-10-07
16779,35a940f,2019-01-31,17567.39,178.42,2019-10-07
16780,35a940f,2019-02-28,17405.83,181.23,2019-10-07
16781,35a940f,2019-03-31,21375.64,234.52,2019-10-07
16778,35a940f,2018-12-31,30396.51,326.01,2019-10-07
16777,35a940f,2018-11-30,21470.21,234.87,2019-10-07
16776,35a940f,2018-10-31,21305.08,250.5,2019-10-07
16799,35b4084,2019-09-30,9071.92,150.07,2019-10-16
16798,35b4084,2019-08-31,29404.26,483.83,2019-10-16
16797,35b4084,2019-07-31,78525.3,1261.43,2019-10-16
16796,35b4084,2019-06-30,37465.98,608.07,2019-10-16
16795,35b4084,2019-05-31,44257.86,686.22,2019-10-16
16794,35b4084,2019-04-30,35509.04,633.46,2019-10-16
16792,35b4084,2019-02-28,40805.34,702.79,2019-10-16
16791,35b4084,2019-01-31,42347.55,827.9,2019-10-16
16790,35b4084,2018-12-31,27789.19,477.85,2019-10-16
16789,35b4084,2018-11-30,34066.94,663.84,2019-10-16
16788,35b4084,2018-10-31,50954.76,952.49,2019-10-16
16793,35b4084,2019-03-31,37899.55,733.13,2019-10-16
16807,35c21c1,2019-05-31,35406.66,427.93,2019-10-28
16811,35c21c1,2019-09-30,35580.39,261.39,2019-10-28
16810,35c21c1,2019-08-31,36712.61,280.49,2019-10-28
16809,35c21c1,2019-07-31,35149.51,265.92,2019-10-28
16808,35c21c1,2019-06-30,37661.2,287.37,2019-10-28
16806,35c21c1,2019-04-30,35669.13,501.32,2019-10-28
16804,35c21c1,2019-02-28,27790.41,385.91,2019-10-28
16803,35c21c1,2019-01-31,19789.27,271.39,2019-10-28
16802,35c21c1,2018-12-31,31998.6,447.92,2019-10-28
16801,35c21c1,2018-11-30,21927.48,312.7,2019-10-28
16800,35c21c1,2018-10-31,20643.27,293.02,2019-10-28
16805,35c21c1,2019-03-31,36812.31,522.93,2019-10-28
16816,35c43fc,2019-05-31,8560.58,109.98,2019-10-08
16812,35c43fc,2019-01-31,3771.7,50.16,2019-10-08
16813,35c43fc,2019-02-28,3257.25,37.67,2019-10-08
16814,35c43fc,2019-03-31,5868.41,61.29,2019-10-08
16815,35c43fc,2019-04-30,4882.83,59.84,2019-10-08
16817,35c43fc,2019-06-30,6448.5,79.65,2019-10-08
16818,35c43fc,2019-07-31,7387.87,97.48,2019-10-08
16819,35c43fc,2019-08-31,6723.17,71.12,2019-10-08
16820,35c43fc,2019-09-30,5827.88,65.85,2019-10-08
16828,35d31af,2019-06-30,9975.32,138.41,2019-09-05
16827,35d31af,2019-05-31,10172.05,143.2,2019-09-05
16830,35d31af,2019-08-31,15908.66,205.65,2019-09-05
16829,35d31af,2019-07-31,13658.88,189.59,2019-09-05
16826,35d31af,2019-04-30,9545.23,122.69,2019-09-05
16821,35d31af,2018-11-30,9428.91,143.71,2019-09-05
16824,35d31af,2019-02-28,8396.0,111.1,2019-09-05
16823,35d31af,2019-01-31,4344.78,58.59,2019-09-05
16822,35d31af,2018-12-31,10787.41,142.53,2019-09-05
16825,35d31af,2019-03-31,8144.15,111.27,2019-09-05
16842,35f076f,2019-08-31,92284.21,879.23,2019-09-25
16841,35f076f,2019-07-31,118585.16,1652.0,2019-09-25
16840,35f076f,2019-06-30,39325.66,603.44,2019-09-25
16839,35f076f,2019-05-31,71158.94,956.92,2019-09-25
16838,35f076f,2019-04-30,126725.76,1972.16,2019-09-25
16837,35f076f,2019-03-31,99215.24,1646.12,2019-09-25
16835,35f076f,2019-01-31,44221.24,596.07,2019-09-25
16834,35f076f,2018-12-31,26933.2,406.08,2019-09-25
16833,35f076f,2018-11-30,28684.29,432.94,2019-09-25
16832,35f076f,2018-10-31,19075.38,241.4,2019-09-25
16831,35f076f,2018-09-30,16321.11,245.97,2019-09-25
16836,35f076f,2019-02-28,98502.59,1653.89,2019-09-25
16850,35f0822,2019-04-30,19436.08,173.27,2019-09-25
16854,35f0822,2019-08-31,30360.02,178.69,2019-09-25
16853,35f0822,2019-07-31,27030.6,158.35,2019-09-25
16852,35f0822,2019-06-30,32731.04,192.08,2019-09-25
16851,35f0822,2019-05-31,28913.59,225.7,2019-09-25
16849,35f0822,2019-03-31,32073.34,297.92,2019-09-25
16843,35f0822,2018-09-30,14751.63,114.59,2019-09-25
16847,35f0822,2019-01-31,22177.34,202.03,2019-09-25
16846,35f0822,2018-12-31,27359.01,238.22,2019-09-25
16845,35f0822,2018-11-30,21338.56,193.54,2019-09-25
16844,35f0822,2018-10-31,22506.18,202.68,2019-09-25
16848,35f0822,2019-02-28,22310.28,204.5,2019-09-25
16862,35f93e3,2019-05-31,60446.51,323.45,2019-10-11
16866,35f93e3,2019-09-30,42140.66,385.55,2019-10-11
16864,35f93e3,2019-07-31,45956.96,422.91,2019-10-11
16863,35f93e3,2019-06-30,38321.39,368.7,2019-10-11
16861,35f93e3,2019-04-30,25088.16,179.11,2019-10-11
16865,35f93e3,2019-08-31,62791.74,536.47,2019-10-11
16859,35f93e3,2019-02-28,28428.88,199.66,2019-10-11
16855,35f93e3,2018-10-31,42108.17,325.96,2019-10-11
16856,35f93e3,2018-11-30,23831.94,181.58,2019-10-11
16860,35f93e3,2019-03-31,35115.93,207.44,2019-10-11
16858,35f93e3,2019-01-31,26585.09,186.13,2019-10-11
16857,35f93e3,2018-12-31,19279.2,162.36,2019-10-11
16873,35fa391,2019-03-31,53027.77,302.49,2019-09-25
16878,35fa391,2019-08-31,39768.34,115.49,2019-09-25
16877,35fa391,2019-07-31,38856.13,144.05,2019-09-25
16876,35fa391,2019-06-30,44958.3,158.87,2019-09-25
16875,35fa391,2019-05-31,44952.42,206.78,2019-09-25
16874,35fa391,2019-04-30,46453.59,265.7,2019-09-25
16871,35fa391,2019-01-31,46828.8,261.71,2019-09-25
16870,35fa391,2018-12-31,48804.63,283.47,2019-09-25
16869,35fa391,2018-11-30,50608.51,297.38,2019-09-25
16868,35fa391,2018-10-31,65033.18,424.8,2019-09-25
16867,35fa391,2018-09-30,58875.26,281.14,2019-09-25
16872,35fa391,2019-02-28,42556.23,249.04,2019-09-25
16883,35fa722,2019-07-31,36470.95,337.96,2019-10-17
16884,35fa722,2019-08-31,7337.23,48.41,2019-10-17
16885,35fa722,2019-09-30,9545.42,84.37,2019-10-17
16881,35fa722,2019-05-31,8365.05,68.77,2019-10-17
16880,35fa722,2019-04-30,16998.08,163.19,2019-10-17
16879,35fa722,2019-03-31,2315.94,21.97,2019-10-17
16882,35fa722,2019-06-30,16935.94,160.49,2019-10-17
16897,3603b85,2019-08-31,3365.02,46.69,2019-09-12
16896,3603b85,2019-07-31,2530.83,36.56,2019-09-12
16895,3603b85,2019-06-30,3255.41,52.1,2019-09-12
16894,3603b85,2019-05-31,2941.86,42.54,2019-09-12
16893,3603b85,2019-04-30,3131.76,42.25,2019-09-12
16892,3603b85,2019-03-31,1912.17,25.45,2019-09-12
16890,3603b85,2019-01-31,2422.08,32.82,2019-09-12
16889,3603b85,2018-12-31,3379.53,44.38,2019-09-12
16888,3603b85,2018-11-30,1770.65,25.46,2019-09-12
16887,3603b85,2018-10-31,2176.31,25.78,2019-09-12
16886,3603b85,2018-09-30,2163.64,26.15,2019-09-12
16891,3603b85,2019-02-28,2516.1,37.0,2019-09-12
16907,36047d5,2019-09-30,21492.48,173.75,2019-10-01
16906,36047d5,2019-08-31,17832.39,152.86,2019-10-01
16905,36047d5,2019-07-31,17435.44,142.8,2019-10-01
16903,36047d5,2019-05-31,14775.64,124.36,2019-10-01
16904,36047d5,2019-06-30,19643.73,164.43,2019-10-01
16901,36047d5,2019-03-31,15480.87,129.33,2019-10-01
16898,36047d5,2018-12-31,13700.93,196.16,2019-10-01
16902,36047d5,2019-04-30,19925.61,181.95,2019-10-01
16900,36047d5,2019-02-28,11742.39,137.6,2019-10-01
16899,36047d5,2019-01-31,13236.18,183.62,2019-10-01
16919,36071cc,2019-09-30,64491.13,497.06,2019-10-08
16918,36071cc,2019-08-31,67837.78,559.3,2019-10-08
16917,36071cc,2019-07-31,68065.55,596.92,2019-10-08
16916,36071cc,2019-06-30,77706.56,685.53,2019-10-08
16913,36071cc,2019-03-31,57014.88,688.46,2019-10-08
16915,36071cc,2019-05-31,65742.23,670.92,2019-10-08
16911,36071cc,2019-01-31,48491.12,591.43,2019-10-08
16910,36071cc,2018-12-31,64382.49,796.27,2019-10-08
16909,36071cc,2018-11-30,54137.9,680.85,2019-10-08
16908,36071cc,2018-10-31,41004.64,527.36,2019-10-08
16912,36071cc,2019-02-28,48223.74,580.94,2019-10-08
16914,36071cc,2019-04-30,62160.6,749.58,2019-10-08
16926,3607fb6,2019-04-30,16621.0,162.15,2019-10-17
16931,3607fb6,2019-09-30,14523.56,146.38,2019-10-17
16930,3607fb6,2019-08-31,17940.37,179.67,2019-10-17
16929,3607fb6,2019-07-31,14664.11,149.64,2019-10-17
16928,3607fb6,2019-06-30,14797.53,153.19,2019-10-17
16927,3607fb6,2019-05-31,16073.69,155.55,2019-10-17
16925,3607fb6,2019-03-31,18182.22,173.75,2019-10-17
16923,3607fb6,2019-01-31,13690.02,130.56,2019-10-17
16922,3607fb6,2018-12-31,13267.73,125.29,2019-10-17
16921,3607fb6,2018-11-30,7230.7,79.52,2019-10-17
16920,3607fb6,2018-10-31,2711.33,22.86,2019-10-17
16924,3607fb6,2019-02-28,14169.65,132.29,2019-10-17
16943,360a4c2,2019-08-31,4236.77,51.07,2019-09-13
16942,360a4c2,2019-07-31,2369.17,28.6,2019-09-13
16941,360a4c2,2019-06-30,3519.41,39.7,2019-09-13
16940,360a4c2,2019-05-31,5917.57,85.62,2019-09-13
16939,360a4c2,2019-04-30,6737.54,100.35,2019-09-13
16938,360a4c2,2019-03-31,6008.44,80.82,2019-09-13
16937,360a4c2,2019-02-28,3388.13,45.55,2019-09-13
16935,360a4c2,2018-12-31,2819.5,37.4,2019-09-13
16934,360a4c2,2018-11-30,1977.61,30.07,2019-09-13
16933,360a4c2,2018-10-31,3523.85,47.59,2019-09-13
16932,360a4c2,2018-09-30,484.24,5.91,2019-09-13
16936,360a4c2,2019-01-31,2879.35,40.56,2019-09-13
16951,3613c87,2019-05-31,6003.0,118.73,2019-10-21
16954,3613c87,2019-08-31,8447.7,138.78,2019-10-21
16953,3613c87,2019-07-31,7557.69,120.95,2019-10-21
16955,3613c87,2019-09-30,5977.77,86.5,2019-10-21
16950,3613c87,2019-04-30,7455.9,140.66,2019-10-21
16952,3613c87,2019-06-30,6438.87,121.7,2019-10-21
16948,3613c87,2019-02-28,4489.2,68.87,2019-10-21
16947,3613c87,2019-01-31,2871.0,47.41,2019-10-21
16946,3613c87,2018-12-31,8221.5,143.29,2019-10-21
16945,3613c87,2018-11-30,15490.35,271.3,2019-10-21
16944,3613c87,2018-10-31,3767.1,64.82,2019-10-21
16949,3613c87,2019-03-31,7187.07,115.21,2019-10-21
16965,361fc63,2019-08-31,6980.88,124.93,2019-10-21
16964,361fc63,2019-07-31,5273.07,101.94,2019-10-21
16963,361fc63,2019-06-30,7396.3,142.59,2019-10-21
16962,361fc63,2019-05-31,9383.82,181.23,2019-10-21
16961,361fc63,2019-04-30,6183.09,111.06,2019-10-21
16966,361fc63,2019-09-30,7743.87,130.47,2019-10-21
16959,361fc63,2019-02-28,11542.29,228.21,2019-10-21
16958,361fc63,2019-01-31,8459.01,184.68,2019-10-21
16957,361fc63,2018-12-31,7826.52,134.5,2019-10-21
16956,361fc63,2018-11-30,3662.7,79.95,2019-10-21
16960,361fc63,2019-03-31,7198.38,140.0,2019-10-21
16978,3625b2e,2019-08-31,3509.58,14.59,2019-09-13
16977,3625b2e,2019-07-31,6194.4,5.59,2019-09-13
16976,3625b2e,2019-06-30,3700.63,31.1,2019-09-13
16975,3625b2e,2019-05-31,6530.69,69.72,2019-09-13
16974,3625b2e,2019-04-30,10800.91,207.8,2019-09-13
16973,3625b2e,2019-03-31,4405.68,57.99,2019-09-13
16972,3625b2e,2019-02-28,6133.5,74.87,2019-09-13
16970,3625b2e,2018-12-31,6193.53,71.85,2019-09-13
16969,3625b2e,2018-11-30,6809.52,106.17,2019-09-13
16968,3625b2e,2018-10-31,6762.51,81.06,2019-09-13
16967,3625b2e,2018-09-30,6087.74,64.93,2019-09-13
16971,3625b2e,2019-01-31,7879.49,119.43,2019-09-13
16986,362d0f6,2019-05-31,5087.93,61.37,2019-10-10
16989,362d0f6,2019-08-31,3705.23,45.36,2019-10-10
16988,362d0f6,2019-07-31,6686.04,88.7,2019-10-10
16987,362d0f6,2019-06-30,3335.93,45.84,2019-10-10
16985,362d0f6,2019-04-30,7232.31,98.36,2019-10-10
16990,362d0f6,2019-09-30,3877.94,53.69,2019-10-10
16983,362d0f6,2019-02-28,7602.59,92.15,2019-10-10
16979,362d0f6,2018-10-31,7177.59,94.1,2019-10-10
16980,362d0f6,2018-11-30,7275.11,96.95,2019-10-10
16984,362d0f6,2019-03-31,4851.21,62.7,2019-10-10
16982,362d0f6,2019-01-31,8736.45,190.98,2019-10-10
16981,362d0f6,2018-12-31,9269.5,115.87,2019-10-10
17002,362f055,2019-09-30,31016.37,487.13,2019-10-07
17001,362f055,2019-08-31,38480.1,636.66,2019-10-07
17000,362f055,2019-07-31,38581.02,614.98,2019-10-07
16999,362f055,2019-06-30,31277.36,488.43,2019-10-07
16997,362f055,2019-04-30,37172.49,573.12,2019-10-07
16998,362f055,2019-05-31,32843.37,510.25,2019-10-07
16995,362f055,2019-02-28,32281.35,479.97,2019-10-07
16994,362f055,2019-01-31,37918.95,581.21,2019-10-07
16993,362f055,2018-12-31,17797.59,213.97,2019-10-07
16992,362f055,2018-11-30,26312.28,459.97,2019-10-07
16991,362f055,2018-10-31,31089.45,522.59,2019-10-07
16996,362f055,2019-03-31,39696.07,631.54,2019-10-07
17014,363002f,2019-09-30,4733.67,67.65,2019-10-21
17013,363002f,2019-08-31,7020.9,99.9,2019-10-21
17012,363002f,2019-07-31,5159.97,71.24,2019-10-21
17011,363002f,2019-06-30,4528.35,67.1,2019-10-21
17010,363002f,2019-05-31,6137.85,94.09,2019-10-21
17009,363002f,2019-04-30,6359.7,95.93,2019-10-21
17008,363002f,2019-03-31,3988.95,59.73,2019-10-21
17006,363002f,2019-01-31,6129.58,85.14,2019-10-21
17005,363002f,2018-12-31,9957.15,144.98,2019-10-21
17004,363002f,2018-11-30,5474.91,82.18,2019-10-21
17003,363002f,2018-10-31,6277.05,94.3,2019-10-21
17007,363002f,2019-02-28,4271.7,62.8,2019-10-21
17026,363198f,2019-09-30,19937.41,224.06,2019-10-24
17025,363198f,2019-08-31,15069.05,174.64,2019-10-24
17024,363198f,2019-07-31,24314.32,273.35,2019-10-24
17023,363198f,2019-06-30,20380.26,220.22,2019-10-24
17022,363198f,2019-05-31,22350.4,210.12,2019-10-24
17021,363198f,2019-04-30,21560.07,231.06,2019-10-24
17020,363198f,2019-03-31,16024.21,152.6,2019-10-24
17018,363198f,2019-01-31,24437.34,248.18,2019-10-24
17017,363198f,2018-12-31,15027.56,157.56,2019-10-24
17016,363198f,2018-11-30,24100.04,273.18,2019-10-24
17015,363198f,2018-10-31,18537.83,194.25,2019-10-24
17019,363198f,2019-02-28,28827.32,296.94,2019-10-24
17034,363907e,2019-05-31,4778.91,44.09,2019-10-16
17037,363907e,2019-08-31,4950.3,41.46,2019-10-16
17038,363907e,2019-09-30,1293.69,11.06,2019-10-16
17035,363907e,2019-06-30,3413.88,29.09,2019-10-16
17033,363907e,2019-04-30,2355.96,19.79,2019-10-16
17036,363907e,2019-07-31,7792.59,62.54,2019-10-16
17031,363907e,2019-02-28,5410.53,47.27,2019-10-16
17030,363907e,2019-01-31,9335.1,77.6,2019-10-16
17029,363907e,2018-12-31,2373.36,22.6,2019-10-16
17028,363907e,2018-11-30,5603.67,54.76,2019-10-16
17027,363907e,2018-10-31,10544.4,95.5,2019-10-16
17032,363907e,2019-03-31,5641.95,43.6,2019-10-16
17050,36488a4,2019-08-31,34991.4,632.09,2019-09-23
17049,36488a4,2019-07-31,26949.99,517.95,2019-09-23
17048,36488a4,2019-06-30,34947.9,679.13,2019-09-23
17047,36488a4,2019-05-31,28894.44,535.13,2019-09-23
17046,36488a4,2019-04-30,18971.22,272.8,2019-09-23
17045,36488a4,2019-03-31,21492.13,398.55,2019-09-23
17044,36488a4,2019-02-28,10654.89,198.57,2019-09-23
17043,36488a4,2019-01-31,20488.5,348.71,2019-09-23
17042,36488a4,2018-12-31,13291.86,255.32,2019-09-23
17041,36488a4,2018-11-30,11618.85,228.25,2019-09-23
17040,36488a4,2018-10-31,10215.54,195.49,2019-09-23
17039,36488a4,2018-09-30,14165.34,288.14,2019-09-23
17060,364cfc7,2019-09-30,36799.13,0.0,2019-10-07
17059,364cfc7,2019-08-31,33743.17,0.0,2019-10-07
17058,364cfc7,2019-07-31,34819.51,0.0,2019-10-07
17057,364cfc7,2019-06-30,33349.28,0.0,2019-10-07
17056,364cfc7,2019-05-31,33764.18,0.0,2019-10-07
17052,364cfc7,2019-01-31,33266.16,110.62,2019-10-07
17054,364cfc7,2019-03-31,30194.55,0.0,2019-10-07
17053,364cfc7,2019-02-28,35235.34,0.0,2019-10-07
17051,364cfc7,2018-12-31,18430.55,65.97,2019-10-07
17055,364cfc7,2019-04-30,47425.42,0.0,2019-10-07
17061,36510a9,2019-01-31,774.3,9.92,2019-10-08
17062,36510a9,2019-02-28,1857.45,21.0,2019-10-08
17063,36510a9,2019-03-31,3384.74,42.54,2019-10-08
17064,36510a9,2019-04-30,8218.89,100.83,2019-10-08
17065,36510a9,2019-05-31,9626.55,123.73,2019-10-08
17066,36510a9,2019-06-30,7608.15,98.32,2019-10-08
17067,36510a9,2019-07-31,9458.0,123.84,2019-10-08
17068,36510a9,2019-08-31,10548.32,132.83,2019-10-08
17069,36510a9,2019-09-30,10711.88,129.76,2019-10-08
17075,3658499,2019-07-31,97376.57,829.57,2019-10-15
17076,3658499,2019-08-31,62985.39,523.13,2019-10-15
17074,3658499,2019-06-30,81950.14,711.48,2019-10-15
17077,3658499,2019-09-30,2584.5,50.7,2019-10-15
17072,3658499,2019-04-30,87063.67,712.79,2019-10-15
17071,3658499,2019-03-31,77358.18,622.28,2019-10-15
17070,3658499,2019-02-28,24963.27,187.02,2019-10-15
17073,3658499,2019-05-31,81410.18,670.61,2019-10-15
17089,3660c40,2019-09-30,10732.15,20.22,2019-10-10
17087,3660c40,2019-07-31,15377.43,23.44,2019-10-10
17086,3660c40,2019-06-30,13971.56,20.61,2019-10-10
17085,3660c40,2019-05-31,15111.24,23.92,2019-10-10
17084,3660c40,2019-04-30,14374.51,30.0,2019-10-10
17088,3660c40,2019-08-31,12094.26,23.28,2019-10-10
17082,3660c40,2019-02-28,14393.25,31.15,2019-10-10
17081,3660c40,2019-01-31,19135.1,38.48,2019-10-10
17080,3660c40,2018-12-31,17825.53,40.27,2019-10-10
17079,3660c40,2018-11-30,18370.11,43.3,2019-10-10
17078,3660c40,2018-10-31,18742.38,53.02,2019-10-10
17083,3660c40,2019-03-31,15592.06,32.87,2019-10-10
17096,3664cda,2019-09-30,2817.82,38.44,2019-10-28
17095,3664cda,2019-08-31,5910.78,93.87,2019-10-28
17094,3664cda,2019-07-31,5091.74,80.47,2019-10-28
17093,3664cda,2019-06-30,4227.77,68.33,2019-10-28
17091,3664cda,2019-04-30,4584.17,68.1,2019-10-28
17090,3664cda,2019-03-31,160.95,2.62,2019-10-28
17092,3664cda,2019-05-31,3818.63,59.89,2019-10-28
17104,366c2fa,2019-05-31,4909.31,17.79,2019-10-28
17107,366c2fa,2019-08-31,37342.56,202.38,2019-10-28
17108,366c2fa,2019-09-30,38041.18,233.04,2019-10-28
17106,366c2fa,2019-07-31,11804.46,57.71,2019-10-28
17105,366c2fa,2019-06-30,3305.69,12.11,2019-10-28
17103,366c2fa,2019-04-30,17138.34,99.06,2019-10-28
17098,366c2fa,2018-11-30,23720.15,235.19,2019-10-28
17101,366c2fa,2019-02-28,5895.03,44.49,2019-10-28
17100,366c2fa,2019-01-31,5005.98,37.53,2019-10-28
17099,366c2fa,2018-12-31,6009.99,46.21,2019-10-28
