,client_id,data_de_desembolso_,limite_,juros_am_,retencao_,default_60d,default_mar
3518,45272d3,2019-10-24,9500.0,5.69,19.5,0,0
3523,45467d4,2019-10-25,7500.0,6.39,20.3,0,0
3527,454fd83,2019-10-01,11300.0,4.99,16.8,0,0
3531,456ee91,2019-10-24,17900.0,4.29,15.2,0,0
3532,4576c87,2019-09-06,10400.0,4.99,23.2,0,0
3533,4577673,2019-10-28,2200.0,6.39,14.5,0,0
3536,458155f,2019-10-24,3400.0,4.29,2.5,1,0
3537,4582440,2019-10-11,9500.0,4.99,25.7,1,0
3539,458604a,2019-10-16,43600.0,2.89,18.8,0,0
3542,458bd88,2019-10-15,9400.0,6.39,21.7,1,1
3543,458f356,2019-10-07,16600.0,2.89,9.8,0,0
3544,459212b,2019-10-31,4000.0,6.39,16.4,0,0
3545,4593c6c,2019-10-21,27600.0,3.59,11.0,0,0
3547,45a0002,2019-10-30,12400.0,4.99,15.9,0,0
3548,45a05be,2019-09-23,7000.0,4.99,20.4,0,0
3550,45b2d1b,2019-09-06,69000.0,1.89,21.0,0,1
3553,45bac60,2019-10-28,7200.0,6.39,18.8,0,1
3554,45cf779,2019-10-28,3400.0,6.39,32.4,0,0
3556,45de393,2019-09-25,17900.0,3.59,24.9,0,1
3558,45e806b,2019-10-24,2800.0,6.39,3.5,0,0
3560,45ed723,2019-10-07,200.0,6.39,1.3,0,0
3562,45fa29f,2019-10-16,1300.0,6.39,18.7,0,0
3564,45ff97e,2019-10-28,13800.0,4.99,19.8,0,0
3565,46095ab,2019-10-07,12600.0,4.99,22.4,0,0
3567,461c4c6,2019-10-28,4300.0,6.39,14.3,0,1
3570,46367fb,2019-10-07,8300.0,4.99,24.2,0,0
3573,4647d20,2019-10-31,10700.0,6.39,23.2,1,1
3575,464a3e9,2019-10-25,38600.0,3.59,18.8,0,0
3577,465fce0,2019-09-26,13800.0,4.99,18.0,0,0
3579,4660789,2019-10-15,800.0,6.39,1.3,0,0
3583,466a4e0,2019-10-07,9300.0,6.39,16.4,0,1
3584,466db61,2019-10-21,10100.0,6.39,16.8,1,0
3593,46a00b4,2019-10-01,9500.0,4.99,22.6,0,0
3594,46a1f1c,2019-10-11,6900.0,4.99,16.5,0,0
3596,46b050b,2019-10-10,12500.0,4.99,28.7,0,0
3599,46bd39d,2019-10-07,4300.0,6.39,15.9,0,0
3600,46c0be3,2019-10-16,12300.0,4.99,22.0,1,0
3601,46c200e,2019-09-13,27600.0,1.89,8.7,1,0
3603,46cd722,2019-10-28,5600.0,6.39,15.5,0,0
3604,46ce609,2019-10-03,27600.0,3.59,19.9,1,1
3605,46d91c9,2019-09-18,2800.0,6.39,13.9,0,0
3606,46db6a1,2019-10-28,12400.0,4.99,19.5,1,0
3607,46e033b,2019-09-13,17700.0,3.59,20.6,1,0
3612,46f0707,2019-10-28,5700.0,6.39,21.8,0,1
3614,46f7b10,2019-10-29,5500.0,2.89,4.2,1,1
3615,46f90f4,2019-10-31,29200.0,3.59,26.3,1,1
3616,46fff7d,2019-10-28,21100.0,4.99,23.3,0,0
3617,46fffbe,2019-10-21,2600.0,6.39,14.5,0,0
3620,470de37,2019-09-04,7600.0,4.99,22.4,0,0
3621,471872a,2019-10-08,13800.0,6.39,16.2,0,0
3622,4718851,2019-09-25,11600.0,4.99,14.0,0,0
3623,472a623,2019-09-25,42000.0,2.89,26.1,0,0
3627,4735b41,2019-09-10,33800.0,2.89,22.9,0,0
3628,4738ea6,2019-09-30,12800.0,4.99,26.2,0,0
3630,473a1b4,2019-10-31,8100.0,6.39,22.1,0,0
3631,473c839,2019-10-16,8300.0,4.99,16.3,0,0
3632,4740581,2019-10-21,5400.0,6.39,18.3,0,0
3633,474134f,2019-10-07,23900.0,2.89,14.4,0,0
3634,4742d0f,2019-10-28,1200.0,6.39,14.1,0,0
3635,4747040,2019-10-30,3900.0,6.39,33.6,0,0
3637,4755362,2019-10-15,26200.0,2.89,21.1,0,0
3639,475c5fa,2019-09-23,58400.0,1.89,20.7,0,0
3644,476e72c,2019-10-28,11500.0,4.99,26.2,0,1
3647,478dd46,2019-10-17,69000.0,1.89,2.0,0,0
3648,47907cf,2019-09-20,24800.0,2.89,20.2,0,0
3649,479ce96,2019-09-04,13800.0,3.59,17.8,1,1
3651,479fa4d,2019-10-21,8800.0,5.69,23.6,1,0
3652,47b306c,2019-10-28,2700.0,6.39,11.7,0,0
3654,47b7b63,2019-10-28,400.0,6.39,10.6,0,0
3655,47ba54c,2019-10-21,19300.0,3.59,14.9,0,0
3656,47c3df1,2019-10-24,5400.0,6.39,22.6,0,0
3657,47c4a21,2019-10-07,13600.0,4.99,10.2,0,0
3660,47d0126,2019-10-01,33400.0,2.89,16.4,1,1
3661,47d91a6,2019-10-21,6500.0,5.69,19.3,1,1
3662,47db52a,2019-10-28,37300.0,4.29,19.6,1,0
3663,47db6f0,2019-10-28,41400.0,2.89,14.4,0,0
3664,47de702,2019-09-16,13800.0,4.29,27.9,1,1
3666,47e02f5,2019-10-16,3700.0,6.39,21.5,0,0
3667,47e369d,2019-09-02,11700.0,4.29,21.1,0,0
3668,47e3d59,2019-10-11,22000.0,3.59,18.2,0,0
3670,47fc084,2019-10-21,10600.0,5.69,15.0,0,0
3671,47fca07,2019-10-16,6900.0,6.39,13.0,0,1
3672,4802643,2019-10-28,9700.0,6.39,28.1,0,0
3673,48032da,2019-10-16,27600.0,2.89,23.4,0,0
3674,4803427,2019-10-11,5400.0,6.39,20.5,1,1
3675,4804f5e,2019-10-28,7200.0,6.39,21.5,0,0
3676,480bc94,2019-10-07,69000.0,1.89,14.6,0,0
3677,481477b,2019-10-25,2200.0,6.39,20.6,0,1
3678,4817b28,2019-09-18,4000.0,6.39,16.3,0,0
3680,481fd87,2019-09-30,69000.0,1.89,15.5,0,0
3682,48211d4,2019-10-24,5300.0,6.39,13.2,0,0
3684,4829106,2019-10-07,69000.0,1.89,8.1,1,1
3690,48502c9,2019-10-07,10200.0,6.39,15.6,0,0
3692,4871a9a,2019-10-07,1400.0,6.39,11.7,0,0
3695,487dcea,2019-10-28,34200.0,3.59,29.0,0,0
3696,4881cfa,2019-10-07,37700.0,2.89,20.8,0,0
3698,488799e,2019-09-30,7300.0,4.99,36.3,0,0
3699,488cf94,2019-10-17,63500.0,1.89,19.7,1,1
3700,488fb3b,2019-09-25,35900.0,2.89,17.5,0,0
3701,48959cf,2019-09-25,44200.0,2.89,13.2,1,0
3703,4898892,2019-10-28,16600.0,2.89,12.2,0,0
3704,489a966,2019-10-07,21000.0,4.29,14.0,0,0
3706,48a34ce,2019-09-18,7600.0,4.99,19.9,0,0
3709,48a869a,2019-10-15,3100.0,6.39,20.5,0,0
3710,48abf6c,2019-09-25,41400.0,2.89,25.5,0,0
3711,48be64e,2019-10-28,1600.0,6.39,18.3,1,1
3712,48c5d92,2019-09-16,11000.0,4.99,16.1,0,0
3713,48c9e5a,2019-10-17,41400.0,2.49,5.6,0,0
3714,48cd2fb,2019-09-26,30400.0,3.59,15.4,1,0
3715,48d2a15,2019-10-07,23600.0,2.89,18.2,0,0
3718,48d749d,2019-10-28,15600.0,4.99,34.3,1,1
3720,48ea0f6,2019-09-20,13800.0,2.89,11.0,0,0
3721,48f054c,2019-10-01,45300.0,2.89,17.2,1,1
3723,48fc6ff,2019-10-16,3000.0,6.39,14.4,0,0
3725,4900ec7,2019-10-28,3400.0,6.39,17.5,0,0
3726,4904023,2019-10-25,12400.0,4.99,27.3,0,0
3728,4906f24,2019-10-21,3400.0,6.39,16.0,0,0
3729,49076b8,2019-10-07,14200.0,4.99,23.7,0,0
3730,490bcac,2019-09-30,1200.0,6.39,5.8,0,0
3731,491ba30,2019-10-28,10600.0,6.39,17.2,0,0
3732,4923a22,2019-10-11,69000.0,1.89,18.2,0,0
3733,4928bbc,2019-10-23,8100.0,6.39,20.7,0,1
3734,492ce80,2019-10-07,20700.0,2.89,18.0,0,0
3735,4934811,2019-10-21,4800.0,6.39,20.4,0,0
3736,49416ee,2019-09-25,40000.0,2.89,21.8,0,0
3738,4951c6d,2019-10-09,9700.0,4.99,26.7,0,0
3739,49561de,2019-10-25,1500.0,5.69,17.7,0,0
3743,4969330,2019-09-26,42100.0,3.59,20.5,0,0
3744,496e630,2019-10-30,700.0,6.39,26.2,0,0
3745,496f623,2019-09-02,4100.0,4.29,9.7,0,0
3746,497238b,2019-09-13,27200.0,2.89,23.4,0,0
3748,497559d,2019-10-17,10600.0,5.69,18.6,0,0
3749,4975918,2019-10-28,6000.0,6.39,22.2,0,0
3752,497a8cd,2019-10-16,41400.0,3.59,9.7,0,0
3753,497fd7a,2019-10-30,15000.0,4.99,23.2,0,0
3754,49825c1,2019-10-30,5000.0,6.39,17.9,0,0
3755,4982725,2019-09-20,5400.0,6.39,23.8,0,0
3756,4986d13,2019-09-30,8200.0,4.99,15.0,1,1
3758,4998182,2019-10-07,69000.0,1.89,11.4,0,0
3759,4998951,2019-09-26,69000.0,1.89,9.3,1,1
3761,499b458,2019-09-20,25500.0,2.89,21.5,1,0
3762,49a01c3,2019-10-17,3400.0,6.39,19.7,0,0
3765,49acb10,2019-09-20,69000.0,1.89,15.0,0,0
3768,49c364f,2019-10-01,16600.0,3.59,17.2,0,0
3770,49de47f,2019-10-07,10500.0,4.99,19.1,1,1
3771,49df376,2019-09-26,69000.0,1.89,9.9,1,1
3773,49e8047,2019-10-21,3000.0,6.39,13.9,0,0
3774,49ea9a6,2019-09-30,8300.0,6.39,36.2,0,0
3775,49f886e,2019-10-31,9600.0,6.39,22.3,0,0
3776,49fdbdb,2019-10-23,48300.0,1.89,13.4,0,0
3778,4a059e3,2019-10-01,31700.0,2.89,13.4,0,0
3782,4a1bc0e,2019-10-02,16400.0,6.39,16.6,0,1
3783,4a262e8,2019-10-16,14100.0,6.39,16.9,0,1
3784,4a28cd3,2019-10-16,7600.0,5.69,16.4,0,1
3787,4a377dc,2019-10-11,6700.0,4.99,12.4,0,0
3788,4a387c7,2019-10-16,4700.0,6.39,16.6,0,0
3790,4a4b382,2019-09-26,2900.0,6.39,23.7,0,1
3791,4a4dafe,2019-09-20,12600.0,4.99,20.1,0,0
3792,4a53fad,2019-09-23,21900.0,3.59,17.9,0,0
3794,4a6a188,2019-10-16,11700.0,6.39,16.4,0,0
3795,4a6b697,2019-09-04,5000.0,6.39,24.9,1,0
3796,4a6b7a2,2019-10-02,55200.0,2.49,13.2,0,1
3797,4a6c041,2019-10-07,9700.0,6.39,13.6,0,0
3798,4a6c404,2019-10-24,13100.0,4.29,22.1,0,0
3799,4a6e002,2019-09-18,17100.0,3.59,18.7,0,0
3800,4a6eb23,2019-10-07,4100.0,6.39,24.2,0,1
3801,4a85c89,2019-10-25,24800.0,4.99,15.3,0,0
3803,4a876bc,2019-10-21,4100.0,6.39,13.4,0,0
3805,4a89d0a,2019-10-31,8700.0,6.39,19.2,0,0
3806,4a8c743,2019-10-31,1200.0,6.39,20.1,0,1
3808,4a95b3c,2019-10-24,3400.0,6.39,5.8,0,0
3809,4a990a5,2019-10-28,13800.0,4.29,24.9,0,0
3810,4aa132c,2019-10-07,3400.0,6.39,11.3,0,0
3811,4aa3334,2019-10-31,20000.0,4.99,31.4,1,1
3812,4aa58ae,2019-09-26,10900.0,6.39,22.5,0,0
3813,4aad7e3,2019-09-13,20700.0,2.89,23.6,0,0
3814,4ab986e,2019-10-15,14000.0,4.99,20.7,0,0
3816,4aba1e5,2019-10-28,6900.0,6.39,22.3,0,0
3817,4ac5cba,2019-09-02,11600.0,4.29,25.0,0,0
3818,4ad5f25,2019-10-21,12400.0,6.39,12.8,0,0
3819,4adeb72,2019-10-24,17900.0,3.59,14.5,0,0
3821,4aee8e1,2019-10-17,11000.0,6.39,18.2,0,0
3822,4af0d59,2019-10-28,14800.0,6.39,19.8,0,1
3823,4af1f10,2019-10-10,9500.0,6.39,15.9,0,0
3824,4af34d0,2019-10-31,5000.0,6.39,29.0,0,1
3825,4af505f,2019-10-28,2100.0,6.39,23.8,1,1
3826,4af5a8a,2019-09-13,24800.0,2.89,27.4,0,0
3827,4afb10e,2019-09-18,6900.0,2.89,3.4,0,0
3828,4afc2d2,2019-10-30,20700.0,2.89,12.6,0,0
3829,4afd6b3,2019-10-24,32000.0,3.59,23.0,1,1
3832,4b0f260,2019-10-07,11900.0,4.99,11.1,0,0
3833,4b120da,2019-10-30,900.0,6.39,21.7,0,1
3834,4b14446,2019-09-30,57200.0,1.89,17.1,0,0
3836,4b1d94b,2019-10-16,16900.0,4.99,18.4,0,1
3838,4b20270,2019-10-21,7200.0,5.69,17.9,0,0
3841,4b2de99,2019-10-16,21100.0,3.59,15.9,0,0
3842,4b36a9e,2019-10-07,6900.0,2.89,5.3,0,0
3843,4b384e1,2019-10-21,5500.0,6.39,16.7,0,0
3846,4b4ac52,2019-10-30,13100.0,4.99,24.1,0,0
3847,4b4ca33,2019-10-30,25200.0,3.59,23.6,0,0
3848,4b506e8,2019-09-04,9800.0,4.99,24.1,0,0
3851,4b5c4ef,2019-10-21,36000.0,2.89,26.1,0,0
3853,4b5ebab,2019-10-31,700.0,6.39,3.1,0,0
3854,4b611af,2019-10-08,13500.0,4.99,20.1,0,0
3855,4b62f4a,2019-10-16,11900.0,5.69,22.5,0,0
3857,4b6b19b,2019-10-16,11000.0,2.89,8.8,0,0
3859,4b7a6da,2019-10-25,5000.0,6.39,24.4,0,0
3860,4b7e913,2019-09-11,23700.0,2.89,29.5,0,0
3863,4b82e44,2019-09-30,52900.0,1.89,21.6,1,1
3864,4b83007,2019-10-24,15400.0,4.29,16.3,0,0
3866,4b84330,2019-10-30,1400.0,6.39,9.2,0,0
3867,4b8a1a8,2019-09-23,43900.0,2.89,22.4,0,0
3868,4b91f4b,2019-10-08,11700.0,6.39,13.7,0,0
3869,4b94f8b,2019-10-31,4100.0,6.39,16.1,0,0
3870,4b98095,2019-10-28,89700.0,2.49,7.9,1,0
3872,4bb8c65,2019-09-10,61400.0,1.89,22.2,0,0
3873,4bbe66f,2019-10-31,13500.0,5.69,16.0,0,0
3874,4bbfcba,2019-10-16,4600.0,6.39,11.4,0,0
3875,4bc07a4,2019-10-28,4400.0,6.39,22.4,0,0
3876,4bc4c88,2019-10-02,4100.0,6.39,15.5,0,0
3878,4bccc0d,2019-09-02,69000.0,2.19,14.0,0,0
3879,4bd55ef,2019-09-25,69000.0,2.19,13.4,0,0
3880,4bd6cf5,2019-10-21,3300.0,5.69,15.3,0,0
3882,4bdef8b,2019-10-07,1900.0,6.39,14.5,1,0
3883,4be6670,2019-09-23,2900.0,6.39,15.0,0,0
3884,4be9759,2019-10-01,13800.0,4.29,28.1,1,1
3886,4bf1403,2019-09-11,49700.0,2.89,16.0,0,0
3887,4c07072,2019-10-21,3900.0,6.39,18.9,0,0
3889,4c0dbce,2019-10-07,10400.0,4.99,16.1,1,1
3890,4c0eef0,2019-10-31,9700.0,6.39,28.8,0,0
3891,4c11c2a,2019-09-16,2800.0,2.89,2.6,0,0
3892,4c1d562,2019-10-07,17100.0,3.59,17.7,0,0
3893,4c1f0c4,2019-09-23,7400.0,4.99,20.5,0,0
3895,4c24850,2019-09-06,5500.0,3.59,8.5,0,0
3896,4c27197,2019-10-21,2500.0,6.39,11.2,0,0
3899,4c49621,2019-10-28,7600.0,6.39,34.0,0,0
3900,4c4d423,2019-10-08,26000.0,3.59,13.7,0,0
3903,4c63d0f,2019-09-26,4100.0,6.39,14.2,0,0
3905,4c7edfb,2019-10-30,7200.0,6.39,17.1,0,0
3906,4c7efbc,2019-10-30,15500.0,6.39,17.8,0,0
3907,4c7fcb2,2019-10-16,69000.0,2.19,11.2,0,0
3908,4c8bf0a,2019-10-11,23500.0,2.89,17.5,0,0
3909,4c93623,2019-09-20,5500.0,4.99,14.7,0,0
3910,4c9be71,2019-10-28,2900.0,6.39,15.7,1,1
3911,4c9f07f,2019-09-10,69000.0,1.89,12.0,0,0
3912,4ca1c43,2019-09-05,5500.0,4.99,25.3,1,1
3913,4caf984,2019-10-03,5400.0,6.39,20.2,0,0
3914,4cb88d9,2019-10-07,22100.0,2.89,21.8,0,0
3917,4ccdbf4,2019-10-11,6200.0,4.99,20.3,0,0
3918,4cd4236,2019-10-08,1700.0,6.39,10.9,0,0
3919,4cd9b90,2019-09-26,2100.0,6.39,10.5,0,0
3921,4ce66a7,2019-09-30,69000.0,1.89,34.3,0,0
3923,4cec579,2019-09-06,9700.0,4.99,27.4,0,0
3925,4cf2434,2019-10-02,2800.0,6.39,18.9,0,0
3927,4cf8da8,2019-10-28,19100.0,4.99,18.8,1,1
3929,4cfd505,2019-10-01,7600.0,4.99,37.1,0,1
3931,4d1087f,2019-09-04,2800.0,6.39,15.0,0,0
3932,4d10b83,2019-09-26,29000.0,2.89,22.1,1,1
3933,4d18fe4,2019-09-20,49700.0,2.89,11.1,0,0
3935,4d30f4b,2019-10-28,3400.0,6.39,22.3,0,0
3936,4d384f6,2019-09-18,13100.0,4.99,12.0,0,0
3938,4d47d72,2019-10-31,19600.0,3.59,15.3,0,0
3940,4d57b79,2019-10-08,35400.0,3.59,14.1,0,0
3941,4d58d99,2019-10-17,20000.0,4.99,21.4,0,0
3942,4d5d068,2019-10-07,58000.0,1.89,20.5,0,0
3943,4d64460,2019-09-23,9600.0,4.99,19.6,0,0
3944,4d68795,2019-10-07,13800.0,6.39,13.9,0,0
3947,4d6ee5e,2019-10-10,2800.0,4.99,4.4,0,0
3949,4d87109,2019-10-15,8100.0,6.39,15.0,0,0
3950,4d966bd,2019-10-30,4100.0,5.69,11.0,0,0
3951,4d96a42,2019-09-02,9700.0,4.99,23.1,1,1
3952,4d9717e,2019-10-21,2600.0,5.69,17.1,0,0
3953,4d9cc1b,2019-10-16,8800.0,6.39,22.6,0,0
3956,4db6bae,2019-10-08,10900.0,6.39,13.1,0,0
3958,4dc2084,2019-10-21,6900.0,4.99,27.7,0,0
3959,4dc4400,2019-10-30,5400.0,6.39,33.7,0,0
3961,4ddbecc,2019-10-07,1400.0,3.59,0.6,0,0
3963,4dfa6cf,2019-09-19,3400.0,6.39,12.6,0,0
3965,4e007f6,2019-10-21,2500.0,5.69,22.6,0,0
3966,4e00879,2019-10-07,25500.0,3.59,13.9,0,0
3969,4e150c7,2019-09-18,4800.0,6.39,24.5,0,0
3970,4e18762,2019-10-28,2100.0,6.39,15.1,0,0
3973,4e27479,2019-10-10,4600.0,6.39,11.8,0,0
3974,4e275fc,2019-09-26,27600.0,2.89,16.5,1,1
3975,4e42122,2019-10-16,3600.0,5.69,9.9,0,0
3976,4e42339,2019-10-07,20800.0,3.59,21.2,0,0
3977,4e4b5ea,2019-09-19,10800.0,4.99,26.3,1,1
3980,4e726b0,2019-10-01,42600.0,3.59,11.3,1,1
3983,4e7a78d,2019-10-23,4700.0,6.39,18.2,0,0
3986,4e92ba3,2019-10-24,22000.0,3.59,20.2,0,0
3988,4e97aca,2019-10-31,6400.0,6.39,21.7,0,0
3989,4e9d91b,2019-10-30,46300.0,3.59,13.9,0,0
3991,4ea3558,2019-10-09,20700.0,2.19,9.5,0,0
3993,4ea4913,2019-10-31,24800.0,3.59,30.8,1,0
3994,4ea5b60,2019-10-11,20700.0,3.59,22.9,0,0
3995,4eb06e6,2019-09-23,24400.0,2.89,15.4,0,0
3996,4eb0e35,2019-09-18,11700.0,4.29,21.4,0,0
3997,4eb20b0,2019-09-26,4400.0,6.39,14.8,0,0
3998,4eb42d4,2019-09-13,2400.0,6.39,28.4,0,0
3999,4eb64cb,2019-09-06,20000.0,3.59,23.1,0,0
4000,4eb6c03,2019-10-16,7400.0,5.69,21.7,0,0
4002,4ec4d39,2019-09-16,9700.0,4.99,12.3,0,0
4007,4ee6a8b,2019-10-30,12600.0,4.99,25.9,0,0
4008,4ee6d08,2019-10-31,2800.0,6.39,18.6,1,0
4012,4ef8270,2019-09-25,7300.0,4.99,23.1,0,0
4015,4eff40b,2019-09-13,19700.0,3.59,23.7,0,0
4016,4f01aee,2019-09-23,24100.0,2.89,17.7,0,0
4017,4f07e32,2019-10-28,16400.0,4.99,19.1,0,0
4018,4f09835,2019-09-26,20000.0,3.59,20.2,0,1
4021,4f10a84,2019-10-09,4100.0,6.39,15.3,0,0
4022,4f219a2,2019-10-07,2900.0,6.39,15.0,0,0
4023,4f2ced6,2019-09-09,6900.0,4.29,12.7,0,0
4024,4f2d444,2019-09-18,4100.0,6.39,14.6,0,0
4025,4f2e343,2019-10-16,9000.0,6.39,19.4,0,0
4026,4f31436,2019-10-08,10000.0,6.39,65.7,0,0
4028,4f37ff1,2019-09-25,4400.0,6.39,20.1,0,0
4030,4f4e55b,2019-09-06,22900.0,2.89,20.8,0,0
4032,4f5347a,2019-09-09,19300.0,3.59,22.4,1,1
4033,4f58abd,2019-10-15,13600.0,4.99,23.8,0,0
4035,4f5cca8,2019-10-07,700.0,6.39,38.0,1,1
4037,4f60571,2019-10-17,21700.0,4.29,20.2,0,1
4038,4f6712a,2019-09-04,10300.0,4.99,25.6,1,0
4040,4f69889,2019-09-25,2900.0,6.39,35.6,0,1
4041,4f71d70,2019-10-16,10100.0,6.39,14.0,0,0
4042,4f79a84,2019-10-21,6900.0,3.59,7.8,0,0
4043,4f7acb0,2019-09-26,15300.0,4.99,11.2,0,0
4044,4f7baef,2019-10-28,11300.0,6.39,9.3,0,0
4046,4f856d6,2019-10-30,41400.0,3.59,21.7,0,0
4048,4f8a939,2019-10-28,1400.0,6.39,15.7,0,0
4050,4f96b5a,2019-09-25,10500.0,4.99,17.0,0,0
4051,4f9c05b,2019-10-17,3400.0,5.69,27.8,0,0
4054,4fa5e37,2019-10-16,69000.0,1.89,19.6,0,0
4057,4fd4532,2019-09-25,1800.0,6.39,19.1,1,0
4058,4fe206c,2019-10-17,13800.0,4.29,10.6,0,0
4059,4feb40f,2019-10-25,2800.0,6.39,19.3,0,1
4060,4ff6df5,2019-10-25,2600.0,6.39,15.6,1,1
4061,4ff81df,2019-10-17,10400.0,5.69,28.1,1,1
4063,50137f5,2019-10-07,22000.0,4.29,11.6,0,0
4069,503f038,2019-09-02,7300.0,4.99,33.4,0,0
4070,504a17b,2019-10-09,16600.0,2.89,17.9,0,1
4071,504b5b0,2019-10-16,41400.0,2.49,9.6,0,0
4072,5050064,2019-10-15,8800.0,4.99,23.9,1,1
4073,5053107,2019-10-28,19900.0,3.59,29.8,1,0
4074,505f0b5,2019-10-07,27600.0,1.89,7.3,0,0
4075,5062cb4,2019-10-07,6600.0,6.39,14.6,0,0
4076,506570d,2019-09-20,42100.0,2.19,25.6,1,0
4078,50694fd,2019-10-28,3900.0,6.39,26.3,0,1
4081,508158f,2019-10-07,19200.0,4.29,12.1,0,0
4082,508471f,2019-09-20,33300.0,2.89,22.3,1,0
4083,508e3a7,2019-10-28,6000.0,6.39,26.8,1,1
4084,5095cd5,2019-10-08,55200.0,2.49,6.4,0,0
4085,50a1fb4,2019-10-09,8000.0,4.99,22.5,1,1
4086,50a38a0,2019-10-09,17700.0,3.59,26.5,0,0
4087,50ab826,2019-09-20,11500.0,4.99,13.0,0,0
4089,50b76c9,2019-10-25,3200.0,5.69,34.1,0,0
4090,50b84eb,2019-10-16,5900.0,5.69,17.9,0,0
4091,50b8bc2,2019-10-21,8100.0,6.39,36.2,0,1
4092,50b9687,2019-10-28,1400.0,6.39,23.1,1,1
4095,50c3d53,2019-10-28,1800.0,6.39,13.6,1,0
4096,50c56d7,2019-09-25,28600.0,2.89,20.6,0,0
4097,50ce240,2019-10-07,32700.0,3.59,13.9,0,0
4098,50cec2f,2019-09-18,7600.0,4.99,20.5,0,0
4099,50d0ffb,2019-10-31,20200.0,4.99,36.2,1,1
4100,50d52b3,2019-09-18,9800.0,4.99,22.3,0,0
4101,50e111e,2019-10-30,5400.0,6.39,12.9,0,0
4104,50e973a,2019-09-18,2300.0,6.39,21.3,1,0
4105,50f5f69,2019-10-17,4100.0,6.39,19.9,1,1
4106,50fcf6c,2019-10-07,6100.0,6.39,33.2,0,0
4107,50feaac,2019-10-08,69000.0,1.89,19.4,0,0
4108,5102eab,2019-10-01,4800.0,6.39,18.0,0,0
4109,5106613,2019-10-11,17800.0,3.59,22.9,0,0
4110,51135d9,2019-10-28,700.0,5.69,7.3,0,0
4112,511b493,2019-10-09,8100.0,6.39,15.2,0,0
4115,5127be4,2019-10-28,900.0,6.39,6.6,1,0
4116,512c17a,2019-10-31,4900.0,6.39,12.3,0,0
4117,512f9c0,2019-10-28,5900.0,6.39,33.8,0,0
4119,5131f4c,2019-10-02,8800.0,6.39,17.1,0,0
4120,51349ad,2019-09-11,6300.0,4.99,17.5,1,1
4121,5142c50,2019-10-21,23500.0,4.29,17.8,0,0
4122,5146b58,2019-10-16,1600.0,5.69,5.7,0,1
4123,51478f8,2019-09-20,48300.0,2.89,22.0,1,0
4124,5148ed4,2019-09-23,55200.0,1.89,14.9,0,0
4125,51528da,2019-10-31,3900.0,6.39,21.5,0,0
4126,51585a8,2019-10-07,27200.0,3.59,14.5,1,0
4127,5163ab1,2019-10-30,4400.0,6.39,16.4,0,0
4128,5168903,2019-09-26,8300.0,4.99,21.7,0,1
4129,516ce0c,2019-10-07,23700.0,3.59,21.0,1,1
4132,5175ad9,2019-10-30,5800.0,6.39,20.3,0,0
4135,5180506,2019-10-28,2200.0,6.39,9.0,0,0
4136,518f726,2019-09-06,4100.0,2.89,3.2,0,0
4139,519d108,2019-09-23,1700.0,6.39,6.8,0,0
4140,51a5261,2019-10-24,22400.0,2.89,19.0,0,0
4141,51a95ed,2019-10-23,24800.0,2.89,15.4,0,0
4142,51b4f49,2019-10-24,27100.0,3.59,13.2,0,0
4143,51b5c8b,2019-10-07,14200.0,6.39,19.0,0,0
4144,51bac5f,2019-09-25,69000.0,1.89,18.5,0,0
4145,51c5d2d,2019-10-21,3000.0,6.39,11.1,0,0
4148,51c8c05,2019-09-18,13800.0,1.89,3.4,0,0
4149,51ca01b,2019-10-28,24800.0,4.29,13.1,0,0
4150,51d6e2f,2019-10-07,36600.0,2.89,23.0,0,0
4151,51da776,2019-10-31,2500.0,6.39,19.2,0,0
4154,51e83fb,2019-10-07,2800.0,6.39,13.9,0,0
4157,51f32c7,2019-09-23,30400.0,2.89,16.3,0,0
4158,51f7392,2019-10-07,4800.0,6.39,17.2,1,0
4160,51f98b6,2019-09-11,69000.0,1.89,12.6,0,0
4162,51ff304,2019-10-08,8700.0,6.39,18.0,0,0
4163,5201624,2019-10-28,3900.0,6.39,19.7,0,1
4165,5207b6a,2019-10-30,4100.0,6.39,12.4,0,0
4166,5218bae,2019-09-25,69000.0,1.89,14.3,0,0
4167,521a73f,2019-10-17,900.0,5.69,12.8,0,0
4169,522a2eb,2019-10-15,17800.0,3.59,21.8,0,0
4170,522a56f,2019-10-17,2600.0,5.69,37.4,0,0
4173,523c89f,2019-10-07,2000.0,6.39,7.6,0,0
4176,525ac42,2019-10-24,5700.0,6.39,12.8,0,0
4177,525bfe3,2019-10-07,20700.0,3.59,6.4,0,0
4180,526f4b2,2019-10-01,6900.0,4.99,15.6,0,0
4185,5292535,2019-10-11,20300.0,3.59,19.2,1,1
4186,529486e,2019-09-26,8500.0,4.99,27.3,0,0
4187,52963ea,2019-10-30,8300.0,3.59,10.2,0,0
4190,52adcb3,2019-10-07,9300.0,4.99,26.9,0,0
4191,52b2985,2019-09-19,12400.0,4.99,30.4,1,1
4193,52b75de,2019-09-12,2600.0,7.09,28.8,0,0
4195,52c2d01,2019-10-31,11500.0,6.39,10.8,0,0
4196,52c3d78,2019-10-23,4600.0,6.39,17.7,0,0
4198,52ca476,2019-10-28,17700.0,4.99,21.6,0,0
4199,52cc270,2019-10-23,9800.0,6.39,41.4,0,1
4200,52d9bc3,2019-10-02,2800.0,3.59,4.1,0,0
