,client_id,mes,total_rav,margem_rav,duration_rav,tipo_rav,data_de_desembolso
16383,3722375,2019-05-31,2497.55,92.61,25.28,1,2019-09-25
16382,3722375,2019-04-30,2912.37,106.88,25.02,1,2019-09-25
16385,3722375,2019-07-31,525.45,19.77,25.66,1,2019-09-25
16384,3722375,2019-06-30,1119.22,41.15,25.07,1,2019-09-25
16386,3722375,2019-08-31,467.16,17.43,25.44,1,2019-09-25
16380,3722375,2019-02-28,2030.89,84.65,24.7,1,2019-09-25
16379,3722375,2019-01-31,1489.78,57.76,24.26,1,2019-09-25
16376,3722375,2018-10-31,2953.34,117.77,24.74,1,2019-09-25
16381,3722375,2019-03-31,1560.96,62.66,25.17,1,2019-09-25
16378,3722375,2018-12-31,2461.88,89.51,23.64,1,2019-09-25
16377,3722375,2018-11-30,2866.49,114.03,24.33,1,2019-09-25
16387,3725785,2019-03-31,1373.74,115.39,90.92,1,2019-10-16
16388,3725785,2019-04-30,17176.53,1141.65,71.94,1,2019-10-16
16389,3725785,2019-05-31,30538.51,2490.83,88.28,1,2019-10-16
16391,3725785,2019-07-31,21134.85,1607.6,82.33,1,2019-10-16
16392,3725785,2019-08-31,20356.91,1557.29,82.8,1,2019-10-16
16393,3725785,2019-09-30,17831.33,1204.82,73.13,1,2019-10-16
16390,3725785,2019-06-30,19496.12,1340.24,74.41,1,2019-10-16
16405,3727d61,2019-08-31,17035.77,913.35,39.31,1,2019-09-25
16401,3727d61,2019-04-30,18978.39,1089.84,42.11,1,2019-09-25
16404,3727d61,2019-07-31,35130.91,1709.93,35.69,1,2019-09-25
16403,3727d61,2019-06-30,17024.64,893.93,38.5,1,2019-09-25
16402,3727d61,2019-05-31,22175.08,1186.32,39.23,1,2019-09-25
16400,3727d61,2019-03-31,10813.64,526.21,35.68,1,2019-09-25
16398,3727d61,2019-01-31,22031.92,1284.76,42.76,1,2019-09-25
16397,3727d61,2018-12-31,19053.43,1012.15,38.95,1,2019-09-25
16396,3727d61,2018-11-30,19848.42,1219.85,45.06,1,2019-09-25
16395,3727d61,2018-10-31,17658.27,926.49,38.47,1,2019-09-25
16394,3727d61,2018-09-30,10459.8,501.81,35.18,1,2019-09-25
16399,3727d61,2019-02-28,14385.94,680.15,34.67,1,2019-09-25
16415,372e1de,2019-08-31,822.83,39.01,27.01,1,2019-09-18
16414,372e1de,2019-07-31,1012.49,45.6,25.66,1,2019-09-18
16413,372e1de,2019-06-30,321.37,14.18,25.15,1,2019-09-18
16412,372e1de,2019-05-31,696.29,30.36,24.85,1,2019-09-18
16411,372e1de,2019-04-30,176.67,7.75,25.01,1,2019-09-18
16409,372e1de,2019-02-28,1775.12,79.87,25.64,1,2019-09-18
16408,372e1de,2019-01-31,1115.55,48.99,25.02,1,2019-09-18
16407,372e1de,2018-12-31,778.61,34.23,25.05,1,2019-09-18
16406,372e1de,2018-11-30,255.75,11.31,25.19,1,2019-09-18
16410,372e1de,2019-03-31,650.32,28.25,24.75,1,2019-09-18
16418,373886b,2019-08-31,9698.36,283.36,23.44,2,2019-09-10
16416,373886b,2019-06-30,17916.75,305.18,17.46,2,2019-09-10
16417,373886b,2019-07-31,13126.86,361.15,22.07,2,2019-09-10
16428,373a3f3,2019-06-30,14508.0,778.39,55.15,1,2019-09-19
16429,373a3f3,2019-07-31,22042.84,1083.4,50.53,1,2019-09-19
16426,373a3f3,2019-04-30,30608.53,1566.33,52.6,1,2019-09-19
16430,373a3f3,2019-08-31,18858.28,787.2,42.91,1,2019-09-19
16425,373a3f3,2019-03-31,15634.25,608.12,39.99,1,2019-09-19
16427,373a3f3,2019-05-31,21088.6,1004.38,48.96,1,2019-09-19
16423,373a3f3,2019-01-31,18665.6,848.53,46.73,1,2019-09-19
16422,373a3f3,2018-12-31,21654.98,1055.9,50.12,1,2019-09-19
16424,373a3f3,2019-02-28,13986.59,713.95,52.47,1,2019-09-19
16421,373a3f3,2018-11-30,22561.91,1122.93,51.16,1,2019-09-19
16420,373a3f3,2018-10-31,26044.1,1307.8,51.62,1,2019-09-19
16419,373a3f3,2018-09-30,25772.27,1239.74,49.45,1,2019-09-19
16439,373e61e,2019-09-30,1106.5,37.7,24.98,1,2019-10-15
16438,373e61e,2019-08-31,960.12,33.21,25.36,1,2019-10-15
16437,373e61e,2019-07-31,1206.49,148.16,90.04,1,2019-10-15
16436,373e61e,2019-06-30,357.22,12.32,25.29,1,2019-10-15
16434,373e61e,2019-04-30,217.95,7.53,25.34,1,2019-10-15
16433,373e61e,2019-03-31,149.67,5.32,26.08,1,2019-10-15
16432,373e61e,2019-02-28,473.87,16.76,25.93,1,2019-10-15
16431,373e61e,2019-01-31,482.32,16.54,25.14,1,2019-10-15
16435,373e61e,2019-05-31,410.81,14.11,25.18,1,2019-10-15
16447,3746d2b,2019-05-31,77829.78,2935.25,48.52,1,2019-09-25
16450,3746d2b,2019-08-31,47895.76,1918.65,51.54,1,2019-09-25
16449,3746d2b,2019-07-31,67201.44,2405.43,46.05,1,2019-09-25
16448,3746d2b,2019-06-30,72925.73,2878.18,50.78,1,2019-09-25
16446,3746d2b,2019-04-30,68807.15,2609.69,48.8,1,2019-09-25
16440,3746d2b,2018-10-31,17113.33,680.6,46.49,1,2019-09-25
16444,3746d2b,2019-02-28,38097.52,1478.83,49.94,1,2019-09-25
16443,3746d2b,2019-01-31,46063.37,1880.24,52.52,1,2019-09-25
16442,3746d2b,2018-12-31,60365.47,2219.25,46.68,1,2019-09-25
16441,3746d2b,2018-11-30,46387.7,2155.37,54.32,1,2019-09-25
16445,3746d2b,2019-03-31,50509.45,2070.5,52.74,1,2019-09-25
16458,374997f,2019-04-30,27029.94,897.73,22.65,2,2019-09-20
16461,374997f,2019-07-31,40817.3,1497.26,25.1,1,2019-09-20
16460,374997f,2019-06-30,36511.19,1248.6,23.32,2,2019-09-20
16459,374997f,2019-05-31,36564.23,586.99,10.95,2,2019-09-20
16457,374997f,2019-03-31,40147.14,1268.44,21.54,2,2019-09-20
16462,374997f,2019-08-31,29844.18,859.67,25.18,1,2019-09-20
16455,374997f,2019-01-31,36077.88,1193.66,22.56,2,2019-09-20
16454,374997f,2018-12-31,40025.74,1252.38,21.34,2,2019-09-20
16453,374997f,2018-11-30,44369.68,1457.34,22.4,2,2019-09-20
16452,374997f,2018-10-31,44614.64,1398.24,21.37,2,2019-09-20
16451,374997f,2018-09-30,31215.15,508.26,11.1,2,2019-09-20
16456,374997f,2019-02-28,30149.59,1052.46,23.8,2,2019-09-20
16474,376148f,2019-09-30,2183.41,100.73,25.12,1,2019-10-28
16473,376148f,2019-08-31,2987.68,142.96,25.81,1,2019-10-28
16472,376148f,2019-07-31,2141.58,92.24,23.67,1,2019-10-28
16471,376148f,2019-06-30,2707.13,119.13,24.18,1,2019-10-28
16470,376148f,2019-05-31,694.59,30.3,24.18,1,2019-10-28
16469,376148f,2019-04-30,1277.13,57.27,24.48,1,2019-10-28
16468,376148f,2019-03-31,926.76,38.08,22.78,1,2019-10-28
16467,376148f,2019-02-28,1323.22,57.85,24.24,1,2019-10-28
16466,376148f,2019-01-31,3030.56,126.77,23.19,1,2019-10-28
16465,376148f,2018-12-31,5792.91,248.44,23.69,1,2019-10-28
16464,376148f,2018-11-30,3681.39,138.68,19.86,2,2019-10-28
16463,376148f,2018-10-31,3263.51,134.76,21.77,2,2019-10-28
16485,3762748,2019-07-31,19449.57,1271.79,49.54,1,2019-09-25
16484,3762748,2019-06-30,14359.4,858.75,45.31,1,2019-09-25
16483,3762748,2019-05-31,17593.62,1169.43,50.36,1,2019-09-25
16486,3762748,2019-08-31,21332.75,1328.02,47.17,1,2019-09-25
16482,3762748,2019-04-30,18515.62,1193.13,48.82,1,2019-09-25
16481,3762748,2019-03-31,7844.84,461.51,44.57,1,2019-09-25
16478,3762748,2018-12-31,35268.98,1952.51,41.94,1,2019-09-25
16479,3762748,2019-01-31,7227.27,415.85,43.59,1,2019-09-25
16477,3762748,2018-11-30,15300.23,842.31,41.71,1,2019-09-25
16476,3762748,2018-10-31,11698.32,671.96,43.52,1,2019-09-25
16475,3762748,2018-09-30,4859.12,260.79,40.66,1,2019-09-25
16480,3762748,2019-02-28,5054.07,293.19,43.95,1,2019-09-25
16494,3764d2d,2019-09-30,30231.72,1282.99,54.26,1,2019-10-07
16493,3764d2d,2019-08-31,43938.42,1637.11,47.64,1,2019-10-07
16492,3764d2d,2019-07-31,24916.94,795.0,40.79,1,2019-10-07
16491,3764d2d,2019-06-30,26846.8,1031.2,49.11,1,2019-10-07
16490,3764d2d,2019-05-31,23449.0,863.59,47.09,1,2019-10-07
16488,3764d2d,2019-03-31,18098.12,693.05,48.96,1,2019-10-07
16487,3764d2d,2019-02-28,2434.83,96.57,50.71,1,2019-10-07
16489,3764d2d,2019-04-30,28648.0,1138.67,50.82,1,2019-10-07
16502,3766a27,2019-05-31,3140.08,142.23,22.11,1,2019-10-24
16506,3766a27,2019-09-30,5127.48,256.89,23.72,1,2019-10-24
16505,3766a27,2019-08-31,4951.16,232.39,22.92,1,2019-10-24
16504,3766a27,2019-07-31,3928.68,200.56,23.98,1,2019-10-24
16501,3766a27,2019-04-30,4536.56,219.34,23.28,1,2019-10-24
16503,3766a27,2019-06-30,1676.0,80.16,22.73,1,2019-10-24
16499,3766a27,2019-02-28,5044.87,233.22,22.57,1,2019-10-24
16495,3766a27,2018-10-31,3807.01,175.32,22.48,1,2019-10-24
16496,3766a27,2018-11-30,2074.47,94.4,22.22,1,2019-10-24
16500,3766a27,2019-03-31,4563.63,236.39,24.11,1,2019-10-24
16498,3766a27,2019-01-31,3237.47,161.37,24.34,1,2019-10-24
16497,3766a27,2018-12-31,3378.82,162.79,23.52,1,2019-10-24
16507,376988e,2018-10-31,12745.78,474.61,24.57,2,2019-10-08
16508,376988e,2018-11-30,11421.69,425.56,24.59,2,2019-10-08
16509,376988e,2018-12-31,10821.24,405.03,24.7,2,2019-10-08
16510,376988e,2019-01-31,6285.09,224.73,23.6,2,2019-10-08
16511,376988e,2019-03-31,20559.12,525.62,16.87,2,2019-10-08
16512,376988e,2019-05-31,4375.98,111.9,16.87,2,2019-10-08
16513,376988e,2019-06-30,10377.53,379.06,24.1,2,2019-10-08
16514,376988e,2019-07-31,17535.72,648.63,24.41,2,2019-10-08
16515,376988e,2019-08-31,21861.99,824.0,24.87,2,2019-10-08
16516,376988e,2019-09-30,22647.8,862.98,25.14,2,2019-10-08
16522,376ca72,2019-09-30,3900.84,163.75,26.5,2,2019-10-21
16521,376ca72,2019-08-31,7101.92,288.9,25.68,2,2019-10-21
16520,376ca72,2019-07-31,8454.26,410.43,30.65,2,2019-10-21
16518,376ca72,2019-05-31,8277.25,387.56,29.56,2,2019-10-21
16517,376ca72,2019-04-30,9069.2,440.14,30.64,2,2019-10-21
16519,376ca72,2019-06-30,13443.24,772.05,36.26,2,2019-10-21
16529,376e3d0,2019-03-31,13052.2,473.71,39.08,1,2019-09-20
16523,376e3d0,2018-09-30,21023.54,814.26,41.7,1,2019-09-20
16524,376e3d0,2018-10-31,18294.79,747.94,44.02,1,2019-09-20
16525,376e3d0,2018-11-30,26458.14,995.1,40.49,1,2019-09-20
16526,376e3d0,2018-12-31,59142.2,2120.93,38.61,1,2019-09-20
16527,376e3d0,2019-01-31,12395.73,444.7,38.63,1,2019-09-20
16528,376e3d0,2019-02-28,14444.87,529.49,39.47,1,2019-09-20
16530,376e3d0,2019-04-30,26710.9,1073.2,43.26,1,2019-09-20
16531,376e3d0,2019-05-31,27227.47,1149.15,45.44,1,2019-09-20
16532,376e3d0,2019-06-30,32330.86,1231.65,41.02,1,2019-09-20
16533,376e3d0,2019-07-31,35322.36,1359.05,41.43,1,2019-09-20
16534,376e3d0,2019-08-31,42928.57,1725.53,43.28,1,2019-09-20
16543,3780173,2019-05-31,7027.09,171.75,25.13,1,2019-09-25
16542,3780173,2019-04-30,9132.91,258.88,24.99,1,2019-09-25
16545,3780173,2019-07-31,8258.01,201.05,25.03,1,2019-09-25
16544,3780173,2019-06-30,5423.74,132.15,25.05,1,2019-09-25
16546,3780173,2019-08-31,7112.2,177.9,25.71,1,2019-09-25
16541,3780173,2019-03-31,7231.99,204.76,24.97,1,2019-09-25
16539,3780173,2019-01-31,5697.65,161.96,25.06,1,2019-09-25
16538,3780173,2018-12-31,8987.3,259.65,25.48,1,2019-09-25
16537,3780173,2018-11-30,10961.62,313.9,25.25,1,2019-09-25
16536,3780173,2018-10-31,8019.76,247.56,25.02,1,2019-09-25
16535,3780173,2018-09-30,3041.69,103.13,24.86,1,2019-09-25
16540,3780173,2019-02-28,6282.85,180.18,25.29,1,2019-09-25
16558,3789497,2019-08-31,20882.02,531.52,24.91,1,2019-09-26
16557,3789497,2019-07-31,17890.04,455.04,24.9,1,2019-09-26
16556,3789497,2019-06-30,4591.9,117.3,25.0,1,2019-09-26
16555,3789497,2019-05-31,5878.81,154.63,25.75,1,2019-09-26
16554,3789497,2019-04-30,11327.12,284.84,24.61,1,2019-09-26
16553,3789497,2019-03-31,7800.6,207.7,24.85,1,2019-09-26
16552,3789497,2019-02-28,12832.56,367.76,25.49,1,2019-09-26
16551,3789497,2019-01-31,8591.2,241.17,24.97,1,2019-09-26
16550,3789497,2018-12-31,12148.2,339.65,24.87,1,2019-09-26
16549,3789497,2018-11-30,4493.6,126.69,25.08,1,2019-09-26
16548,3789497,2018-10-31,8038.36,224.42,24.83,1,2019-09-26
16547,3789497,2018-09-30,10574.21,299.02,25.15,1,2019-09-26
16569,378bcd2,2019-08-31,2492.41,85.9,25.18,1,2019-10-16
16568,378bcd2,2019-07-31,3630.94,124.7,25.09,1,2019-10-16
16570,378bcd2,2019-09-30,2685.46,91.32,24.84,1,2019-10-16
16567,378bcd2,2019-06-30,2577.38,88.25,25.01,1,2019-10-16
16566,378bcd2,2019-05-31,3493.65,120.35,25.17,1,2019-10-16
16565,378bcd2,2019-04-30,3081.3,105.07,24.91,1,2019-10-16
16561,378bcd2,2018-12-31,2295.5,81.06,25.8,1,2019-10-16
16563,378bcd2,2019-02-28,1727.68,60.32,25.51,1,2019-10-16
16562,378bcd2,2019-01-31,1758.17,61.3,25.47,1,2019-10-16
16560,378bcd2,2018-11-30,2634.33,90.67,25.15,1,2019-10-16
16559,378bcd2,2018-10-31,3085.67,105.55,24.99,1,2019-10-16
16564,378bcd2,2019-03-31,882.19,29.95,24.8,1,2019-10-16
16571,379ccf6,2019-04-30,5588.59,253.39,35.81,1,2019-10-28
16572,379ccf6,2019-05-31,4406.33,189.8,34.02,1,2019-10-28
16573,379ccf6,2019-06-30,2872.97,91.42,25.13,1,2019-10-28
16574,379ccf6,2019-07-31,3414.91,108.45,25.08,1,2019-10-28
16575,379ccf6,2019-08-31,2738.66,87.71,25.3,1,2019-10-28
16576,379ccf6,2019-09-30,2868.16,91.55,25.21,1,2019-10-28
16583,37a09aa,2019-05-31,7235.54,212.29,25.11,1,2019-10-07
16586,37a09aa,2019-08-31,8849.48,259.09,25.06,1,2019-10-07
16587,37a09aa,2019-09-30,6953.94,201.57,24.81,1,2019-10-07
16584,37a09aa,2019-06-30,6136.96,180.11,25.12,1,2019-10-07
16582,37a09aa,2019-04-30,9565.74,278.23,24.9,1,2019-10-07
16585,37a09aa,2019-07-31,9110.44,265.87,24.98,1,2019-10-07
16580,37a09aa,2019-02-28,7922.53,234.95,25.38,1,2019-10-07
16579,37a09aa,2019-01-31,8369.56,244.68,25.02,1,2019-10-07
16578,37a09aa,2018-12-31,8664.49,261.26,25.07,1,2019-10-07
16577,37a09aa,2018-11-30,4460.96,139.34,25.06,1,2019-10-07
16581,37a09aa,2019-03-31,5565.11,160.86,24.74,1,2019-10-07
16598,37a2e16,2019-08-31,5442.98,231.11,29.05,1,2019-10-03
16597,37a2e16,2019-07-31,7214.14,309.24,29.33,1,2019-10-03
16596,37a2e16,2019-06-30,5537.06,248.7,30.73,1,2019-10-03
16595,37a2e16,2019-05-31,4524.34,192.21,29.07,1,2019-10-03
16594,37a2e16,2019-04-30,7003.8,315.16,30.79,1,2019-10-03
16599,37a2e16,2019-09-30,5733.71,253.56,30.26,1,2019-10-03
16592,37a2e16,2019-02-28,5321.96,253.59,32.6,1,2019-10-03
16591,37a2e16,2019-01-31,5022.14,239.92,32.68,1,2019-10-03
16590,37a2e16,2018-12-31,12273.43,563.13,31.39,1,2019-10-03
16589,37a2e16,2018-11-30,9417.73,469.31,33.24,1,2019-10-03
16588,37a2e16,2018-10-31,6793.82,320.71,27.59,2,2019-10-03
16593,37a2e16,2019-03-31,5886.74,258.0,29.99,1,2019-10-03
16605,37a9710,2019-08-31,685.43,45.23,45.15,1,2019-09-12
16603,37a9710,2019-03-31,421.59,23.57,38.25,1,2019-09-12
16604,37a9710,2019-07-31,295.81,11.25,26.01,1,2019-09-12
16601,37a9710,2019-01-31,643.04,47.15,50.17,1,2019-09-12
16600,37a9710,2018-12-31,864.24,58.61,46.4,1,2019-09-12
16602,37a9710,2019-02-28,0.85,0.03,23.49,1,2019-09-12
16606,37a9a92,2019-04-30,1452.45,53.25,25.09,1,2019-10-24
16607,37a9a92,2019-05-31,2567.95,94.33,25.13,1,2019-10-24
16608,37a9a92,2019-06-30,2218.99,81.66,25.18,1,2019-10-24
16609,37a9a92,2019-07-31,3220.44,118.49,25.17,1,2019-10-24
16610,37a9a92,2019-08-31,2275.94,83.56,25.12,1,2019-10-24
16611,37a9a92,2019-09-30,2412.65,87.86,24.91,1,2019-10-24
16618,37c355e,2019-05-31,15019.37,898.69,53.45,1,2019-09-19
16620,37c355e,2019-07-31,17533.39,1235.91,62.97,1,2019-09-19
16619,37c355e,2019-06-30,19023.76,1185.79,55.68,1,2019-09-19
16617,37c355e,2019-04-30,16604.2,1058.98,56.97,1,2019-09-19
16621,37c355e,2019-08-31,21365.81,1296.38,54.2,1,2019-09-19
16615,37c355e,2019-02-28,15526.08,1099.01,63.23,1,2019-09-19
16614,37c355e,2019-01-31,18081.68,974.6,48.15,1,2019-09-19
16613,37c355e,2018-12-31,9722.4,496.49,45.62,1,2019-09-19
16612,37c355e,2018-11-30,2437.66,128.11,46.95,1,2019-09-19
16616,37c355e,2019-03-31,16251.32,1075.45,59.12,1,2019-09-19
16631,37cf5d0,2019-08-31,6538.13,330.13,51.65,1,2019-09-23
16630,37cf5d0,2019-07-31,5718.67,257.25,46.01,1,2019-09-23
16629,37cf5d0,2019-06-30,4838.03,202.41,42.79,1,2019-09-23
16627,37cf5d0,2019-04-30,1684.55,66.6,40.44,1,2019-09-23
16628,37cf5d0,2019-05-31,6139.52,316.69,52.76,1,2019-09-23
16625,37cf5d0,2019-02-28,3321.7,123.35,37.98,1,2019-09-23
16624,37cf5d0,2019-01-31,3186.76,122.73,39.39,1,2019-09-23
16623,37cf5d0,2018-12-31,1668.11,61.9,37.96,1,2019-09-23
16622,37cf5d0,2018-11-30,439.96,12.3,28.61,1,2019-09-23
16626,37cf5d0,2019-03-31,10370.3,1224.95,120.82,1,2019-09-23
16632,37d015e,2018-10-31,54052.26,4902.27,46.5,2,2019-09-20
16633,37d015e,2018-11-30,27609.4,2349.27,57.71,1,2019-09-20
16634,37d015e,2018-12-31,21918.04,2222.89,56.23,1,2019-09-20
16635,37d015e,2019-01-31,31898.36,3618.07,60.77,1,2019-09-20
16636,37d015e,2019-08-31,68731.43,5129.62,39.93,2,2019-09-20
16642,37e30a7,2019-07-31,288.38,10.18,24.98,1,2019-09-20
16641,37e30a7,2019-06-30,68.06,2.43,25.23,1,2019-09-20
16640,37e30a7,2019-05-31,28.2,1.07,26.97,1,2019-09-20
16638,37e30a7,2019-01-31,72.58,2.57,25.1,1,2019-09-20
16637,37e30a7,2018-11-30,4.22,0.16,26.97,1,2019-09-20
16639,37e30a7,2019-02-28,44.46,1.58,25.23,1,2019-09-20
16654,37ebe28,2019-09-30,20353.49,1029.99,32.34,1,2019-10-07
16653,37ebe28,2019-08-31,22463.54,963.31,27.49,1,2019-10-07
16652,37ebe28,2019-07-31,18436.95,720.84,26.13,1,2019-10-07
16651,37ebe28,2019-06-30,15863.26,580.66,25.04,1,2019-10-07
16649,37ebe28,2019-04-30,5798.02,210.56,24.85,1,2019-10-07
16650,37ebe28,2019-05-31,8887.44,320.89,24.7,1,2019-10-07
16647,37ebe28,2019-02-28,14606.93,615.44,27.86,1,2019-10-07
16646,37ebe28,2019-01-31,16832.0,597.14,24.27,1,2019-10-07
16645,37ebe28,2018-12-31,15171.27,577.4,24.93,1,2019-10-07
16644,37ebe28,2018-11-30,16823.58,678.56,25.66,1,2019-10-07
16643,37ebe28,2018-10-31,19472.17,709.31,24.35,1,2019-10-07
16648,37ebe28,2019-03-31,15625.22,570.44,24.98,1,2019-10-07
16661,37ec556,2019-05-31,2444.03,116.43,31.54,2,2019-10-31
16665,37ec556,2019-09-30,839.12,35.48,27.99,2,2019-10-31
16663,37ec556,2019-07-31,1144.74,48.94,28.3,2,2019-10-31
16662,37ec556,2019-06-30,619.25,29.39,31.42,2,2019-10-31
16660,37ec556,2019-04-30,402.06,14.35,23.63,2,2019-10-31
16664,37ec556,2019-08-31,1526.56,70.84,30.72,2,2019-10-31
16658,37ec556,2019-01-31,779.18,71.07,60.39,2,2019-10-31
16657,37ec556,2018-12-31,835.82,32.79,25.97,2,2019-10-31
16656,37ec556,2018-11-30,1168.74,39.81,22.55,2,2019-10-31
16655,37ec556,2018-10-31,1971.97,111.58,37.46,2,2019-10-31
16659,37ec556,2019-03-31,446.27,19.51,28.95,2,2019-10-31
16676,37f36d7,2019-09-30,17928.49,534.33,32.43,1,2019-10-07
16675,37f36d7,2019-08-31,16141.73,633.85,32.79,1,2019-10-07
16674,37f36d7,2019-07-31,19152.34,754.43,32.89,1,2019-10-07
16673,37f36d7,2019-06-30,17703.73,677.03,31.93,1,2019-10-07
16672,37f36d7,2019-05-31,18088.79,701.32,32.37,1,2019-10-07
16670,37f36d7,2019-03-31,17356.54,642.73,30.92,1,2019-10-07
16669,37f36d7,2019-02-28,16770.23,763.45,38.01,1,2019-10-07
16668,37f36d7,2019-01-31,15478.19,575.79,31.06,1,2019-10-07
16667,37f36d7,2018-12-31,6938.62,267.22,32.16,1,2019-10-07
16666,37f36d7,2018-11-30,11957.57,461.55,32.23,1,2019-10-07
16671,37f36d7,2019-04-30,18518.35,693.18,31.25,1,2019-10-07
16683,37f39c2,2019-07-31,6681.42,273.24,32.81,1,2019-10-07
16685,37f39c2,2019-09-30,4250.68,159.52,30.11,1,2019-10-07
16684,37f39c2,2019-08-31,4867.71,198.93,32.79,1,2019-10-07
16682,37f39c2,2019-06-30,8315.97,329.1,31.75,1,2019-10-07
16680,37f39c2,2019-04-30,1867.38,73.27,31.48,1,2019-10-07
16679,37f39c2,2019-03-31,1330.68,45.5,27.43,1,2019-10-07
16678,37f39c2,2019-02-28,2218.78,80.89,29.25,1,2019-10-07
16677,37f39c2,2019-01-31,407.32,16.36,32.23,1,2019-10-07
16681,37f39c2,2019-05-31,3878.8,185.82,38.43,1,2019-10-07
16690,37f6052,2019-02-28,3526.49,414.55,65.17,1,2019-09-23
16686,37f6052,2018-10-31,3247.16,322.88,52.97,2,2019-09-23
16687,37f6052,2018-11-30,2108.65,335.8,84.84,2,2019-09-23
16688,37f6052,2018-12-31,4709.86,693.41,81.62,1,2019-09-23
16689,37f6052,2019-01-31,3479.84,454.22,72.36,1,2019-09-23
16691,37f6052,2019-03-31,3849.37,617.35,88.91,1,2019-09-23
16692,37f6052,2019-04-30,5951.43,950.49,88.54,1,2019-09-23
16693,37f6052,2019-05-31,4985.77,740.59,82.35,1,2019-09-23
16694,37f6052,2019-06-30,5291.56,719.99,75.43,1,2019-09-23
16695,37f6052,2019-07-31,4581.46,391.45,47.37,1,2019-09-23
16696,37f6052,2019-08-31,4507.28,501.61,61.7,1,2019-09-23
16701,37fdd5f,2019-06-30,2458.33,328.11,94.48,1,2019-09-26
16702,37fdd5f,2019-07-31,12387.85,852.83,62.59,1,2019-09-26
16700,37fdd5f,2019-05-31,1344.83,93.89,49.42,1,2019-09-26
16703,37fdd5f,2019-08-31,2809.02,202.45,65.53,1,2019-09-26
16698,37fdd5f,2019-03-31,1289.6,97.14,53.32,1,2019-09-26
16697,37fdd5f,2019-02-28,7684.26,620.49,55.73,1,2019-09-26
16699,37fdd5f,2019-04-30,7742.15,717.0,65.55,1,2019-09-26
16704,38105eb,2019-04-30,5262.65,176.5,18.9,2,2019-10-07
16705,38105eb,2019-05-31,2869.38,82.71,16.24,2,2019-10-07
16706,38105eb,2019-09-30,4747.01,109.27,12.97,2,2019-10-07
16718,3817749,2019-09-30,8826.39,279.78,26.47,1,2019-10-07
16717,3817749,2019-08-31,11920.18,386.02,27.04,1,2019-10-07
16716,3817749,2019-07-31,11926.76,417.53,29.23,1,2019-10-07
16715,3817749,2019-06-30,10635.96,365.69,28.71,1,2019-10-07
16714,3817749,2019-05-31,14094.07,554.87,32.87,1,2019-10-07
16713,3817749,2019-04-30,10269.47,334.51,27.2,1,2019-10-07
16710,3817749,2019-01-31,7995.48,244.85,25.57,1,2019-10-07
16711,3817749,2019-02-28,9869.23,329.28,27.86,1,2019-10-07
16709,3817749,2018-12-31,10418.82,320.99,25.72,1,2019-10-07
16708,3817749,2018-11-30,12850.75,487.41,31.67,1,2019-10-07
16707,3817749,2018-10-31,241.13,7.1,24.57,1,2019-10-07
16712,3817749,2019-03-31,8251.52,258.57,26.16,1,2019-10-07
16724,381fd7c,2019-09-30,1398.46,50.58,24.75,1,2019-10-31
16722,381fd7c,2019-07-31,1057.53,39.32,25.44,1,2019-10-31
16723,381fd7c,2019-08-31,1206.2,44.74,25.38,1,2019-10-31
16720,381fd7c,2019-05-31,621.79,23.04,25.35,1,2019-10-31
16719,381fd7c,2019-04-30,344.26,12.46,24.76,1,2019-10-31
16721,381fd7c,2019-06-30,690.01,25.27,25.05,1,2019-10-31
16733,382aa8e,2019-08-31,3632.96,77.39,24.21,2,2019-10-08
16732,382aa8e,2019-07-31,8317.86,168.98,23.09,2,2019-10-08
16731,382aa8e,2019-06-30,5651.29,111.6,22.44,2,2019-10-08
16730,382aa8e,2019-05-31,11165.28,150.65,15.33,2,2019-10-08
16734,382aa8e,2019-09-30,12507.7,249.73,22.69,2,2019-10-08
16728,382aa8e,2019-03-31,12891.39,92.44,8.15,2,2019-10-08
16727,382aa8e,2018-12-31,15289.51,335.75,24.96,2,2019-10-08
16726,382aa8e,2018-11-30,12829.85,263.34,23.33,2,2019-10-08
16725,382aa8e,2018-10-31,7418.96,161.05,24.67,2,2019-10-08
16729,382aa8e,2019-04-30,12296.17,176.68,16.33,2,2019-10-08
16744,382fed9,2019-08-31,4055.61,183.76,35.79,1,2019-10-01
16743,382fed9,2019-07-31,2985.82,135.53,35.85,1,2019-10-01
16742,382fed9,2019-06-30,4279.99,221.79,40.93,1,2019-10-01
16741,382fed9,2019-05-31,6190.56,282.57,36.05,1,2019-10-01
16740,382fed9,2019-04-30,3333.25,157.84,37.4,1,2019-10-01
16738,382fed9,2019-02-28,3544.57,178.71,39.82,1,2019-10-01
16737,382fed9,2019-01-31,3924.1,178.46,35.92,1,2019-10-01
16736,382fed9,2018-12-31,9268.9,457.88,39.02,1,2019-10-01
16735,382fed9,2018-11-30,54.83,1.81,26.03,1,2019-10-01
16745,382fed9,2019-09-30,4171.88,197.18,37.33,1,2019-10-01
16739,382fed9,2019-03-31,2871.21,133.52,36.73,1,2019-10-01
16754,38565df,2019-07-31,19405.14,1581.99,88.24,1,2019-10-30
16753,38565df,2019-06-30,24505.37,1309.42,57.84,1,2019-10-30
16756,38565df,2019-09-30,37943.11,3898.81,111.22,1,2019-10-30
16755,38565df,2019-08-31,15816.09,1143.0,78.22,1,2019-10-30
