,client_id,mes,tpv_,margem_tpv_,data_de_desembolso_
33207,3b281ca,2019-04-30,3204.6,21.11,2019-10-21
33208,3b281ca,2019-05-31,3070.87,26.48,2019-10-21
33209,3b281ca,2019-06-30,2876.48,24.65,2019-10-21
33210,3b281ca,2019-07-31,3048.59,28.11,2019-10-21
33211,3b281ca,2019-08-31,3665.24,29.56,2019-10-21
33212,3b281ca,2019-09-30,2912.24,21.85,2019-10-21
33213,3b2b243,2018-10-31,10071.2,155.04,2019-10-08
33214,3b2b243,2018-11-30,8047.26,124.52,2019-10-08
33215,3b2b243,2018-12-31,1588.14,25.01,2019-10-08
33216,3b2b243,2019-02-28,2613.65,41.95,2019-10-08
33217,3b2b243,2019-03-31,7013.45,107.48,2019-10-08
33218,3b2b243,2019-04-30,11123.23,172.83,2019-10-08
33219,3b2b243,2019-05-31,13603.73,206.99,2019-10-08
33220,3b2b243,2019-06-30,12167.5,189.61,2019-10-08
33221,3b2b243,2019-07-31,11606.18,136.71,2019-10-08
33222,3b2b243,2019-08-31,12827.93,169.1,2019-10-08
33223,3b2b243,2019-09-30,15045.56,205.36,2019-10-08
33224,3b2d480,2018-12-31,34187.78,292.37,2019-10-24
33225,3b2d480,2019-01-31,52561.82,395.12,2019-10-24
33226,3b2d480,2019-02-28,42584.55,293.97,2019-10-24
33227,3b2d480,2019-03-31,44563.77,325.23,2019-10-24
33228,3b2d480,2019-04-30,43738.46,312.02,2019-10-24
33229,3b2d480,2019-05-31,47441.64,342.65,2019-10-24
33230,3b2d480,2019-06-30,45481.73,355.48,2019-10-24
33231,3b2d480,2019-07-31,44565.18,289.33,2019-10-24
33232,3b2d480,2019-08-31,41509.18,273.12,2019-10-24
33233,3b2d480,2019-09-30,40491.04,267.98,2019-10-24
33243,3b37e08,2018-12-31,6316.2,92.27,2019-10-15
33244,3b37e08,2019-01-31,4828.5,40.94,2019-10-15
33245,3b37e08,2019-02-28,14046.15,185.18,2019-10-15
33246,3b37e08,2019-03-31,26466.27,361.28,2019-10-15
33247,3b37e08,2019-04-30,28346.34,336.91,2019-10-15
33248,3b37e08,2019-05-31,23494.35,299.01,2019-10-15
33249,3b37e08,2019-06-30,60893.67,562.52,2019-10-15
33250,3b37e08,2019-07-31,26456.7,326.73,2019-10-15
33251,3b37e08,2019-08-31,24138.15,331.54,2019-10-15
33252,3b37e08,2019-09-30,18892.05,196.32,2019-10-15
33253,3b39263,2018-10-31,6829.73,118.94,2019-10-16
33254,3b39263,2018-11-30,8641.67,147.36,2019-10-16
33255,3b39263,2018-12-31,5041.55,83.27,2019-10-16
33256,3b39263,2019-01-31,9632.52,138.83,2019-10-16
33257,3b39263,2019-02-28,10734.1,153.79,2019-10-16
33258,3b39263,2019-03-31,10563.18,147.8,2019-10-16
33259,3b39263,2019-04-30,13795.19,206.31,2019-10-16
33260,3b39263,2019-05-31,15132.6,207.5,2019-10-16
33261,3b39263,2019-06-30,26030.65,330.69,2019-10-16
33262,3b39263,2019-07-31,24455.92,316.11,2019-10-16
33263,3b39263,2019-08-31,31701.21,427.29,2019-10-16
33264,3b39263,2019-09-30,26298.58,338.2,2019-10-16
33277,3b4a545,2018-10-31,14228.07,167.54,2019-10-07
33278,3b4a545,2018-11-30,10760.07,127.19,2019-10-07
33279,3b4a545,2018-12-31,14717.79,169.49,2019-10-07
33280,3b4a545,2019-01-31,7959.63,95.58,2019-10-07
33281,3b4a545,2019-02-28,7936.66,88.95,2019-10-07
33282,3b4a545,2019-03-31,7689.67,89.76,2019-10-07
33283,3b4a545,2019-04-30,14187.96,153.98,2019-10-07
33284,3b4a545,2019-05-31,16387.15,148.75,2019-10-07
33285,3b4a545,2019-06-30,14272.09,126.54,2019-10-07
33286,3b4a545,2019-07-31,20586.46,179.32,2019-10-07
33287,3b4a545,2019-08-31,13059.92,109.86,2019-10-07
33288,3b4a545,2019-09-30,9088.19,77.8,2019-10-07
33289,3b54e2d,2018-10-31,273.96,2.97,2019-09-23
33290,3b54e2d,2018-11-30,19027.27,209.44,2019-09-23
33291,3b54e2d,2018-12-31,22144.72,232.64,2019-09-23
33292,3b54e2d,2019-01-31,18896.97,180.1,2019-09-23
33293,3b54e2d,2019-02-28,34808.96,326.72,2019-09-23
33294,3b54e2d,2019-03-31,27373.85,248.75,2019-09-23
33295,3b54e2d,2019-04-30,23286.8,224.23,2019-09-23
33296,3b54e2d,2019-05-31,47157.11,403.64,2019-09-23
33297,3b54e2d,2019-06-30,44359.53,384.09,2019-09-23
33298,3b54e2d,2019-07-31,44034.57,356.0,2019-09-23
33299,3b54e2d,2019-08-31,45915.09,390.41,2019-09-23
33312,3b724e5,2018-10-31,125638.99,1161.91,2019-10-16
33313,3b724e5,2018-11-30,113894.74,1035.78,2019-10-16
33314,3b724e5,2018-12-31,300940.22,2725.12,2019-10-16
33315,3b724e5,2019-01-31,88668.92,804.06,2019-10-16
33316,3b724e5,2019-02-28,87939.34,796.94,2019-10-16
33317,3b724e5,2019-03-31,105252.67,921.01,2019-10-16
33318,3b724e5,2019-04-30,83365.48,724.59,2019-10-16
33319,3b724e5,2019-05-31,117295.75,1046.1,2019-10-16
33320,3b724e5,2019-06-30,133963.21,1185.37,2019-10-16
33321,3b724e5,2019-07-31,89887.53,400.21,2019-10-16
33322,3b724e5,2019-08-31,58234.93,198.87,2019-10-16
33323,3b724e5,2019-09-30,48807.7,160.4,2019-10-16
33324,3b7432b,2018-11-30,3581.36,20.42,2019-10-16
33325,3b7432b,2018-12-31,33501.7,157.58,2019-10-16
33326,3b7432b,2019-01-31,3926.96,14.84,2019-10-16
33327,3b7432b,2019-02-28,7231.22,32.89,2019-10-16
33328,3b7432b,2019-03-31,10321.1,48.62,2019-10-16
33329,3b7432b,2019-04-30,23121.86,113.71,2019-10-16
33330,3b7432b,2019-05-31,36753.32,179.13,2019-10-16
33331,3b7432b,2019-06-30,45148.77,310.49,2019-10-16
33332,3b7432b,2019-07-31,19887.76,107.86,2019-10-16
33333,3b7432b,2019-08-31,21697.84,133.7,2019-10-16
33334,3b7432b,2019-09-30,19163.06,105.01,2019-10-16
33335,3b7d6d7,2018-10-31,13062.49,131.28,2019-10-16
33336,3b7d6d7,2018-11-30,41021.37,396.67,2019-10-16
33337,3b7d6d7,2018-12-31,41962.47,354.1,2019-10-16
33338,3b7d6d7,2019-01-31,50053.65,443.46,2019-10-16
33339,3b7d6d7,2019-02-28,17646.73,158.44,2019-10-16
33340,3b7d6d7,2019-03-31,14897.76,129.73,2019-10-16
33341,3b7d6d7,2019-04-30,2163.66,18.21,2019-10-16
33342,3b7d6d7,2019-05-31,5452.53,56.51,2019-10-16
33343,3b7d6d7,2019-06-30,7755.55,78.09,2019-10-16
33344,3b7d6d7,2019-07-31,9155.59,88.66,2019-10-16
33345,3b7d6d7,2019-08-31,20572.71,189.45,2019-10-16
33346,3b7d6d7,2019-09-30,16804.13,171.48,2019-10-16
33359,3b96a8a,2019-04-30,9638.94,146.55,2019-10-28
33360,3b96a8a,2019-05-31,13416.79,184.54,2019-10-28
33361,3b96a8a,2019-06-30,15779.97,231.49,2019-10-28
33362,3b96a8a,2019-07-31,14604.43,216.9,2019-10-28
33363,3b96a8a,2019-08-31,22886.21,113.55,2019-10-28
33364,3b96a8a,2019-09-30,25499.44,100.78,2019-10-28
33365,3b97c96,2018-09-30,24657.71,382.58,2019-09-25
33366,3b97c96,2018-10-31,34337.86,586.82,2019-09-25
33367,3b97c96,2018-11-30,39880.71,689.99,2019-09-25
33368,3b97c96,2018-12-31,27583.05,470.14,2019-09-25
33369,3b97c96,2019-01-31,34491.76,545.79,2019-09-25
33370,3b97c96,2019-02-28,39467.77,719.11,2019-09-25
33371,3b97c96,2019-03-31,36271.76,612.41,2019-09-25
33372,3b97c96,2019-04-30,30663.15,495.16,2019-09-25
33373,3b97c96,2019-05-31,28467.14,462.16,2019-09-25
33374,3b97c96,2019-06-30,34673.46,594.15,2019-09-25
33375,3b97c96,2019-07-31,43335.79,716.78,2019-09-25
33376,3b97c96,2019-08-31,34724.57,599.72,2019-09-25
33377,3b9bae0,2018-11-30,1354.19,24.66,2019-10-16
33378,3b9bae0,2018-12-31,8019.43,136.82,2019-10-16
33379,3b9bae0,2019-01-31,10021.67,156.91,2019-10-16
33380,3b9bae0,2019-02-28,10221.11,147.28,2019-10-16
33381,3b9bae0,2019-03-31,12634.64,179.74,2019-10-16
33382,3b9bae0,2019-04-30,15552.2,180.08,2019-10-16
33383,3b9bae0,2019-05-31,17157.31,158.44,2019-10-16
33384,3b9bae0,2019-06-30,17865.02,162.65,2019-10-16
33385,3b9bae0,2019-07-31,16051.18,144.7,2019-10-16
33386,3b9bae0,2019-08-31,17189.21,157.09,2019-10-16
33387,3b9bae0,2019-09-30,16162.58,147.58,2019-10-16
33388,3ba3311,2018-11-30,2558.67,36.26,2019-09-26
33389,3ba3311,2018-12-31,8962.3,127.0,2019-09-26
33390,3ba3311,2019-01-31,9857.1,139.77,2019-09-26
33391,3ba3311,2019-02-28,8539.92,116.04,2019-09-26
33392,3ba3311,2019-03-31,9580.44,143.38,2019-09-26
33393,3ba3311,2019-04-30,10136.37,145.08,2019-09-26
33394,3ba3311,2019-05-31,9070.62,125.53,2019-09-26
33395,3ba3311,2019-06-30,8391.15,105.85,2019-09-26
33396,3ba3311,2019-07-31,9119.34,129.14,2019-09-26
33397,3ba3311,2019-08-31,5844.66,73.38,2019-09-26
33398,3ba65f5,2019-03-31,1493.52,14.81,2019-10-16
33399,3ba65f5,2019-04-30,16355.94,140.29,2019-10-16
33400,3ba65f5,2019-05-31,13167.77,106.9,2019-10-16
33401,3ba65f5,2019-06-30,9303.15,87.04,2019-10-16
33402,3ba65f5,2019-07-31,10541.8,94.91,2019-10-16
33403,3ba65f5,2019-08-31,10273.89,87.82,2019-10-16
33404,3ba65f5,2019-09-30,8886.37,93.79,2019-10-16
33405,3babeb8,2018-11-30,455.01,8.03,2019-10-07
33406,3babeb8,2018-12-31,4945.08,82.01,2019-10-07
33407,3babeb8,2019-01-31,13190.16,245.99,2019-10-07
33408,3babeb8,2019-02-28,8593.86,206.45,2019-10-07
33409,3babeb8,2019-03-31,6107.4,101.43,2019-10-07
33410,3babeb8,2019-04-30,4548.45,82.13,2019-10-07
33411,3babeb8,2019-05-31,3058.05,49.98,2019-10-07
33412,3babeb8,2019-06-30,5524.17,95.66,2019-10-07
33413,3babeb8,2019-07-31,7591.32,128.01,2019-10-07
33414,3babeb8,2019-08-31,7115.9,99.88,2019-10-07
33415,3babeb8,2019-09-30,4388.19,61.78,2019-10-07
33416,3bc2029,2018-09-30,6362.83,68.0,2019-09-26
33417,3bc2029,2018-10-31,8617.44,113.11,2019-09-26
33418,3bc2029,2018-11-30,149.21,3.31,2019-09-26
33419,3bc2029,2018-12-31,509.99,4.86,2019-09-26
33420,3bc2029,2019-01-31,1296.65,18.17,2019-09-26
33421,3bc2029,2019-02-28,25968.49,373.75,2019-09-26
33422,3bc2029,2019-03-31,16409.07,219.8,2019-09-26
33423,3bc2029,2019-04-30,15450.63,211.31,2019-09-26
33424,3bc2029,2019-05-31,28367.48,374.13,2019-09-26
33425,3bc2029,2019-06-30,22236.85,291.36,2019-09-26
33426,3bc2029,2019-07-31,19989.29,262.37,2019-09-26
33427,3bc2029,2019-08-31,15963.63,212.59,2019-09-26
33428,3bcadcd,2018-11-30,6150.66,92.59,2019-09-05
33429,3bcadcd,2018-12-31,10270.22,136.1,2019-09-05
33430,3bcadcd,2019-01-31,6539.36,91.34,2019-09-05
33431,3bcadcd,2019-02-28,7190.15,94.94,2019-09-05
33432,3bcadcd,2019-03-31,7877.34,104.54,2019-09-05
33433,3bcadcd,2019-04-30,9482.01,128.4,2019-09-05
33434,3bcadcd,2019-05-31,8662.79,81.7,2019-09-05
33435,3bcadcd,2019-06-30,7856.33,67.57,2019-09-05
33436,3bcadcd,2019-07-31,9013.73,79.41,2019-09-05
33437,3bcadcd,2019-08-31,8378.68,73.44,2019-09-05
33438,3be2e0d,2019-01-31,2231.55,29.43,2019-10-28
33439,3be2e0d,2019-02-28,17139.0,231.6,2019-10-28
33440,3be2e0d,2019-03-31,11981.64,160.56,2019-10-28
33441,3be2e0d,2019-04-30,17265.15,229.35,2019-10-28
33442,3be2e0d,2019-05-31,12886.44,169.27,2019-10-28
33443,3be2e0d,2019-06-30,28241.08,406.37,2019-10-28
33444,3be2e0d,2019-07-31,12892.1,160.54,2019-10-28
33445,3be2e0d,2019-08-31,27099.63,410.68,2019-10-28
33446,3be2e0d,2019-09-30,18990.36,264.97,2019-10-28
33505,3bf85fb,2019-02-28,20065.19,177.89,2019-10-21
33506,3bf85fb,2019-03-31,34306.19,303.89,2019-10-21
33507,3bf85fb,2019-04-30,32170.59,292.41,2019-10-21
33508,3bf85fb,2019-05-31,34245.05,394.46,2019-10-21
33509,3bf85fb,2019-06-30,38667.32,428.02,2019-10-21
33510,3bf85fb,2019-07-31,34463.54,392.38,2019-10-21
33511,3bf85fb,2019-08-31,35512.71,393.74,2019-10-21
33512,3bf85fb,2019-09-30,36563.24,380.96,2019-10-21
33513,3bfbeab,2018-10-31,10754.29,102.82,2019-10-11
33514,3bfbeab,2018-11-30,13952.19,133.72,2019-10-11
33515,3bfbeab,2018-12-31,23532.02,279.29,2019-10-11
33516,3bfbeab,2019-01-31,39616.17,435.5,2019-10-11
33517,3bfbeab,2019-02-28,6533.7,81.44,2019-10-11
33518,3bfbeab,2019-03-31,7423.28,94.8,2019-10-11
33519,3bfbeab,2019-04-30,9873.2,104.7,2019-10-11
33520,3bfbeab,2019-05-31,4367.4,40.88,2019-10-11
33521,3bfbeab,2019-06-30,16993.71,156.8,2019-10-11
33522,3bfbeab,2019-07-31,29130.64,298.98,2019-10-11
33523,3bfbeab,2019-08-31,19841.66,179.14,2019-10-11
33524,3bfbeab,2019-09-30,6280.53,51.9,2019-10-11
33536,3c06cda,2019-01-31,1832.6,21.31,2019-10-07
33537,3c06cda,2019-02-28,6867.21,68.4,2019-10-07
33538,3c06cda,2019-03-31,10267.35,109.0,2019-10-07
33539,3c06cda,2019-04-30,6907.23,73.53,2019-10-07
33540,3c06cda,2019-05-31,8978.83,107.07,2019-10-07
33541,3c06cda,2019-06-30,9368.77,110.27,2019-10-07
33542,3c06cda,2019-07-31,7190.61,81.38,2019-10-07
33543,3c06cda,2019-08-31,9231.19,100.64,2019-10-07
33544,3c06cda,2019-09-30,7889.72,83.82,2019-10-07
33545,3c0990f,2018-09-30,9642.04,128.97,2019-09-23
33546,3c0990f,2018-10-31,1579.92,21.72,2019-09-23
33547,3c0990f,2018-11-30,3194.64,45.01,2019-09-23
33548,3c0990f,2018-12-31,10972.88,162.74,2019-09-23
33549,3c0990f,2019-01-31,3092.85,49.53,2019-09-23
33550,3c0990f,2019-02-28,4021.92,53.87,2019-09-23
33551,3c0990f,2019-03-31,11757.09,147.39,2019-09-23
33552,3c0990f,2019-04-30,8045.11,121.88,2019-09-23
33553,3c0990f,2019-05-31,9084.54,165.15,2019-09-23
33554,3c0990f,2019-06-30,9286.82,159.24,2019-09-23
33555,3c0990f,2019-07-31,6014.66,95.21,2019-09-23
33556,3c0990f,2019-08-31,9455.16,160.38,2019-09-23
33557,3c18d37,2018-11-30,1947.16,23.26,2019-09-04
33558,3c18d37,2018-12-31,2534.56,27.69,2019-09-04
33559,3c18d37,2019-01-31,2150.8,22.76,2019-09-04
33560,3c18d37,2019-02-28,2744.36,26.86,2019-09-04
33561,3c18d37,2019-03-31,2816.12,32.33,2019-09-04
33562,3c18d37,2019-04-30,2702.49,28.48,2019-09-04
33563,3c18d37,2019-05-31,3683.48,46.04,2019-09-04
33564,3c18d37,2019-06-30,2978.01,33.88,2019-09-04
33565,3c18d37,2019-07-31,2076.99,23.29,2019-09-04
33566,3c18d37,2019-08-31,485.9,5.63,2019-09-04
33567,3c1a23d,2018-10-31,2334.82,32.23,2019-10-24
33568,3c1a23d,2018-11-30,6962.95,88.5,2019-10-24
33569,3c1a23d,2018-12-31,13184.76,170.58,2019-10-24
33570,3c1a23d,2019-01-31,7832.18,101.8,2019-10-24
33571,3c1a23d,2019-02-28,8455.44,116.53,2019-10-24
33572,3c1a23d,2019-03-31,7602.5,99.21,2019-10-24
33573,3c1a23d,2019-04-30,1191.9,15.57,2019-10-24
33574,3c1a23d,2019-05-31,4206.45,36.95,2019-10-24
33575,3c1a23d,2019-06-30,6351.35,57.4,2019-10-24
33576,3c1a23d,2019-07-31,7190.55,61.25,2019-10-24
33577,3c1a23d,2019-08-31,2760.08,23.02,2019-10-24
33578,3c1a23d,2019-09-30,8201.02,64.33,2019-10-24
33591,3c1f8ba,2018-12-31,10995.93,76.63,2019-10-11
33592,3c1f8ba,2019-01-31,17144.52,118.36,2019-10-11
33593,3c1f8ba,2019-02-28,13090.02,91.23,2019-10-11
33594,3c1f8ba,2019-03-31,16900.9,113.39,2019-10-11
33595,3c1f8ba,2019-04-30,17045.04,103.6,2019-10-11
33596,3c1f8ba,2019-05-31,19186.98,152.53,2019-10-11
33597,3c1f8ba,2019-06-30,15312.87,113.46,2019-10-11
33598,3c1f8ba,2019-07-31,10984.63,77.66,2019-10-11
33599,3c1f8ba,2019-08-31,17179.89,135.73,2019-10-11
33600,3c1f8ba,2019-09-30,17934.88,127.65,2019-10-11
33601,3c208ae,2018-10-31,10380.84,129.36,2019-10-21
33602,3c208ae,2018-11-30,5701.98,73.36,2019-10-21
33603,3c208ae,2018-12-31,10825.41,125.32,2019-10-21
33604,3c208ae,2019-01-31,8544.7,85.77,2019-10-21
33605,3c208ae,2019-02-28,5892.94,81.28,2019-10-21
33606,3c208ae,2019-03-31,5088.2,57.99,2019-10-21
33607,3c208ae,2019-04-30,14308.89,156.93,2019-10-21
33608,3c208ae,2019-05-31,19910.17,225.86,2019-10-21
33609,3c208ae,2019-06-30,7748.22,87.06,2019-10-21
33610,3c208ae,2019-07-31,19014.72,204.92,2019-10-21
33611,3c208ae,2019-08-31,5777.67,61.74,2019-10-21
33612,3c208ae,2019-09-30,11186.46,139.52,2019-10-21
33613,3c29f8f,2018-09-30,27151.33,491.05,2019-09-04
33614,3c29f8f,2018-10-31,21277.62,365.8,2019-09-04
33615,3c29f8f,2018-11-30,24404.2,402.22,2019-09-04
33616,3c29f8f,2018-12-31,32841.8,532.03,2019-09-04
33617,3c29f8f,2019-01-31,26552.6,425.13,2019-09-04
33618,3c29f8f,2019-02-28,23904.73,396.26,2019-09-04
33619,3c29f8f,2019-03-31,28303.56,468.01,2019-09-04
33620,3c29f8f,2019-04-30,23548.03,385.83,2019-09-04
33621,3c29f8f,2019-05-31,25119.71,416.68,2019-09-04
33622,3c29f8f,2019-06-30,25530.78,423.95,2019-09-04
33623,3c29f8f,2019-07-31,24302.41,398.66,2019-09-04
33624,3c29f8f,2019-08-31,22150.5,364.18,2019-09-04
33625,3c2a49f,2018-12-31,16896.44,180.13,2019-10-21
33626,3c2a49f,2019-01-31,14323.9,154.06,2019-10-21
33627,3c2a49f,2019-02-28,8165.38,73.93,2019-10-21
33628,3c2a49f,2019-03-31,3397.56,20.11,2019-10-21
33629,3c2a49f,2019-04-30,4008.94,19.3,2019-10-21
33630,3c2a49f,2019-05-31,4601.9,57.21,2019-10-21
33631,3c2a49f,2019-06-30,6869.3,83.42,2019-10-21
33632,3c2a49f,2019-07-31,17178.41,239.89,2019-10-21
33633,3c2a49f,2019-08-31,5187.46,70.71,2019-10-21
33634,3c2a49f,2019-09-30,4043.76,41.84,2019-10-21
33635,3c2dac7,2019-04-30,6972.62,108.06,2019-10-31
33636,3c2dac7,2019-05-31,8255.26,138.62,2019-10-31
33637,3c2dac7,2019-06-30,6282.97,95.96,2019-10-31
33638,3c2dac7,2019-07-31,8216.45,131.81,2019-10-31
33639,3c2dac7,2019-08-31,6429.39,91.29,2019-10-31
33640,3c2dac7,2019-09-30,6909.8,103.63,2019-10-31
33641,3c4255a,2018-09-30,62187.32,623.87,2019-09-20
33642,3c4255a,2018-10-31,59379.07,624.26,2019-09-20
33643,3c4255a,2018-11-30,22722.49,240.23,2019-09-20
33644,3c4255a,2018-12-31,13049.17,149.73,2019-09-20
33645,3c4255a,2019-01-31,14201.45,162.76,2019-09-20
33646,3c4255a,2019-02-28,10070.91,134.05,2019-09-20
33647,3c4255a,2019-03-31,9658.11,124.97,2019-09-20
33648,3c4255a,2019-04-30,29965.3,316.36,2019-09-20
33649,3c4255a,2019-05-31,60613.1,633.93,2019-09-20
33650,3c4255a,2019-06-30,59219.05,608.87,2019-09-20
33651,3c4255a,2019-07-31,62971.38,628.97,2019-09-20
33652,3c4255a,2019-08-31,56790.8,532.02,2019-09-20
33653,3c46530,2018-11-30,9444.9,82.17,2019-09-11
33654,3c46530,2018-12-31,15995.58,121.08,2019-09-11
33655,3c46530,2019-01-31,16568.31,135.27,2019-09-11
33656,3c46530,2019-02-28,3529.92,30.49,2019-09-11
33657,3c46530,2019-03-31,7462.29,59.81,2019-09-11
33658,3c46530,2019-04-30,12790.96,106.47,2019-09-11
33659,3c46530,2019-05-31,13942.85,116.56,2019-09-11
33660,3c46530,2019-06-30,12966.23,110.6,2019-09-11
33661,3c46530,2019-07-31,9342.94,79.19,2019-09-11
33662,3c46530,2019-08-31,6618.57,59.62,2019-09-11
33675,3c51cf2,2018-10-31,13755.87,146.32,2019-10-16
33676,3c51cf2,2018-11-30,12503.38,140.54,2019-10-16
33677,3c51cf2,2018-12-31,16823.49,177.76,2019-10-16
33678,3c51cf2,2019-01-31,14276.83,119.5,2019-10-16
33679,3c51cf2,2019-02-28,13338.01,105.56,2019-10-16
33680,3c51cf2,2019-03-31,11711.07,90.28,2019-10-16
33681,3c51cf2,2019-04-30,10014.92,52.95,2019-10-16
33682,3c51cf2,2019-05-31,11347.28,61.91,2019-10-16
33683,3c51cf2,2019-06-30,10488.11,51.7,2019-10-16
33684,3c51cf2,2019-07-31,10311.2,43.21,2019-10-16
33685,3c51cf2,2019-08-31,10697.13,58.16,2019-10-16
33686,3c51cf2,2019-09-30,11699.37,62.28,2019-10-16
33687,3c520bc,2019-02-28,1660.05,4.77,2019-09-26
33688,3c520bc,2019-03-31,3965.96,27.67,2019-09-26
33689,3c520bc,2019-04-30,3480.26,27.91,2019-09-26
33690,3c520bc,2019-05-31,4044.02,26.1,2019-09-26
33691,3c520bc,2019-06-30,5289.02,35.56,2019-09-26
33692,3c520bc,2019-07-31,3763.45,27.1,2019-09-26
33693,3c520bc,2019-08-31,4390.38,33.4,2019-09-26
33694,3c535b9,2018-10-31,7712.55,157.55,2019-10-08
33695,3c535b9,2018-11-30,8195.4,156.11,2019-10-08
33696,3c535b9,2018-12-31,12523.65,243.47,2019-10-08
33697,3c535b9,2019-01-31,8865.3,169.44,2019-10-08
33698,3c535b9,2019-02-28,5676.75,117.29,2019-10-08
33699,3c535b9,2019-03-31,5789.85,104.92,2019-10-08
33700,3c535b9,2019-04-30,6729.54,131.61,2019-10-08
33701,3c535b9,2019-05-31,5846.4,116.29,2019-10-08
33702,3c535b9,2019-06-30,7625.55,138.2,2019-10-08
33703,3c535b9,2019-07-31,8391.15,132.65,2019-10-08
33704,3c535b9,2019-08-31,8016.18,117.48,2019-10-08
33705,3c535b9,2019-09-30,6472.8,128.27,2019-10-08
33706,3c56049,2018-09-30,20385.59,242.95,2019-09-30
33707,3c56049,2018-10-31,18579.13,206.32,2019-09-30
33708,3c56049,2018-11-30,29601.97,422.76,2019-09-30
33709,3c56049,2018-12-31,16119.76,206.82,2019-09-30
33710,3c56049,2019-01-31,20083.56,240.71,2019-09-30
33711,3c56049,2019-02-28,16375.79,207.82,2019-09-30
33712,3c56049,2019-03-31,23184.0,329.65,2019-09-30
33713,3c56049,2019-04-30,16352.18,204.63,2019-09-30
33714,3c56049,2019-05-31,22491.85,297.15,2019-09-30
33715,3c56049,2019-06-30,20573.73,302.47,2019-09-30
33716,3c56049,2019-07-31,19346.89,244.27,2019-09-30
33717,3c56049,2019-08-31,18918.29,216.49,2019-09-30
33730,3c59063,2018-09-30,9440.37,115.11,2019-09-30
33731,3c59063,2018-10-31,33597.96,451.58,2019-09-30
33732,3c59063,2018-11-30,33299.48,473.87,2019-09-30
33733,3c59063,2018-12-31,40768.2,506.84,2019-09-30
33734,3c59063,2019-01-31,19166.27,239.97,2019-09-30
33735,3c59063,2019-02-28,29665.42,421.69,2019-09-30
33736,3c59063,2019-03-31,29667.87,395.81,2019-09-30
33737,3c59063,2019-04-30,20722.81,278.05,2019-09-30
33738,3c59063,2019-05-31,37868.49,502.38,2019-09-30
33739,3c59063,2019-06-30,27743.43,365.14,2019-09-30
33740,3c59063,2019-07-31,34949.64,497.83,2019-09-30
33741,3c59063,2019-08-31,38628.87,458.64,2019-09-30
33742,3c5aeb9,2018-10-31,25003.84,407.25,2019-10-28
33743,3c5aeb9,2018-11-30,22087.85,341.4,2019-10-28
33744,3c5aeb9,2018-12-31,16281.1,198.87,2019-10-28
33745,3c5aeb9,2019-01-31,13591.64,118.24,2019-10-28
33746,3c5aeb9,2019-02-28,17214.8,153.71,2019-10-28
33747,3c5aeb9,2019-03-31,20563.16,183.78,2019-10-28
33748,3c5aeb9,2019-04-30,17761.22,156.71,2019-10-28
33749,3c5aeb9,2019-05-31,19931.18,172.48,2019-10-28
33750,3c5aeb9,2019-06-30,20353.75,174.13,2019-10-28
33751,3c5aeb9,2019-07-31,21206.85,176.45,2019-10-28
33752,3c5aeb9,2019-08-31,21149.85,143.56,2019-10-28
33753,3c5aeb9,2019-09-30,21522.29,134.96,2019-10-28
33754,3c65eae,2018-09-30,5433.72,41.01,2019-09-20
33755,3c65eae,2018-10-31,9614.87,61.31,2019-09-20
33756,3c65eae,2018-11-30,8638.88,76.68,2019-09-20
33757,3c65eae,2018-12-31,4008.54,32.55,2019-09-20
33758,3c65eae,2019-01-31,6453.83,49.94,2019-09-20
33759,3c65eae,2019-02-28,8361.8,59.86,2019-09-20
33760,3c65eae,2019-03-31,16098.75,116.64,2019-09-20
33761,3c65eae,2019-04-30,8397.18,72.49,2019-09-20
33762,3c65eae,2019-05-31,8796.6,61.62,2019-09-20
33763,3c65eae,2019-06-30,6433.29,47.85,2019-09-20
33764,3c65eae,2019-07-31,13161.84,98.01,2019-09-20
33765,3c65eae,2019-08-31,13224.65,84.07,2019-09-20
33766,3c6a58d,2018-09-30,20605.1,215.26,2019-09-23
33767,3c6a58d,2018-10-31,23038.5,303.45,2019-09-23
33768,3c6a58d,2018-11-30,25014.87,340.48,2019-09-23
33769,3c6a58d,2018-12-31,43923.21,582.38,2019-09-23
33770,3c6a58d,2019-01-31,27828.96,374.16,2019-09-23
33771,3c6a58d,2019-02-28,27790.84,384.56,2019-09-23
33772,3c6a58d,2019-03-31,32814.78,461.06,2019-09-23
33773,3c6a58d,2019-04-30,34783.04,484.56,2019-09-23
33774,3c6a58d,2019-05-31,30918.43,441.34,2019-09-23
33775,3c6a58d,2019-06-30,35068.14,507.65,2019-09-23
33776,3c6a58d,2019-07-31,30640.79,430.95,2019-09-23
33777,3c6a58d,2019-08-31,27469.23,399.59,2019-09-23
33820,3c79ed3,2018-10-31,2618.08,32.77,2019-10-30
33821,3c79ed3,2018-11-30,2403.97,35.23,2019-10-30
33822,3c79ed3,2018-12-31,3060.7,37.94,2019-10-30
33823,3c79ed3,2019-01-31,1929.02,24.94,2019-10-30
33824,3c79ed3,2019-02-28,2179.58,28.39,2019-10-30
33825,3c79ed3,2019-03-31,1108.14,15.28,2019-10-30
33826,3c79ed3,2019-04-30,1365.28,13.57,2019-10-30
33827,3c79ed3,2019-05-31,2150.66,32.42,2019-10-30
33828,3c79ed3,2019-06-30,886.25,9.71,2019-10-30
33829,3c79ed3,2019-07-31,2687.45,34.38,2019-10-30
