,client_id,mes,total_rav_,margem_rav_,duration_rav_,tipo_rav_,data_de_desembolso_
25587,310d1db,2019-06-30,3362.47,65.49,25.06,1,2019-10-30
25588,310d1db,2019-07-31,3210.75,62.2,24.93,1,2019-10-30
25589,310d1db,2019-08-31,2542.82,49.55,25.07,1,2019-10-30
25590,310d1db,2019-09-30,3084.81,59.74,24.92,1,2019-10-30
25591,3111278,2018-10-31,1730.86,74.86,34.16,1,2019-10-31
25592,3111278,2018-11-30,3000.96,136.04,35.8,1,2019-10-31
25593,3111278,2018-12-31,2886.85,158.05,43.24,1,2019-10-31
25594,3111278,2019-01-31,3268.64,187.74,45.36,1,2019-10-31
25595,3111278,2019-02-28,2231.92,100.1,35.42,1,2019-10-31
25596,3111278,2019-03-31,3423.0,177.53,40.96,1,2019-10-31
25597,3111278,2019-04-30,4263.13,241.85,44.81,1,2019-10-31
25598,3111278,2019-05-31,3567.57,159.82,35.38,1,2019-10-31
25599,3111278,2019-06-30,3367.16,153.65,36.04,1,2019-10-31
25600,3111278,2019-07-31,5441.19,350.53,50.88,1,2019-10-31
25601,3111278,2019-08-31,4227.55,219.67,41.04,1,2019-10-31
25602,3111278,2019-09-30,3927.62,187.45,37.7,1,2019-10-31
25603,31121d6,2019-02-28,250.28,8.31,26.13,1,2019-10-16
25604,31121d6,2019-03-31,573.34,19.06,26.15,1,2019-10-16
25605,31121d6,2019-04-30,17449.35,552.18,24.9,1,2019-10-16
25606,31121d6,2019-05-31,17900.41,571.16,25.1,1,2019-10-16
25607,31121d6,2019-06-30,19440.63,618.99,25.05,1,2019-10-16
25608,31121d6,2019-07-31,23866.53,758.7,25.01,1,2019-10-16
25609,31121d6,2019-08-31,21111.9,672.28,25.05,1,2019-10-16
25610,31121d6,2019-09-30,27820.38,882.33,24.95,1,2019-10-16
25611,3119f6c,2019-03-31,15825.18,338.87,24.34,1,2019-10-07
25612,3119f6c,2019-04-30,16352.13,358.94,24.95,1,2019-10-07
25613,3119f6c,2019-05-31,16122.89,356.8,25.15,1,2019-10-07
25614,3119f6c,2019-06-30,13866.41,304.52,24.96,1,2019-10-07
25615,3119f6c,2019-07-31,18683.39,408.53,24.85,1,2019-10-07
25616,3119f6c,2019-08-31,10800.85,236.08,24.84,1,2019-10-07
25617,3119f6c,2019-09-30,20287.77,443.08,24.82,1,2019-10-07
25618,311b142,2019-03-31,213.36,7.9,25.33,1,2019-10-24
25619,311b142,2019-04-30,4256.56,156.55,25.16,1,2019-10-24
25620,311b142,2019-05-31,3674.46,135.26,25.19,1,2019-10-24
25621,311b142,2019-06-30,2589.37,94.8,25.05,1,2019-10-24
25622,311b142,2019-07-31,2838.51,104.91,25.29,1,2019-10-24
25623,311b142,2019-08-31,2477.78,91.11,25.16,1,2019-10-24
25624,311b142,2019-09-30,2711.14,99.52,25.11,1,2019-10-24
25625,311d6cc,2019-01-31,3263.43,60.5,25.28,1,2019-10-07
25626,311d6cc,2019-02-28,3328.66,61.8,25.32,1,2019-10-07
25627,311d6cc,2019-03-31,3296.47,60.61,25.07,1,2019-10-07
25628,311d6cc,2019-04-30,3646.49,66.4,24.84,1,2019-10-07
25629,311d6cc,2019-05-31,3165.6,58.39,25.16,1,2019-10-07
25630,311d6cc,2019-06-30,3179.9,58.39,25.04,1,2019-10-07
25631,311d6cc,2019-07-31,3593.36,66.09,25.08,1,2019-10-07
25632,311d6cc,2019-08-31,3544.61,65.25,25.1,1,2019-10-07
25633,311d6cc,2019-09-30,3881.41,71.12,24.99,1,2019-10-07
25634,311e928,2019-03-31,2221.03,53.27,24.66,1,2019-10-21
25635,311e928,2019-04-30,1937.19,46.71,24.79,1,2019-10-21
25636,311e928,2019-05-31,2561.03,62.8,25.21,1,2019-10-21
25637,311e928,2019-06-30,2182.21,52.96,24.95,1,2019-10-21
25638,311e928,2019-07-31,1931.14,46.45,24.72,1,2019-10-21
25639,311e928,2019-08-31,2924.54,70.35,24.73,1,2019-10-21
25640,311e928,2019-09-30,2268.41,55.0,24.92,1,2019-10-21
25696,314c29c,2018-10-31,72724.74,3631.68,63.85,1,2019-10-24
25697,314c29c,2018-11-30,70488.12,4089.4,74.18,1,2019-10-24
25698,314c29c,2018-12-31,54641.08,3093.66,72.39,1,2019-10-24
25699,314c29c,2019-01-31,41311.69,2249.24,69.61,1,2019-10-24
25700,314c29c,2019-02-28,43810.82,2466.94,71.99,1,2019-10-24
25701,314c29c,2019-03-31,37578.09,1923.21,65.44,1,2019-10-24
25702,314c29c,2019-04-30,48442.49,2761.09,72.87,1,2019-10-24
25703,314c29c,2019-05-31,36127.36,1938.57,68.61,1,2019-10-24
25704,314c29c,2019-06-30,28958.9,1635.2,72.2,1,2019-10-24
25705,314c29c,2019-07-31,45608.87,2376.24,66.61,1,2019-10-24
25706,314c29c,2019-08-31,33971.66,1848.46,69.57,1,2019-10-24
25707,314c29c,2019-09-30,32891.9,1536.34,59.72,1,2019-10-24
25720,314f841,2019-09-30,3815.97,120.36,17.07,2,2019-10-31
25731,31518a2,2018-12-31,7321.18,276.15,27.07,1,2019-10-28
25732,31518a2,2019-01-31,9504.96,369.67,27.92,1,2019-10-28
25733,31518a2,2019-02-28,9463.09,385.16,29.21,1,2019-10-28
25734,31518a2,2019-03-31,11131.17,449.61,28.99,1,2019-10-28
25735,31518a2,2019-04-30,12447.55,512.09,29.53,1,2019-10-28
25736,31518a2,2019-05-31,12209.08,490.72,28.85,1,2019-10-28
25737,31518a2,2019-06-30,11207.07,441.18,28.26,1,2019-10-28
25738,31518a2,2019-07-31,15243.71,647.74,30.5,1,2019-10-28
25739,31518a2,2019-08-31,12103.71,495.93,29.41,1,2019-10-28
25740,31518a2,2019-09-30,12170.94,486.04,28.66,1,2019-10-28
25775,315ce69,2018-09-30,14170.23,310.63,25.05,1,2019-09-26
25776,315ce69,2018-10-31,19340.82,423.55,25.03,1,2019-09-26
25777,315ce69,2018-11-30,18509.23,408.32,25.21,1,2019-09-26
25778,315ce69,2018-12-31,17358.03,381.89,25.14,1,2019-09-26
25779,315ce69,2019-01-31,15461.64,340.36,25.16,1,2019-09-26
25780,315ce69,2019-02-28,15495.68,343.66,25.35,1,2019-09-26
25781,315ce69,2019-03-31,16449.55,360.54,25.05,1,2019-09-26
25782,315ce69,2019-04-30,20811.93,455.87,25.03,1,2019-09-26
25783,315ce69,2019-05-31,15969.68,351.21,25.13,1,2019-09-26
25784,315ce69,2019-06-30,15268.07,335.96,25.15,1,2019-09-26
25785,315ce69,2019-07-31,20451.82,449.4,25.11,1,2019-09-26
25786,315ce69,2019-08-31,16592.54,365.09,25.15,1,2019-09-26
25787,315d3b1,2018-09-30,4625.9,547.11,65.57,1,2019-09-20
25788,315d3b1,2018-10-31,5340.25,521.81,54.17,1,2019-09-20
25789,315d3b1,2018-11-30,9703.97,1345.66,76.88,1,2019-09-20
25790,315d3b1,2018-12-31,29658.6,3452.09,64.53,1,2019-09-20
25791,315d3b1,2019-01-31,5145.48,580.89,62.59,1,2019-09-20
25792,315d3b1,2019-02-28,7287.21,788.07,59.95,1,2019-09-20
25793,315d3b1,2019-03-31,6744.0,817.92,71.22,1,2019-09-20
25794,315d3b1,2019-04-30,13430.91,1498.31,76.32,1,2019-09-20
25795,315d3b1,2019-05-31,10268.72,1109.3,73.91,1,2019-09-20
25796,315d3b1,2019-06-30,12775.15,1229.5,65.85,1,2019-09-20
25797,315d3b1,2019-07-31,13529.99,1146.67,57.98,1,2019-09-20
25798,315d3b1,2019-08-31,12231.16,1279.28,71.56,1,2019-09-20
25799,316354d,2019-04-30,1550.19,85.74,41.14,1,2019-10-17
25800,316354d,2019-05-31,1893.06,95.24,37.43,1,2019-10-17
25801,316354d,2019-06-30,1195.1,56.4,35.1,1,2019-10-17
25802,316354d,2019-07-31,2875.62,168.34,43.55,1,2019-10-17
25803,316354d,2019-08-31,1635.84,96.14,43.72,1,2019-10-17
25804,316354d,2019-09-30,3125.57,199.75,44.74,1,2019-10-17
25841,316dec2,2018-09-30,6054.22,200.13,17.43,2,2019-09-12
25842,316dec2,2018-10-31,7555.27,326.01,22.75,2,2019-09-12
25843,316dec2,2018-11-30,4158.15,182.76,23.17,2,2019-09-12
25844,316dec2,2018-12-31,9448.58,394.97,23.06,1,2019-09-12
25845,316dec2,2019-01-31,6099.08,177.66,23.46,1,2019-09-12
25846,316dec2,2019-02-28,6926.25,168.64,23.31,1,2019-09-12
25847,316dec2,2019-03-31,7282.48,198.38,23.72,1,2019-09-12
25848,316dec2,2019-04-30,9598.8,203.56,22.95,1,2019-09-12
25849,316dec2,2019-05-31,6956.39,145.19,23.14,1,2019-09-12
25850,316dec2,2019-06-30,7995.7,160.79,22.85,1,2019-09-12
25851,316dec2,2019-07-31,9238.0,183.95,22.63,1,2019-09-12
25852,316dec2,2019-08-31,8089.1,162.58,22.84,1,2019-09-12
25853,3171c09,2018-10-31,2372.69,86.77,24.94,1,2019-10-08
25854,3171c09,2018-11-30,3603.27,132.13,25.0,1,2019-10-08
25855,3171c09,2018-12-31,4357.67,160.65,25.14,1,2019-10-08
25856,3171c09,2019-01-31,5298.86,194.41,25.02,1,2019-10-08
25857,3171c09,2019-02-28,2442.23,91.4,25.52,1,2019-10-08
25858,3171c09,2019-03-31,3855.56,140.47,24.84,1,2019-10-08
25859,3171c09,2019-04-30,4272.0,154.8,24.71,1,2019-10-08
25860,3171c09,2019-05-31,2949.22,108.3,25.04,1,2019-10-08
25861,3171c09,2019-06-30,3001.46,110.75,25.16,1,2019-10-08
25862,3171c09,2019-07-31,2879.01,105.15,24.9,1,2019-10-08
25863,3171c09,2019-08-31,2500.06,91.52,24.96,1,2019-10-08
25864,3171c09,2019-09-30,2153.99,78.35,24.8,1,2019-10-08
25877,3191f1b,2018-10-31,4022.68,393.41,57.16,2,2019-10-31
25878,3191f1b,2018-11-30,8833.44,765.44,50.65,2,2019-10-31
25879,3191f1b,2018-12-31,8063.48,827.6,59.99,2,2019-10-31
25880,3191f1b,2019-01-31,4654.09,356.99,44.83,2,2019-10-31
25881,3191f1b,2019-02-28,4090.01,375.78,53.7,2,2019-10-31
25882,3191f1b,2019-03-31,4567.53,338.73,43.34,2,2019-10-31
25883,3191f1b,2019-04-30,5677.64,418.93,43.13,2,2019-10-31
25884,3191f1b,2019-05-31,3548.16,320.23,52.75,2,2019-10-31
25885,3191f1b,2019-06-30,5886.16,546.28,61.26,1,2019-10-31
25886,3191f1b,2019-07-31,3658.89,323.58,56.19,1,2019-10-31
25887,3191f1b,2019-08-31,5764.98,534.82,57.63,1,2019-10-31
25888,3191f1b,2019-09-30,3310.2,283.73,54.4,1,2019-10-31
25889,3199bfd,2018-09-30,22955.63,888.99,50.78,1,2019-09-13
25890,3199bfd,2018-10-31,17353.4,684.59,51.73,1,2019-09-13
25891,3199bfd,2018-11-30,24443.38,951.98,51.07,1,2019-09-13
25892,3199bfd,2018-12-31,52403.32,2205.25,55.18,1,2019-09-13
25893,3199bfd,2019-01-31,22051.84,1068.0,63.51,1,2019-09-13
25894,3199bfd,2019-02-28,19554.93,749.26,50.24,1,2019-09-13
25895,3199bfd,2019-03-31,28674.95,996.63,45.58,1,2019-09-13
25896,3199bfd,2019-04-30,25107.07,969.06,50.61,1,2019-09-13
25897,3199bfd,2019-05-31,31697.89,1397.14,57.8,1,2019-09-13
25898,3199bfd,2019-06-30,51921.98,2400.93,60.64,1,2019-09-13
25899,3199bfd,2019-07-31,53552.91,2613.36,63.99,1,2019-09-13
25900,3199bfd,2019-08-31,27797.9,1161.68,54.8,1,2019-09-13
25901,3199c25,2018-10-31,55632.18,3803.82,70.29,1,2019-10-08
25902,3199c25,2018-11-30,58927.04,3766.96,70.69,1,2019-10-08
25903,3199c25,2018-12-31,59610.58,3697.38,70.44,1,2019-10-08
25904,3199c25,2019-01-31,67307.96,4464.68,83.76,1,2019-10-08
25905,3199c25,2019-02-28,60596.25,3959.08,82.5,1,2019-10-08
25906,3199c25,2019-03-31,71670.4,4142.35,72.98,1,2019-10-08
25907,3199c25,2019-04-30,96734.83,7643.75,99.78,1,2019-10-08
25908,3199c25,2019-05-31,109622.53,8378.93,96.52,1,2019-10-08
25909,3199c25,2019-06-30,64560.98,4019.01,78.61,1,2019-10-08
25910,3199c25,2019-07-31,104330.59,7370.78,89.21,1,2019-10-08
25911,3199c25,2019-08-31,116999.84,8007.71,86.43,1,2019-10-08
25912,3199c25,2019-09-30,107404.1,7929.73,93.23,1,2019-10-08
25961,31bd07e,2018-12-31,2493.36,146.9,40.31,1,2019-10-07
25962,31bd07e,2019-01-31,10323.48,704.43,46.68,1,2019-10-07
25963,31bd07e,2019-02-28,11029.28,818.86,50.8,1,2019-10-07
25964,31bd07e,2019-03-31,12126.65,866.16,48.87,1,2019-10-07
25965,31bd07e,2019-04-30,7049.79,372.4,36.14,1,2019-10-07
25966,31bd07e,2019-05-31,7678.06,476.18,42.43,1,2019-10-07
25967,31bd07e,2019-06-30,10370.04,733.99,48.43,1,2019-10-07
25968,31bd07e,2019-07-31,7422.86,383.93,35.39,1,2019-10-07
25969,31bd07e,2019-08-31,10441.83,580.7,38.05,1,2019-10-07
25970,31bd07e,2019-09-30,7364.93,404.65,37.59,1,2019-10-07
25983,31cf166,2018-10-31,1550.13,39.79,17.97,1,2019-09-03
25984,31cf166,2018-11-30,613.61,20.43,23.9,1,2019-09-03
25985,31cf166,2018-12-31,303.2,10.13,23.98,1,2019-09-03
25986,31cf166,2019-01-31,907.45,28.85,22.82,1,2019-09-03
25987,31cf166,2019-02-28,212.36,6.92,23.38,1,2019-09-03
25988,31cf166,2019-03-31,19794.49,586.48,20.57,1,2019-09-03
25989,31cf166,2019-04-30,11858.81,393.8,23.84,1,2019-09-03
25990,31cf166,2019-05-31,9928.7,335.56,24.26,1,2019-09-03
25991,31cf166,2019-06-30,18588.63,622.5,24.04,1,2019-09-03
25992,31cf166,2019-07-31,18668.16,612.25,23.54,1,2019-09-03
25993,31cf166,2019-08-31,2468.64,82.87,24.1,1,2019-09-03
25994,31d094f,2018-11-30,215.94,9.54,25.18,1,2019-09-04
25995,31d094f,2018-12-31,184.95,8.18,25.22,1,2019-09-04
25996,31d094f,2019-01-31,354.18,15.74,25.32,1,2019-09-04
25997,31d094f,2019-02-28,294.38,13.33,25.81,1,2019-09-04
25998,31d094f,2019-03-31,199.69,9.0,25.69,1,2019-09-04
25999,31d094f,2019-04-30,255.07,11.21,25.04,1,2019-09-04
26000,31d094f,2019-05-31,298.04,13.16,25.16,1,2019-09-04
26001,31d094f,2019-06-30,510.71,22.53,25.14,1,2019-09-04
26002,31d094f,2019-07-31,354.13,15.84,25.48,1,2019-09-04
26003,31d094f,2019-08-31,509.49,22.56,25.23,1,2019-09-04
26016,31d402f,2018-11-30,6158.96,312.46,40.07,1,2019-09-25
26017,31d402f,2018-12-31,16023.48,910.4,44.88,1,2019-09-25
26018,31d402f,2019-01-31,13003.87,786.0,47.74,1,2019-09-25
26019,31d402f,2019-02-28,20660.06,1252.96,47.9,1,2019-09-25
26020,31d402f,2019-03-31,10800.12,716.95,52.43,1,2019-09-25
26021,31d402f,2019-04-30,20660.95,1269.0,48.51,1,2019-09-25
26022,31d402f,2019-05-31,9376.66,424.89,46.35,1,2019-09-25
26023,31d402f,2019-06-30,22479.23,1064.06,48.42,1,2019-09-25
26024,31d402f,2019-07-31,14030.44,616.28,44.93,1,2019-09-25
26025,31d402f,2019-08-31,11259.43,525.11,47.7,1,2019-09-25
26026,31d5611,2018-10-31,10134.54,796.81,107.15,1,2019-10-16
26027,31d5611,2018-11-30,5982.87,475.67,93.47,2,2019-10-16
26028,31d5611,2018-12-31,3147.57,172.39,64.39,2,2019-10-16
26029,31d5611,2019-01-31,3218.09,126.35,46.16,2,2019-10-16
26030,31d5611,2019-02-28,1884.87,63.9,39.86,2,2019-10-16
26031,31d5611,2019-03-31,14646.51,577.83,46.38,2,2019-10-16
26032,31d5611,2019-04-30,6304.99,294.96,55.0,2,2019-10-16
26033,31d5611,2019-05-31,7663.64,230.19,35.31,2,2019-10-16
26034,31d5611,2019-06-30,5601.04,182.05,38.21,2,2019-10-16
26035,31d5611,2019-07-31,2303.1,47.19,24.09,2,2019-10-16
26036,31d5611,2019-08-31,15997.9,882.13,66.09,1,2019-10-16
26037,31d5611,2019-09-30,5209.54,159.51,36.0,2,2019-10-16
26038,31db1b3,2018-10-31,581.08,28.94,24.91,1,2019-10-28
26039,31db1b3,2018-11-30,832.89,41.33,24.82,1,2019-10-28
26040,31db1b3,2018-12-31,620.18,30.7,24.75,1,2019-10-28
26041,31db1b3,2019-01-31,859.2,42.97,25.02,1,2019-10-28
26042,31db1b3,2019-02-28,837.16,43.25,25.84,1,2019-10-28
26043,31db1b3,2019-03-31,679.97,34.11,25.09,1,2019-10-28
26044,31db1b3,2019-04-30,738.6,36.67,24.83,1,2019-10-28
26045,31db1b3,2019-05-31,691.03,34.62,25.06,1,2019-10-28
26046,31db1b3,2019-06-30,475.29,23.74,24.98,1,2019-10-28
26047,31db1b3,2019-07-31,923.8,46.24,25.03,1,2019-10-28
26048,31db1b3,2019-08-31,591.19,29.65,25.09,1,2019-10-28
26049,31db1b3,2019-09-30,855.74,40.04,25.09,1,2019-10-28
26062,31ec551,2018-10-31,31954.08,916.4,30.24,2,2019-10-16
26063,31ec551,2018-11-30,25550.02,724.56,29.9,2,2019-10-16
26064,31ec551,2018-12-31,1182.45,35.53,31.69,2,2019-10-16
26065,31ec551,2019-01-31,5722.72,180.0,33.17,2,2019-10-16
26066,31ec551,2019-02-28,23093.83,645.18,29.46,2,2019-10-16
26067,31ec551,2019-03-31,24051.9,684.91,30.03,2,2019-10-16
26068,31ec551,2019-04-30,24533.72,683.66,29.38,2,2019-10-16
26069,31ec551,2019-05-31,7158.89,204.18,30.07,2,2019-10-16
26070,31ec551,2019-07-31,40437.51,970.84,25.32,2,2019-10-16
26071,31ec551,2019-08-31,23189.28,715.54,32.54,2,2019-10-16
26072,31ec551,2019-09-30,25859.16,729.92,29.76,2,2019-10-16
26101,3203482,2018-10-31,20380.85,2288.02,72.34,1,2019-10-11
26102,3203482,2018-11-30,13081.43,1649.62,83.76,1,2019-10-11
26103,3203482,2018-12-31,33477.13,4334.87,84.2,1,2019-10-11
26104,3203482,2019-01-31,30670.36,2419.48,47.46,2,2019-10-11
26105,3203482,2019-02-28,25145.5,3370.65,80.65,2,2019-10-11
26106,3203482,2019-03-31,26394.02,4545.74,103.62,2,2019-10-11
26107,3203482,2019-04-30,18173.54,2391.29,79.17,2,2019-10-11
26108,3203482,2019-05-31,16541.68,2877.97,104.68,2,2019-10-11
26109,3203482,2019-06-30,23514.14,2470.73,82.4,1,2019-10-11
26110,3203482,2019-07-31,24484.26,3078.47,95.47,1,2019-10-11
26111,3203482,2019-08-31,21473.83,2825.84,103.33,1,2019-10-11
26112,3203482,2019-09-30,18584.34,2614.51,98.1,1,2019-10-11
26125,321048c,2018-10-31,41120.79,1915.63,52.94,1,2019-10-28
26126,321048c,2018-11-30,54473.75,2776.96,57.94,1,2019-10-28
26127,321048c,2018-12-31,75787.5,3601.86,54.01,1,2019-10-28
26128,321048c,2019-01-31,20909.92,847.33,46.05,1,2019-10-28
26129,321048c,2019-02-28,30584.98,1267.92,47.11,1,2019-10-28
26130,321048c,2019-03-31,40517.91,2024.8,56.79,1,2019-10-28
26131,321048c,2019-04-30,46841.21,2307.68,55.99,1,2019-10-28
26132,321048c,2019-05-31,52872.42,2715.62,58.37,1,2019-10-28
26133,321048c,2019-06-30,45392.22,2430.55,60.85,1,2019-10-28
26134,321048c,2019-07-31,45804.12,2322.24,57.62,1,2019-10-28
26135,321048c,2019-08-31,44728.58,2275.63,57.82,1,2019-10-28
26136,321048c,2019-09-30,55958.75,2741.76,55.68,1,2019-10-28
26137,3218359,2018-10-31,4405.72,141.53,23.72,2,2019-10-07
26138,3218359,2018-11-30,4279.9,125.17,21.6,2,2019-10-07
26139,3218359,2018-12-31,3952.9,85.43,15.96,2,2019-10-07
26140,3218359,2019-01-31,4164.23,105.2,18.66,2,2019-10-07
26141,3218359,2019-02-28,3090.92,82.73,19.77,2,2019-10-07
26142,3218359,2019-03-31,1245.1,31.64,18.77,2,2019-10-07
26143,3218359,2019-04-30,7478.38,160.88,15.89,2,2019-10-07
26144,3218359,2019-05-31,6092.54,168.14,20.38,2,2019-10-07
26145,3218359,2019-06-30,1756.87,47.44,19.94,2,2019-10-07
26146,3218359,2019-07-31,6381.95,172.7,19.99,2,2019-10-07
26147,3218359,2019-08-31,4454.17,157.32,26.08,2,2019-10-07
26148,3218359,2019-09-30,6727.57,176.3,19.35,2,2019-10-07
26149,322b6af,2018-10-31,0.3,0.01,20.11,2,2019-10-09
26150,322b6af,2018-11-30,0.03,0.0,12.43,2,2019-10-09
26151,322b6af,2018-12-31,13.4,0.7,26.92,2,2019-10-09
26152,322b6af,2019-01-31,242.62,8.75,18.51,2,2019-10-09
26153,322b6af,2019-02-28,3.36,0.09,18.67,1,2019-10-09
26154,322b6af,2019-03-31,0.06,0.0,17.9,2,2019-10-09
26155,322b6af,2019-04-30,12.97,0.33,16.3,2,2019-10-09
26156,322b6af,2019-05-31,3.7,0.13,22.69,2,2019-10-09
26157,322b6af,2019-06-30,12.88,0.66,34.93,2,2019-10-09
26158,322b6af,2019-07-31,4.19,0.1,16.87,2,2019-10-09
26159,322b6af,2019-08-31,3.15,0.11,22.08,2,2019-10-09
26160,322c797,2019-02-28,3069.8,35.09,8.06,2,2019-10-30
26161,322c797,2019-04-30,14885.45,195.66,9.27,2,2019-10-30
26162,322c797,2019-05-31,22983.0,1589.78,48.79,2,2019-10-30
26163,322c797,2019-06-30,20572.87,1378.56,47.27,2,2019-10-30
26164,322c797,2019-07-31,12468.97,1241.24,70.22,2,2019-10-30
26165,322c797,2019-08-31,14866.87,1199.18,56.9,2,2019-10-30
26166,322c797,2019-09-30,20779.92,2474.11,83.99,2,2019-10-30
26191,323e445,2018-10-31,2407.6,109.93,31.24,1,2019-10-25
26192,323e445,2018-11-30,2264.13,97.83,29.56,1,2019-10-25
26193,323e445,2018-12-31,3293.44,136.5,28.36,1,2019-10-25
26194,323e445,2019-01-31,2649.4,111.62,28.82,1,2019-10-25
26195,323e445,2019-02-28,1309.99,62.08,32.42,1,2019-10-25
26196,323e445,2019-03-31,5810.4,253.96,31.18,1,2019-10-25
26197,323e445,2019-04-30,19042.71,1016.53,41.46,1,2019-10-25
26198,323e445,2019-05-31,17102.73,988.38,42.72,1,2019-10-25
26199,323e445,2019-06-30,13759.51,664.1,37.17,1,2019-10-25
26200,323e445,2019-07-31,22246.2,1106.44,37.43,1,2019-10-25
26201,323e445,2019-08-31,19487.2,965.43,38.14,1,2019-10-25
26202,323e445,2019-09-30,23484.57,1259.01,41.88,1,2019-10-25
26203,3246182,2019-02-28,793.82,38.3,36.56,1,2019-10-28
26204,3246182,2019-03-31,11264.86,601.84,40.48,1,2019-10-28
26205,3246182,2019-04-30,11772.46,590.8,38.02,1,2019-10-28
26206,3246182,2019-05-31,13968.7,830.45,47.4,1,2019-10-28
26207,3246182,2019-06-30,6507.58,311.68,39.19,1,2019-10-28
26208,3246182,2019-07-31,15819.57,687.24,44.66,1,2019-10-28
26209,3246182,2019-08-31,10192.06,407.5,41.1,1,2019-10-28
26210,3246182,2019-09-30,9450.97,376.67,40.97,1,2019-10-28
26265,3260141,2018-10-31,7791.71,339.83,29.84,2,2019-09-26
26266,3260141,2018-11-30,2332.83,70.41,20.65,2,2019-09-26
26267,3260141,2018-12-31,2540.41,133.05,39.98,1,2019-09-26
26268,3260141,2019-01-31,2508.05,114.21,37.26,1,2019-09-26
26269,3260141,2019-02-28,2731.3,114.48,34.3,1,2019-09-26
26270,3260141,2019-03-31,3004.17,130.91,35.66,1,2019-09-26
26271,3260141,2019-04-30,5035.08,180.78,29.38,1,2019-09-26
26272,3260141,2019-05-31,4418.63,209.65,38.82,1,2019-09-26
26273,3260141,2019-06-30,3407.73,156.46,37.57,1,2019-09-26
26274,3260141,2019-07-31,2702.62,107.95,32.68,1,2019-09-26
26275,3260141,2019-08-31,3811.19,158.81,34.1,1,2019-09-26
26337,329bbf5,2019-03-31,4790.89,175.5,31.89,1,2019-10-30
26338,329bbf5,2019-04-30,2981.43,131.43,38.37,1,2019-10-30
26339,329bbf5,2019-05-31,10327.01,490.84,41.37,1,2019-10-30
26340,329bbf5,2019-06-30,6705.2,305.24,39.63,1,2019-10-30
26341,329bbf5,2019-07-31,6872.93,327.0,41.42,1,2019-10-30
26342,329bbf5,2019-08-31,6547.58,297.71,39.58,1,2019-10-30
26343,329bbf5,2019-09-30,11778.64,492.75,36.42,1,2019-10-30
26344,329de9d,2019-03-31,20038.74,936.1,38.38,1,2019-10-11
26345,329de9d,2019-04-30,22982.79,1211.75,39.9,1,2019-10-11
26346,329de9d,2019-05-31,21783.06,1004.82,37.15,1,2019-10-11
26347,329de9d,2019-06-30,19903.37,968.26,39.32,1,2019-10-11
26348,329de9d,2019-07-31,23676.97,1221.32,38.22,1,2019-10-11
26349,329de9d,2019-08-31,19545.41,1039.73,40.23,1,2019-10-11
26350,329de9d,2019-09-30,25252.9,1277.12,39.73,1,2019-10-11
26361,329e797,2018-09-30,5842.9,310.7,24.19,1,2019-09-06
26362,329e797,2018-10-31,2706.8,139.39,22.8,2,2019-09-06
26363,329e797,2018-11-30,12425.49,363.27,16.26,2,2019-09-06
26364,329e797,2018-12-31,3607.25,113.51,21.72,1,2019-09-06
26365,329e797,2019-01-31,8211.14,222.78,18.2,2,2019-09-06
26366,329e797,2019-02-28,6930.69,235.6,22.8,2,2019-09-06
26367,329e797,2019-03-31,7242.85,256.79,23.78,2,2019-09-06
26368,329e797,2019-04-30,7985.65,288.68,24.25,2,2019-09-06
26369,329e797,2019-05-31,1028.98,37.73,24.6,2,2019-09-06
26370,329e797,2019-06-30,14352.88,297.31,13.89,2,2019-09-06
26371,329e797,2019-07-31,3682.78,119.46,21.76,2,2019-09-06
26372,329e797,2019-08-31,10195.28,270.41,17.79,2,2019-09-06
26373,32a0a54,2019-01-31,7113.93,162.48,24.99,1,2019-10-07
26374,32a0a54,2019-02-28,34279.81,789.54,25.2,1,2019-10-07
26375,32a0a54,2019-03-31,33380.8,747.21,24.49,1,2019-10-07
26376,32a0a54,2019-04-30,43939.33,999.67,24.89,1,2019-10-07
26377,32a0a54,2019-05-31,34886.26,794.02,24.9,1,2019-10-07
26378,32a0a54,2019-06-30,31784.13,727.06,25.02,1,2019-10-07
26379,32a0a54,2019-07-31,40441.44,921.81,24.94,1,2019-10-07
26380,32a0a54,2019-08-31,34178.06,777.74,24.89,1,2019-10-07
26381,32a0a54,2019-09-30,31585.05,717.58,24.85,1,2019-10-07
26394,32a53b8,2018-09-30,2884.75,27.3,6.7,2,2019-09-25
26395,32a53b8,2019-03-31,10961.95,294.79,18.2,1,2019-09-25
26396,32a53b8,2019-04-30,14502.05,451.02,23.13,1,2019-09-25
26397,32a53b8,2019-05-31,4764.04,151.74,23.69,1,2019-09-25
26398,32a53b8,2019-06-30,15268.06,513.39,23.81,1,2019-09-25
26399,32a53b8,2019-07-31,19011.34,642.23,24.05,1,2019-09-25
26400,32a53b8,2019-08-31,18947.3,633.01,24.2,1,2019-09-25
26401,32a686e,2018-09-30,3471.95,162.72,35.64,1,2019-09-06
26402,32a686e,2018-10-31,1157.13,53.1,34.89,1,2019-09-06
26403,32a686e,2018-11-30,4654.36,236.24,38.6,1,2019-09-06
26404,32a686e,2018-12-31,4732.55,227.5,36.56,1,2019-09-06
26405,32a686e,2019-01-31,3438.17,173.86,38.46,1,2019-09-06
26406,32a686e,2019-02-28,3964.75,177.47,34.04,1,2019-09-06
